id,width,height,x,y,area,terrain_type,group,is_special,click_interface,interface_desc,unlock_type,block_type,plot_restriction,ini_building,set_building,cond_type,cond_amount,cond_target,cost_type,cost_amount,cost_target,cond_desc,require_pve,waiting_time,prefab,prefab_group,power,extra_around,order,ini_building_1,set_building_1
1016,2,2,12,30,1,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,1.0,0,1,0.0,0,,1,0,NUnlockTile_1016,,0,,15,,
1017,2,2,10,28,1,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,1.0,0,1,0.0,0,,1,0,NUnlockTile_1017,,0,,16,,
1022,2,2,14,28,1,1,,1,1,Please Attack and destroy it! Eliminate the annoying smog there; finally ridding us of this freaking Atmospheric Manipulator.,0,0,,60001;0;0;0,,1,1.0,0,1,100.0,0,,999001,0,NUnlockTile_1007,,400,,1001,60001;0;0;0,
1021,2,2,16,30,1,1,,14,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111001;0;0;1,1,1.0,0,1,500.0,0,,101001,0,NUnlockTile_1015,,400,,1002,,111001;0;0;1
1030,2,2,16,26,1,1,,8,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111002;0;0;1,1,1.0,0,1,2000.0,0,,999001,0,NUnlockTile_2006,,400,,1003,,111002;0;0;1
1029,2,2,18,28,1,1,,6,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111003;0;0;1,1,1.0,0,1,3000.0,0,,101002,0,NUnlockTile_2005,,400,,1004,,111003;0;0;1
1041,2,2,24,26,1,1,1026,7,1,The enemy's command post; occupy it so you can research technology and increase battle power!,0,0,,3901;0;0;0,,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_1041,C2,50,,1005,3901;0;0;0,
1044,2,2,28,26,1,1,1026,7,1,The enemy's command post; occupy it so you can research technology and increase battle power!,0,0,,,,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2021,B2_1,50,,1005,2101;0;0;0,
1032,2,2,26,32,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111004;0;0;1,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2009,B3_1,50,,1005,,121001;0;0;1
1033,2,2,24,30,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111005;0;0;1,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_1033,C0,50,,1005,,111005;0;0;1
1034,2,2,22,28,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111006;0;0;1,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2011,C0,50,,1005,,111006;0;0;1
1039,2,2,28,30,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111007;0;0;1,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2016,B3_1,50,,1005,,111007;0;0;1
1035,2,2,20,26,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111010;0;0;1,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2012,A4_1,50,,1005,,111010;0;0;1
1042,2,2,22,24,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111011;0;0;1,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_1042,B1_1,50,,1005,,111011;0;0;1
1026,2,2,24,34,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2002,A3_1,50,,1005,,
1043,2,2,30,28,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2020,A2_2,50,,1005,,
1027,2,2,22,32,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2003,B4_1,50,,1005,,
1040,2,2,26,28,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2017,C0,50,,1005,,
1028,2,2,20,30,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2004,A4_2,50,,1005,,
1045,2,2,26,24,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2022,B2_1,50,,1005,,
1046,2,2,24,22,1,1,1026,7,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,1041;0;0;1,1,1.0,0,1,4500.0,0,,999003,0,NUnlockTile_2023,A1_1,50,,1005,,1701;0;0;1
1020,2,2,18,32,1,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111021;0;0;1,1,5.0,0,1,5000.0,0,,101004,0,NUnlockTile_1020,,700,,5001,,111021;0;0;1
1019,2,2,20,34,1,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111022;0;0;1,1,5.0,0,1,5000.0,0,,101004,0,NUnlockTile_1017,,700,,5002,,111022;0;0;1
1036,2,2,18,24,1,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111012;0;0;1,1,5.0,0,1,5000.0,0,,101005,0,NUnlockTile_2013,,700,,6001,4301;0;0;0,
1047,2,2,20,22,1,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111013;0;0;1,1,6.0,0,1,5000.0,0,,999005,0,NUnlockTile_2024,,700,,6002,,111013;0;0;1
1037,2,2,16,22,1,1,,4,1,*CLINK* The machine controlled Gold Harvester is collecting Gold.,2,0,,1801;0;0;0,,1,8.0,0,1,5000.0,0,,1,0,NUnlockTile_2014,,700,,8001,1801;0;0;0,
1023,2,2,12,26,1,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111016;0;0;1,1,6.0,0,1,5000.0,0,,999005,0,NUnlockTile_1023,,700,,6003,,111016;0;0;1
1024,2,2,10,24,1,1,,13,1,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,6701;0;0;0,,1,7.0,0,1,5000.0,0,,101006,0,NUnlockTile_1025,,800,,7002,6701;0;0;0,
1031,2,2,14,24,1,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111014;0;0;1,1,6.0,0,1,5000.0,0,,101005,0,NUnlockTile_2007,,800,,6004,,121002;0;0;1
1025,2,2,12,22,1,1,,3,0,Search carefully. We might find some lost reinforcements here.,0,0,,,111018;0;0;1,1,7.0,0,1,5000.0,0,,101006,0,NUnlockTile_1024,,800,,7001,,111018;0;0;1
1048,2,2,22,20,1,1,,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,111020;0;0;1,,1,7.0,0,1,20000.0,0,,999006,0,NUnlockTile_2025,,800,,7003,122001;0;0;1,
1038,2,2,14,20,1,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,111019;0;0;1,1,8.0,0,1,5000.0,0,,999007,0,NUnlockTile_2015,,800,,8002,,111019;0;0;1
2015,2,2,12,18,2,1,,1,1,Please Attack and destroy it! Eliminate the annoying smog there; finally ridding us of this freaking Atmospheric Manipulator.,0,0,,60002;0;0;0,,1,9.0,0,1,20000.0,0,,999008,0,NUnlockTile_3015,,800,,9001,60002;0;0;0,
2011,2,2,10,20,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112003;0;0;1,1,9.0,0,1,20000.0,0,,101008,0,NUnlockTile_3011,,900,,9002,,112003;0;0;1
2021,2,2,18,20,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112004;0;0;1,1,9.0,0,1,20000.0,0,,101008,0,NUnlockTile_3021,,900,,9003,,121003;0;0;1
2022,2,2,16,18,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,112017;0;0;1,1,9.0,0,1,20000.0,0,,1,0,NUnlockTile_3022,,900,,9004,2501;0;0;0,
2023,2,2,14,16,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112007;0;0;1,1,9.0,0,1,20000.0,0,,999008,0,NUnlockTile_3023,,900,,9005,,112007;0;0;1
2029,2,2,20,18,2,1,,9,1,The Repair Plant can still work properly; we can fix that Armored Vehicle.,0,0,,2101;0;0;0,112008;0;0;1,1,10.0,0,1,37000.0,0,,999009,0,NUnlockTile_3029,,900,,10006,,112008;0;0;1
2030,2,2,18,16,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112009;0;0;1,1,10.0,0,1,37000.0,0,,999009,0,NUnlockTile_3030,,900,,10007,,121005;0;0;1
2031,2,2,16,14,2,1,,10,1,Assemble together with allies and set up defensive forces here.,2,0,,2501;0;0;0,,1,10.0,0,1,37000.0,0,,1,0,NUnlockTile_3031,,1000,,10008,4901;0;0;0,
2012,2,2,8,18,2,1,2012,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,11.0,0,1,130000.0,0,,101010,0,NUnlockTile_3012,A3_2,1000,,11009,,
2013,2,2,6,16,2,1,2012,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,11.0,0,1,130000.0,0,,101010,0,NUnlockTile_3013,A4_1,1000,,11009,,
2016,2,2,10,16,2,1,2012,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,11.0,0,1,130000.0,0,,101010,0,NUnlockTile_3016,A2_2,1000,,11009,,
2017,2,2,8,14,2,1,2012,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,11.0,0,1,130000.0,0,,101010,0,NUnlockTile_3017,A1_2,1000,,11009,,
2024,2,2,12,14,2,1,2024,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112005;0;0;1,1,12.0,0,1,430000.0,0,,101010,0,NUnlockTile_3024,A3_2,1000,,12005,,112005;0;0;1
2025,2,2,10,12,2,1,2024,0,0,Search carefully. We might find some lost reinforcements here.,0,0,,,112006;0;0;1,1,12.0,0,1,430000.0,0,,101010,0,NUnlockTile_3025,A4_1,1100,,12005,,112006;0;0;1
2032,2,2,14,12,2,1,2024,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112012;0;0;1,1,12.0,0,1,430000.0,0,,101010,0,NUnlockTile_3032,A2_2,1100,,12005,,112012;0;0;1
2033,2,2,12,10,2,1,2024,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112016;0;0;1,1,12.0,0,1,430000.0,0,,101010,0,NUnlockTile_3033,A1_2,1100,,12005,,112016;0;0;1
2009,2,2,4,18,2,1,,15,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,4201;0;0;0,,1,14.0,0,1,2600000.0,0,,999013,0,NUnlockTile_3009,,1100,,14011,,121007;0;0;1
2003,2,2,6,24,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,12.0,0,1,67000.0,0,,999011,0,NUnlockTile_3003,,1100,,12002,,
2004,2,2,4,22,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112002;0;0;1,1,12.0,0,1,67000.0,0,,201011,0,NUnlockTile_3004,,1200,,12003,4301;0;0;0,112002;0;0;1
2007,2,2,8,22,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112011;0;0;1,1,12.0,0,1,67000.0,0,,201011,0,NUnlockTile_3007,,1200,,12001,,112011;0;0;1
2008,2,2,6,20,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,112001;0;0;1,1,12.0,0,1,67000.0,0,,1,0,NUnlockTile_3008,,1200,,12004,,121006;0;0;1
2005,2,2,2,20,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112021;0;0;1,1,14.0,0,1,4600000.0,0,,999013,0,NUnlockTile_3005,,1200,,14016,,112021;0;0;1
2039,2,2,0,18,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112019;0;0;1,1,15.0,0,1,4600000.0,0,,999014,0,NUnlockTile_3039,,1200,,15017,,112019;0;0;1
2038,2,2,2,16,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112010;0;0;1,1,15.0,0,1,28000000.0,0,,301014,0,NUnlockTile_3038,,1200,,15018,,121008;0;0;1
2037,2,2,4,14,2,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,112018;0;0;1,1,16.0,0,1,2600000.0,0,,1,0,NUnlockTile_3037,,1300,,16019,,112018;0;0;1
2018,2,2,6,12,2,1,2018,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,17.0,0,1,1400000.0,0,,101016,0,NUnlockTile_3018,A3_2,1300,,17020,,
2019,2,2,4,10,2,1,2018,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112013;0;0;1,1,17.0,0,1,1400000.0,0,,101016,0,NUnlockTile_3019,A4_2,1300,,17020,,121009;0;0;1
2026,2,2,8,10,2,1,2018,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,112014;0;0;1,1,17.0,0,1,1400000.0,0,,101016,0,NUnlockTile_3026,A2_2,1300,,17020,,112014;0;0;1
2027,2,2,6,8,2,1,2018,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,17.0,0,1,1400000.0,0,,101016,0,NUnlockTile_3027,A1_1,1300,,17020,,
2035,2,2,8,6,2,1,,5,1,Many areas and a bounty of rewards are waiting to be unlocked.,0,0,,3801;0;0;0,112015;0;0;1,1,18.0,0,1,57000000.0,0,,999017,0,NUnlockTile_3035,,1400,,18021,,112015;0;0;1
2034,2,2,10,8,2,1,,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,112020;0;0;1,,1,19.0,0,1,28000000.0,0,,999019,0,NUnlockTile_3034,,1400,,19022,121004;0;0;1,
3036,2,2,16,10,3,1,,11,1,In the Arsenal you can upgrade Equips available to your troops.,0,0,,4901;0;0;0,,1,20.0,0,1,57000000.0,0,,101019,0,NUnlockTile_4036,,1400,,20001,3801;0;0;0,
3009,2,2,14,8,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113001;0;0;1,1,19.0,0,1,57000000.0,0,,101018,0,NUnlockTile_4009,,1400,,20002,,113001;0;0;1
3010,2,2,12,6,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,113004;0;0;1,1,21.0,0,1,89000000.0,0,,1,0,NUnlockTile_4010,,1400,,21003,,113004;0;0;1
3011,2,2,10,4,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113006;0;0;1,1,21.0,0,1,89000000.0,0,,999020,0,NUnlockTile_4011,,1500,,21004,,113006;0;0;1
3019,2,2,18,8,3,1,,1,1,Please Attack and destroy it! Eliminate the annoying smog there; finally ridding us of this freaking Atmospheric Manipulator.,0,0,,60003;0;0;0,,1,22.0,0,1,160000000.0,0,,999022,0,NUnlockTile_4019,,1500,,22005,60003;0;0;0,
3005,2,2,24,18,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113007;0;0;1,1,23.0,0,1,260000000.0,0,,201022,0,NUnlockTile_4005,,1500,,23006,,113007;0;0;1
3002,2,2,30,24,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113024;0;0;1,1,25.0,0,1,260000000.0,0,,301024,0,NUnlockTile_4002,,1500,,25008,,113024;0;0;1
3006,2,2,22,16,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,113023;0;0;1,1,23.0,0,1,260000000.0,0,,1,0,NUnlockTile_4006,,1500,,23007,,113023;0;0;1
3008,2,2,18,12,3,1,3008,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113002;0;0;1,1,24.0,0,1,470000000.0,0,,101023,0,NUnlockTile_4008,A1_2,1600,,24009,,113002;0;0;1
3007,2,2,20,14,3,1,3008,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113003;0;0;1,1,24.0,0,1,470000000.0,0,,101023,0,NUnlockTile_4007,A2_1,1600,,24009,4301;0;0;0,
3003,2,2,28,22,3,1,3003,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113008;0;0;1,1,25.0,0,1,1100000000.0,0,,999024,0,NUnlockTile_4003,A2_1,1600,,25010,,113008;0;0;1
3004,2,2,26,20,3,1,3003,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113009;0;0;1,1,25.0,0,1,1100000000.0,0,,999024,0,NUnlockTile_4004,A1_2,1600,,25010,,113009;0;0;1
3020,2,2,16,6,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113019;0;0;1,1,26.0,0,1,9100000000.0,0,,999025,0,NUnlockTile_4020,,1600,,26011,,113019;0;0;1
3035,2,2,14,4,3,1,,3,0,Search carefully. We might find some lost reinforcements here.,0,0,,,113020;0;0;1,1,26.0,0,1,9100000000.0,0,,201025,0,NUnlockTile_4035,,1700,,26012,,113020;0;0;1
3017,2,2,24,14,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113012;0;0;1,1,27.0,0,1,17000000000.0,0,,301026,0,NUnlockTile_4017,,1700,,27013,,113012;0;0;1
3018,2,2,22,12,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113013;0;0;1,1,27.0,0,1,17000000000.0,0,,101026,0,NUnlockTile_4018,,1700,,27014,,113013;0;0;1
3037,2,2,20,10,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,113026;0;0;1,1,27.0,0,1,17000000000.0,0,,1,0,NUnlockTile_4037,,1700,,27015,,113026;0;0;1
3013,2,2,32,22,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113010;0;0;1,1,28.0,0,1,31000000000.0,0,,301027,0,NUnlockTile_4013,,1700,,28016,,113010;0;0;1
3014,2,2,30,20,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113011;0;0;1,1,28.0,0,1,31000000000.0,0,,999027,0,NUnlockTile_4014,,1800,,28017,,113011;0;0;1
3015,2,2,28,18,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113025;0;0;1,1,28.0,0,1,31000000000.0,0,,999027,0,NUnlockTile_4015,,1800,,28018,,113025;0;0;1
3016,2,2,26,16,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113030;0;0;1,1,28.0,0,1,31000000000.0,0,,999027,0,NUnlockTile_4016,,1800,,28019,,113030;0;0;1
3022,2,2,26,12,3,1,,12,1,Gold mines; Gems and enemies; many of them.,2,0,,3110;0;0;0,,1,29.0,0,1,61000000000.0,0,,1,0,NUnlockTile_4022,,1800,,29020,3110;0;0;0,
3021,2,2,28,14,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113031;0;0;1,1,29.0,0,1,61000000000.0,0,,201028,0,NUnlockTile_4021,,1800,,29021,,113031;0;0;1
3027,2,2,30,12,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113021;0;0;1,1,29.0,0,1,61000000000.0,0,,301028,0,NUnlockTile_4027,,1900,,29022,,113021;0;0;1
3028,2,2,28,10,3,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,113018;0;0;1,1,32.0,0,1,360000000000.0,0,,1,0,NUnlockTile_4028,,1900,,32023,,113018;0;0;1
3023,2,2,24,10,3,1,3023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,30.0,0,1,100000000000.0,0,,999030,0,NUnlockTile_4023,A3_2,1900,,30024,,
3024,2,2,22,8,3,1,3023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113015;0;0;1,1,30.0,0,1,100000000000.0,0,,999030,0,NUnlockTile_4024,A4_2,1900,,30024,,113015;0;0;1
3029,2,2,26,8,3,1,3023,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,113014;0;0;1,,1,30.0,0,1,100000000000.0,0,,999030,0,NUnlockTile_4029,A2_2,1900,,30024,113014;0;0;1,
3030,2,2,24,6,3,1,3023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113016;0;0;1,1,30.0,0,1,100000000000.0,0,,999030,0,NUnlockTile_4030,B1_1,2000,,30024,,113016;0;0;1
3034,2,2,26,4,3,1,3023,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113027;0;0;1,1,30.0,0,1,100000000000.0,0,,999030,0,NUnlockTile_4034,A1_3,2000,,30024,,113027;0;0;1
3025,2,2,20,6,3,1,3025,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,,1,32.0,0,1,720000000000.0,0,,999032,0,NUnlockTile_4025,A3_1,2000,,32025,,
3026,2,4,20,2,3,1,3025,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113017;0;0;1,1,32.0,0,1,720000000000.0,0,,999032,0,NUnlockTile_4026,A4_3,2000,,32025,,113017;0;0;1
3031,2,2,22,4,3,1,3025,2,1,The REAL Dark Legion treasure: General R&D; Gems and gold coins scattered all over the place.,0,0,,113022;0;0;1,,1,32.0,0,1,720000000000.0,0,,999032,0,NUnlockTile_4031,B3_1,2000,,32025,113022;0;0;1,
3033,2,2,24,2,3,1,3025,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113028;0;0;1,1,32.0,0,1,720000000000.0,0,,999032,0,NUnlockTile_4033,A2_2,2100,,32025,,113028;0;0;1
3032,2,2,22,0,3,1,3025,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,113029;0;0;1,1,32.0,0,1,720000000000.0,0,,999032,0,NUnlockTile_4032,A1_1,2100,,32025,,113029;0;0;1
4002,2,2,32,26,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114003;0;0;1,1,33.0,0,1,1400000000000.0,0,,201032,0,NUnlockTile_5002,,2100,,33001,,114003;0;0;1
4048,2,2,34,24,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114004;0;0;1,1,33.0,0,1,1400000000000.0,0,,301032,0,NUnlockTile_5048,,2100,,33002,,114004;0;0;1
4007,2,2,36,22,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114031;0;0;1,1,33.0,0,1,1400000000000.0,0,,999032,0,NUnlockTile_5007,,2200,,33003,,114031;0;0;1
4008,2,2,34,20,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114032;0;0;1,1,33.0,0,1,1400000000000.0,0,,999032,0,NUnlockTile_5008,,2200,,33004,,114032;0;0;1
4012,2,2,40,22,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,2,0,,,114008;0;0;1,1,34.0,0,1,2400000000000.0,0,,1,0,NUnlockTile_5012,,2200,,34005,,114008;0;0;1
4013,2,2,38,20,4,1,,0,0,You need to keep moving forward to explore this tile; it's too far and you can't reach it right now!,0,0,,,114033;0;0;1,1,34.0,0,1,2400000000000.0,0,,101033,0,NUnlockTile_5013,,2200,,34006,,114033;0;0;1
