id,width,coordinate,name,desc,building,icon,build_width,army,occupy_cd,occupy_score,score_cd,score,score_player,first_time,fight_time,peace_time,reward_all,reward_member,box,box_outer_ring,season_id
int,int,string,string,string,string,string,int,int,int,int,int,int,int,int,int,int,int,int,string,string,int
11,10,538;462,Flint Ark 3,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_02,icon_wenquan_fortress_02,4,901101,60,0,60,150,15,626400,3600,82800,2800104,2800103,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
12,10,538;432,Flint Ark 4,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_02,icon_wenquan_fortress_02,4,901101,60,0,60,150,15,626400,3600,82800,2800104,2800103,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
13,10,220;1096,Flint Ark 5,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_02,icon_wenquan_fortress_02,4,901101,60,0,60,150,15,626400,3600,82800,2800104,2800103,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
14,10,220;1066,Flint Ark 6,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_02,icon_wenquan_fortress_02,4,901101,60,0,60,150,15,626400,3600,82800,2800104,2800103,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
15,10,540;1098,Flint Ark 7,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_02,icon_wenquan_fortress_02,4,901101,60,0,60,150,15,626400,3600,82800,2800104,2800103,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
16,10,540;1068,Flint Ark 8,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_02,icon_wenquan_fortress_02,4,901101,60,0,60,150,15,626400,3600,82800,2800104,2800103,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
17,10,286;582,Molten Ark 1,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_03,icon_wenquan_fortress_03,4,901101,60,0,60,200,20,885600,3600,82800,2800106,2800105,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
18,10,286;552,Molten Ark 2,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_03,icon_wenquan_fortress_03,4,901101,60,0,60,200,20,885600,3600,82800,2800106,2800105,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
19,10,476;968,Molten Ark 3,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_03,icon_wenquan_fortress_03,4,901101,60,0,60,200,20,885600,3600,82800,2800106,2800105,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
20,10,476;938,Molten Ark 4,Occupy the Ark tile; the final winning Alliance can get rewards.,wenquan_fortress_03,icon_wenquan_fortress_03,4,901101,60,0,60,200,20,885600,3600,82800,2800106,2800105,2;2;2;3;2;2;3;2;2;2|2;2;2;3;2;4;2;3;2;2|2;2;6;6;5;5;6;6;2;2|2;3;6;6;6;6;6;6;3;2|3;4;5;6;6;6;6;5;3;3|2;4;5;6;6;6;6;5;3;3|3;3;6;6;6;6;6;6;3;2|2;2;6;6;5;5;6;6;2;2|2;2;2;3;4;4;2;3;2;2|2;2;2;3;3;2;2;2;2;2,wenquan_bianjie10x10,0
