id,group_id,level,item_id,item_amount,coin,score,name,type,buff,para,icon,desc,unlock_level,condition_science,pos_x,pos_y,new_pos_x,new_pos_y,tree_type,is_open,max_level,desc_current,coin_tuning,exp,bound_buildinglevel,radiance,thor_elements,power,desc_1
300013,300000,13,300001,80,400000000.0,85.0,103013,1,0,1713,null,103014,1,310013,1,3,1,2,1,1,100,,150000000.0,0.0,,,,6350,Building level - Gold Mine
300014,300000,14,300001,90,1000000000.0,95.0,103013,1,0,1714,null,103014,1,310014,1,3,1,2,1,1,100,,408000000.0,0.0,,,,7070,Building level - Gold Mine
300015,300000,15,300001,102,2000000000.0,107.0,103013,1,0,1715,null,103014,1,310015,1,3,1,2,1,1,100,,945100000.0,0.0,,,,7830,Building level - Gold Mine
300016,300000,16,300001,114,4000000000.0,118.0,103013,1,0,1716,null,103014,1,310016,1,3,1,2,1,1,100,,2081000000.0,0.0,,,,8630,Building level - Gold Mine
300017,300000,17,300001,128,8000000000.0,130.0,103013,1,0,1717,null,103014,1,310017,1,3,1,2,1,1,100,,4467000000.0,0.0,,,,9470,Building level - Gold Mine
300018,300000,18,300001,142,20000000000.0,143.0,103013,1,0,1718,null,103014,1,310018,1,3,1,2,1,1,100,,10078000000.0,0.0,,,,10360,Building level - Gold Mine
300019,300000,19,300001,156,40000000000.0,158.0,103013,1,0,1719,null,103014,1,310019,1,3,1,2,1,1,100,,18550000000.0,0.0,,,,11290,Building level - Gold Mine
300020,300000,20,300001,172,80000000000.0,172.0,103013,1,0,1720,null,103014,1,310020,1,3,1,2,1,1,100,,39520000000.0,0.0,,,,12270,Building level - Gold Mine
300021,300000,21,300001,190,160000000000.0,187.0,103013,1,0,1721,null,103014,1,310021,1,3,1,2,1,1,100,,82800000000.0,0.0,,,,13300,Building level - Gold Mine
300022,300000,22,300001,206,320000000000.0,202.0,103013,1,0,1722,null,103014,1,310022,1,3,1,2,1,1,100,,167500000000.0,0.0,,,,14380,Building level - Gold Mine
300023,300000,23,300001,224,800000000000.0,217.0,103013,1,0,1723,null,103014,1,310023,1,3,1,2,1,1,100,,389100000000.0,0.0,,,,15530,Building level - Gold Mine
300024,300000,24,300001,242,1600000000000.0,233.0,103013,1,0,1724,null,103014,1,310024,1,3,1,2,1,1,100,,785800000000.0,0.0,,,,16740,Building level - Gold Mine
300025,300000,25,300001,260,3200000000000.0,250.0,103013,1,0,1725,null,103014,1,310025,1,3,1,2,1,1,100,,1587000000000.0,0.0,,,,18010,Building level - Gold Mine
300026,300000,26,300001,280,6400000000000.0,268.0,103013,1,0,1726,null,103014,1,310026,1,3,1,2,1,1,100,,3204000000000.0,0.0,,,,19350,Building level - Gold Mine
300027,300000,27,300001,310,12800000000000.0,287.0,103013,1,0,1727,null,103014,1,310027,1,3,1,2,1,1,100,,6469000000000.0,0.0,,,,20760,Building level - Gold Mine
300028,300000,28,300001,340,25600000000000.0,307.0,103013,1,0,1728,null,103014,1,310028,1,3,1,2,1,1,100,,13060000000000.0,0.0,,,,22240,Building level - Gold Mine
300029,300000,29,300001,380,51200000000000.0,335.0,103013,1,0,1729,null,103014,1,310029,1,3,1,2,1,1,100,,26370000000000.0,0.0,,,,23800,Building level - Gold Mine
300030,300000,30,300001,420,102400000000000.0,365.0,103013,1,0,1730,null,103014,1,310030,1,3,1,2,1,1,100,,53220000000000.0,0.0,,,,25430,Building level - Gold Mine
300031,300000,31,300001,460,256000000000000.0,398.0,103013,1,0,1731,null,103014,1,310031,1,3,1,2,1,1,100,,123500000000000.0,0.0,,,,27140,Building level - Gold Mine
300032,300000,32,300001,510,512000000000000.0,430.0,103013,1,0,1732,null,103014,1,310032,1,3,1,2,1,1,100,,249000000000000.0,0.0,,,,28940,Building level - Gold Mine
300033,300000,33,300001,570,1024000000000000.0,465.0,103013,1,0,1733,null,103014,1,310033,1,3,1,2,1,1,100,,540500000000000.0,0.0,,,,30840,Building level - Gold Mine
300034,300000,34,300001,640,2048000000000000.0,502.0,103013,1,0,1734,null,103014,1,310034,1,3,1,2,1,1,100,,1012000000000000.0,0.0,,,,32840,Building level - Gold Mine
300035,300000,35,300001,710,4096000000000000.0,538.0,103013,1,0,1735,null,103014,1,310035,1,3,1,2,1,1,100,,2196000000000000.0,0.0,,,,34940,Building level - Gold Mine
300036,300000,36,300001,760,8192000000000000.0,575.0,103013,1,0,1736,null,103014,1,310036,1,3,1,2,1,1,100,,4202000000000000.0,0.0,,,,37150,Building level - Gold Mine
300037,300000,37,300001,840,1.6384e+16,615.0,103013,1,0,1737,null,103014,1,310037,1,3,1,2,1,1,100,,9117000000000000.0,0.0,,,,39470,Building level - Gold Mine
300038,300000,38,300001,880,3.2768e+16,657.0,103013,1,0,1738,null,103014,1,310038,1,3,1,2,1,1,100,,1.706e+16,0.0,,,,41920,Building level - Gold Mine
300039,300000,39,300001,930,6.5536e+16,697.0,103013,1,0,1739,null,103014,1,310039,1,3,1,2,1,1,100,,3.701e+16,0.0,,,,44500,Building level - Gold Mine
300040,300000,40,300001,980,1.6384e+17,740.0,103013,1,0,1740,null,103014,1,310040,1,3,1,2,1,1,100,,7.953e+16,0.0,,,,47210,Building level - Gold Mine
300041,300000,41,300001,1030,3.2768e+17,785.0,103013,1,0,1741,null,103014,1,310041,1,3,1,2,1,1,100,,1.724e+17,0.0,,,,49990,Building level - Gold Mine
300042,300000,42,300001,1080,6.5536e+17,828.0,103013,1,0,1742,null,103014,1,310042,1,3,1,2,1,1,100,,4.462e+17,0.0,,,,52830,Building level - Gold Mine
300043,300000,43,300001,1140,1.31072e+18,875.0,103013,1,0,1743,null,103014,1,310043,1,3,1,2,1,1,100,,1.1773e+18,0.0,,,,55740,Building level - Gold Mine
300044,300000,44,300001,1190,2.62144e+18,925.0,103013,1,0,1744,null,103014,1,310044,1,3,1,2,1,1,100,,2.678e+18,0.0,,,,58720,Building level - Gold Mine
300045,300000,45,300001,1290,5.24288e+18,973.0,103013,1,0,1745,null,103014,1,310045,1,3,1,2,1,1,100,,7.067e+18,0.0,,,,61770,Building level - Gold Mine
300046,300000,46,300001,1390,1.048576e+19,1023.0,103013,1,0,1746,null,103014,1,310046,1,3,1,2,1,1,100,,1.608e+19,0.0,,,,64910,Building level - Gold Mine
300047,300000,47,300001,1500,2.097152e+19,1075.0,103013,1,0,1747,null,103014,1,310047,1,3,1,2,1,1,100,,4.03e+19,8.5e+17,,,,68110,Building level - Gold Mine
300048,300000,48,300001,1630,4.194304e+19,1127.0,103013,1,0,1748,null,103014,1,310048,1,3,1,2,1,1,100,,8.685e+19,3.86e+18,,,,71390,Building level - Gold Mine
300049,300000,49,300001,1760,8.388608e+19,1180.0,103013,1,0,1749,null,103014,1,310049,1,3,1,2,1,1,100,,2.164e+20,1.53e+19,,,,74750,Building level - Gold Mine
300050,300000,50,300001,1900,1.6777216e+20,1235.0,103013,1,0,1750,null,103014,1,310050,1,3,1,2,1,1,100,,4.634e+20,4.63e+19,,,,78190,Building level - Gold Mine
300051,300000,51,300001,2060,4.194304e+20,1292.0,103013,1,0,1751,null,103014,1,310051,1,3,1,2,1,1,100,,1.1463e+21,1.528e+20,,,,81710,Building level - Gold Mine
300052,300000,52,300001,2230,8.388608e+20,1348.0,103013,1,0,1752,null,103014,1,310052,1,3,1,2,1,1,100,,2.434e+21,3.48e+20,,,,85310,Building level - Gold Mine
300053,300000,53,300001,2410,1.6777216e+21,1425.0,103013,1,0,1753,null,103014,1,310053,1,3,1,2,1,1,100,,5.963e+21,9.17e+20,,,,88990,Building level - Gold Mine
300054,300000,54,300001,2610,3.3554432e+21,1503.0,103013,1,0,1754,null,103014,1,310054,1,3,1,2,1,1,100,,1.252e+22,2.087e+21,,,,92760,Building level - Gold Mine
300055,300000,55,300001,2820,6.7108864e+21,1582.0,103013,1,0,1755,null,103014,1,310055,1,3,1,2,1,1,100,,3.029e+22,5.51e+21,,,,96620,Building level - Gold Mine
300056,300000,56,300001,3060,1.34217728e+22,1663.0,103013,1,0,1756,null,103014,1,310056,1,3,1,2,1,1,100,,6.009e+22,1.202e+22,,,,100580,Building level - Gold Mine
300057,300000,57,300001,3310,2.68435456e+22,1747.0,103013,1,0,1757,null,103014,1,310057,1,3,1,2,1,1,100,,1.69e+23,3.38e+22,,,,104630,Building level - Gold Mine
300058,300000,58,300001,3580,5.36870912e+22,1832.0,103013,1,0,1758,null,103014,1,310058,1,3,1,2,1,1,100,,3.699e+23,7.4e+22,,,,108780,Building level - Gold Mine
300059,300000,59,300001,3880,1.073741824e+23,1918.0,103013,1,0,1759,null,103014,1,310059,1,3,1,2,1,1,100,,8.552e+23,1.71e+23,,,,113020,Building level - Gold Mine
300060,300000,60,300001,4190,2.147483648e+23,2008.0,103013,1,0,1760,null,103014,1,310060,1,3,1,2,1,1,100,,1.654e+24,3.31e+23,,,,117350,Building level - Gold Mine
300061,300000,61,300001,4540,4.294967296e+23,2098.0,103013,1,0,1761,null,103014,1,310061,1,3,1,2,1,1,100,,3.657e+24,7.31e+23,,,,121780,Building level - Gold Mine
300062,300000,62,300001,4920,8.589934592e+23,2190.0,103013,1,0,1762,null,103014,1,310062,1,3,1,2,1,1,100,,6.748e+24,1.35e+24,,,,126300,Building level - Gold Mine
300063,300000,63,300001,5320,1.7179869184e+24,2285.0,103013,1,0,1763,null,103014,1,310063,1,3,1,2,1,1,100,,1.457e+25,2.91e+24,,,,130940,Building level - Gold Mine
300064,300000,64,300001,5760,3.4359738368e+24,2380.0,103013,1,0,1764,null,103014,1,310064,1,3,1,2,1,1,100,,2.726e+25,5.45e+24,,,,135680,Building level - Gold Mine
300065,300000,65,300001,6230,8.589934592e+24,2477.0,103013,1,0,1765,null,103014,1,310065,1,3,1,2,1,1,100,,6.458e+25,1.292e+25,,,,140540,Building level - Gold Mine
300066,300000,66,300001,6750,1.7179869184e+25,2577.0,103013,1,0,1766,null,103014,1,310066,1,3,1,2,1,1,100,,1.25e+26,2.5e+25,,,,145510,Building level - Gold Mine
300067,300000,67,300001,7300,3.4359738368e+25,2678.0,103013,1,0,1767,null,103014,1,310067,1,3,1,2,1,1,100,,3.088e+26,6.18e+25,,,,150590,Building level - Gold Mine
300068,300000,68,300001,7900,6.8719476736e+25,2782.0,103013,1,0,1768,null,103014,1,310068,1,3,1,2,1,1,100,,6.309e+26,1.262e+26,,,,155790,Building level - Gold Mine
300069,300000,69,300001,8550,1.37438953472e+26,2887.0,103013,1,0,1769,null,103014,1,310069,1,3,1,2,1,1,100,,1.495e+27,2.99e+26,,,,161120,Building level - Gold Mine
300070,300000,70,300001,9250,2.74877906944e+26,2993.0,103013,1,0,1770,null,103014,1,310070,1,3,1,2,1,1,100,,3.053e+27,6.11e+26,,,,166570,Building level - Gold Mine
300071,300000,71,300001,10010,5.49755813888e+26,3103.0,103013,1,0,1771,null,103014,1,310071,1,3,1,2,1,1,100,,7.234e+27,1.447e+27,,,,172160,Building level - Gold Mine
300072,300000,72,300001,10830,1.099511627776e+27,3212.0,103013,1,0,1772,null,103014,1,310072,1,3,1,2,1,1,100,,1.478e+28,2.96e+27,,,,177880,Building level - Gold Mine
300073,300000,73,300001,11720,2.199023255552e+27,3325.0,103013,1,0,1773,null,103014,1,310073,1,3,1,2,1,1,100,,3.501e+28,7e+27,,,,183740,Building level - Gold Mine
300074,300000,74,300001,12680,4.398046511104e+27,3440.0,103013,1,0,1774,null,103014,1,310074,1,3,1,2,1,1,100,,7.153e+28,1.431e+28,,,,189730,Building level - Gold Mine
300075,300000,75,300001,13710,8.796093022208e+27,3555.0,103013,1,0,1775,null,103014,1,310075,1,3,1,2,1,1,100,,1.695e+29,3.39e+28,,,,195840,Building level - Gold Mine
300076,300000,76,300001,14830,1.7592186044416e+28,3673.0,103013,1,0,1776,null,103014,1,310076,1,3,1,2,1,1,100,,3.462e+29,6.92e+28,,,,202100,Building level - Gold Mine
300077,300000,77,300001,15370,3.5184372088832e+28,3792.0,103013,1,0,1777,null,103014,1,310077,1,3,1,2,1,1,100,,8.202e+29,1.64e+29,,,,208480,Building level - Gold Mine
300078,300000,78,300001,15920,7.03687441776641e+28,3913.0,103013,1,0,1778,null,103014,1,310078,1,3,1,2,1,1,100,,1.676e+30,3.35e+29,,,,215030,Building level - Gold Mine
300079,300000,79,300001,16490,1.40737488355328e+29,4037.0,103013,1,0,1779,null,103014,1,310079,1,3,1,2,1,1,100,,3.97e+30,7.94e+29,,,,221730,Building level - Gold Mine
300080,300000,80,300001,17060,2.81474976710656e+29,4162.0,103013,1,0,1780,null,103014,1,310080,1,3,1,2,1,1,100,,8.11e+30,1.622e+30,,,,228600,Building level - Gold Mine
300081,300000,81,300001,17650,5.62949953421314e+29,4290.0,103013,1,0,1781,null,103014,81,310081,1,3,1,2,1,1,100,,1.921e+31,3.84e+30,,,,228600,Building level - Gold Mine
300082,300000,82,300001,18260,1.12589990684262e+30,4417.0,103013,1,0,1782,null,103014,82,310082,1,3,1,2,1,1,100,,3.925e+31,7.85e+30,,,,228600,Building level - Gold Mine
300083,300000,83,300001,18870,2.25179981368525e+30,4548.0,103013,1,0,1783,null,103014,83,310083,1,3,1,2,1,1,100,,9.3e+31,1.86e+31,,,,228600,Building level - Gold Mine
300084,300000,84,300001,19500,4.5035996273705e+30,4680.0,103013,1,0,1784,null,103014,84,310084,1,3,1,2,1,1,100,,1.9e+32,3.8e+31,,,,228600,Building level - Gold Mine
300085,300000,85,300001,20150,9.007199254741e+30,4813.0,103013,1,0,1785,null,103014,85,310085,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300086,300000,86,300001,20800,1.8014398509482e+31,4950.0,103013,1,0,1786,null,103014,86,310086,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300087,300000,87,300001,21480,3.6028797018964e+31,5088.0,103013,1,0,1787,null,103014,87,310087,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300088,300000,88,300001,22160,7.20575940379277e+31,5227.0,103013,1,0,1788,null,103014,88,310088,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300089,300000,89,300001,22860,1.44115188075856e+32,5368.0,103013,1,0,1789,null,103014,89,310089,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300090,300000,90,300001,23580,2.88230376151712e+32,5512.0,103013,1,0,1790,null,103014,90,310090,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300091,300000,91,300001,24310,5.76460752303423e+32,5658.0,103013,1,0,1791,null,103014,91,310091,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300092,300000,92,300001,25050,1.15292150460685e+33,5803.0,103013,1,0,1792,null,103014,92,310092,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300093,300000,93,300001,25810,2.3058430092137e+33,5863.0,103013,1,0,1793,null,103014,93,310093,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300094,300000,94,300001,26590,4.61168601842741e+33,5925.0,103013,1,0,1794,null,103014,94,310094,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300095,300000,95,300001,27380,2.53642731013506e+34,5985.0,103013,1,0,1795,null,103014,95,310095,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300096,300000,96,300001,28180,5.07285462027012e+34,6045.0,103013,1,0,1796,null,103014,96,310096,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300097,300000,97,300001,29000,1.01457092405402e+35,7255.0,103013,1,0,1797,null,103014,97,310097,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300098,300000,98,300001,29840,2.02914184810805e+35,8707.0,103013,1,0,1798,null,103014,98,310098,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300099,300000,99,300001,30690,4.0582836962161e+35,10447.0,103013,1,0,1799,null,103014,99,310099,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
300100,300000,100,300001,31560,8.11656739243219e+35,12537.0,103013,1,0,1800,null,103014,100,310100,1,3,1,2,1,1,100,,0.0,0.0,,,,228600,Building level - Gold Mine
301002,301000,2,301001,8,91000.0,10.0,103113,1,0,1042,null,103114,1,0,2,4,1,3,1,1,100,,5500.0,0.0,,,,380,Building level - Barracks
301003,301000,3,301001,10,273000.0,13.0,103113,1,0,1043,null,103114,1,0,2,4,1,3,1,1,100,,14540.0,0.0,,,,800,Building level - Barracks
301004,301000,4,301001,12,568000.0,18.0,103113,1,0,1044,null,103114,1,0,2,4,1,3,1,1,100,,30960.0,0.0,,,,1240,Building level - Barracks
301005,301000,5,301001,16,1136000.0,23.0,103113,1,0,1045,null,103114,1,0,2,4,1,3,1,1,100,,60000.0,0.0,,,,1700,Building level - Barracks
301006,301000,6,301001,22,2273000.0,28.0,103113,1,0,1046,null,103114,1,330006;311006,2,4,1,3,1,1,100,,135200.0,0.0,,,,2180,Building level - Barracks
301007,301000,7,301001,28,4545000.0,35.0,103113,1,0,1047,null,103114,1,330007;311007,2,4,1,3,1,1,100,,299800.0,0.0,,,,2690,Building level - Barracks
301008,301000,8,301001,34,9091000.0,42.0,103113,1,0,1048,null,103114,1,330008;311008,2,4,1,3,1,1,100,,913500.0,0.0,,,,3230,Building level - Barracks
301009,301000,9,301001,42,20000000.0,50.0,103113,1,0,1049,null,103114,1,330009;311009,2,4,1,3,1,1,100,,2604000.0,0.0,,,,3790,Building level - Barracks
301010,301000,10,301001,50,50000000.0,58.0,103113,1,0,1050,null,103114,1,330010;311010,2,4,1,3,1,1,100,,9036000.0,0.0,,,,4380,Building level - Barracks
301011,301000,11,301001,60,100000000.0,67.0,103113,1,0,104011,null,103114,1,330011;311011,2,4,1,3,1,1,100,,24370000.0,0.0,,,,5000,Building level - Barracks
301012,301000,12,301001,70,200000000.0,75.0,103113,1,0,104012,null,103114,1,330012;311012,2,4,1,3,1,1,100,,61630000.0,0.0,,,,5660,Building level - Barracks
301013,301000,13,301001,80,400000000.0,85.0,103113,1,0,104013,null,103114,1,330013;311013,2,4,1,3,1,1,100,,150000000.0,0.0,,,,6350,Building level - Barracks
301014,301000,14,301001,90,1000000000.0,95.0,103113,1,0,104014,null,103114,1,330014;311014,2,4,1,3,1,1,100,,408000000.0,0.0,,,,7070,Building level - Barracks
301015,301000,15,301001,102,2000000000.0,107.0,103113,1,0,104015,null,103114,1,330015;311015,2,4,1,3,1,1,100,,945100000.0,0.0,,,,7830,Building level - Barracks
301016,301000,16,301001,114,4000000000.0,118.0,103113,1,0,104016,null,103114,1,330016;311016,2,4,1,3,1,1,100,,2081000000.0,0.0,,,,8630,Building level - Barracks
301017,301000,17,301001,128,8000000000.0,130.0,103113,1,0,104017,null,103114,1,330017;311017,2,4,1,3,1,1,100,,4467000000.0,0.0,,,,9470,Building level - Barracks
301018,301000,18,301001,142,20000000000.0,143.0,103113,1,0,104018,null,103114,1,330018;311018,2,4,1,3,1,1,100,,10078000000.0,0.0,,,,10360,Building level - Barracks
301019,301000,19,301001,156,40000000000.0,158.0,103113,1,0,104019,null,103114,1,330019;311019,2,4,1,3,1,1,100,,18550000000.0,0.0,,,,11290,Building level - Barracks
301020,301000,20,301001,172,80000000000.0,172.0,103113,1,0,104020,null,103114,1,330020;311020,2,4,1,3,1,1,100,,39520000000.0,0.0,,,,12270,Building level - Barracks
301021,301000,21,301001,190,160000000000.0,187.0,103113,1,0,104021,null,103114,1,330021;311021,2,4,1,3,1,1,100,,82800000000.0,0.0,,,,13300,Building level - Barracks
301022,301000,22,301001,206,320000000000.0,202.0,103113,1,0,104022,null,103114,1,330022;311022,2,4,1,3,1,1,100,,167500000000.0,0.0,,,,14380,Building level - Barracks
301023,301000,23,301001,224,800000000000.0,217.0,103113,1,0,104023,null,103114,1,330023;311023,2,4,1,3,1,1,100,,389100000000.0,0.0,,,,15530,Building level - Barracks
301024,301000,24,301001,242,1600000000000.0,233.0,103113,1,0,104024,null,103114,1,330024;311024,2,4,1,3,1,1,100,,785800000000.0,0.0,,,,16740,Building level - Barracks
301025,301000,25,301001,260,3200000000000.0,250.0,103113,1,0,104025,null,103114,1,330025;311025,2,4,1,3,1,1,100,,1587000000000.0,0.0,,,,18010,Building level - Barracks
301026,301000,26,301001,280,6400000000000.0,268.0,103113,1,0,104026,null,103114,1,330026;311026,2,4,1,3,1,1,100,,3204000000000.0,0.0,,,,19350,Building level - Barracks
301027,301000,27,301001,310,12800000000000.0,287.0,103113,1,0,104027,null,103114,1,330027;311027,2,4,1,3,1,1,100,,6469000000000.0,0.0,,,,20760,Building level - Barracks
301028,301000,28,301001,340,25600000000000.0,307.0,103113,1,0,104028,null,103114,1,330028;311028,2,4,1,3,1,1,100,,13060000000000.0,0.0,,,,22240,Building level - Barracks
301029,301000,29,301001,380,51200000000000.0,335.0,103113,1,0,104029,null,103114,1,330029;311029,2,4,1,3,1,1,100,,26370000000000.0,0.0,,,,23800,Building level - Barracks
301030,301000,30,301001,420,102400000000000.0,365.0,103113,1,0,104030,null,103114,1,330030;311030,2,4,1,3,1,1,100,,53220000000000.0,0.0,,,,25430,Building level - Barracks
301031,301000,31,301001,460,256000000000000.0,398.0,103113,1,0,104031,null,103114,1,330031;311031,2,4,1,3,1,1,100,,123500000000000.0,0.0,,,,27140,Building level - Barracks
301032,301000,32,301001,510,512000000000000.0,430.0,103113,1,0,104032,null,103114,1,330032;311032,2,4,1,3,1,1,100,,249000000000000.0,0.0,,,,28940,Building level - Barracks
301033,301000,33,301001,570,1024000000000000.0,465.0,103113,1,0,104033,null,103114,1,330033;311033,2,4,1,3,1,1,100,,540500000000000.0,0.0,,,,30840,Building level - Barracks
301034,301000,34,301001,640,2048000000000000.0,502.0,103113,1,0,104034,null,103114,1,330034;311034,2,4,1,3,1,1,100,,1012000000000000.0,0.0,,,,32840,Building level - Barracks
301035,301000,35,301001,710,4096000000000000.0,538.0,103113,1,0,104035,null,103114,1,330035;311035,2,4,1,3,1,1,100,,2196000000000000.0,0.0,,,,34940,Building level - Barracks
301036,301000,36,301001,760,8192000000000000.0,575.0,103113,1,0,104036,null,103114,1,330036;311036,2,4,1,3,1,1,100,,4202000000000000.0,0.0,,,,37150,Building level - Barracks
301037,301000,37,301001,840,1.6384e+16,615.0,103113,1,0,104037,null,103114,1,330037;311037,2,4,1,3,1,1,100,,9117000000000000.0,0.0,,,,39470,Building level - Barracks
301038,301000,38,301001,880,3.2768e+16,657.0,103113,1,0,104038,null,103114,1,330038;311038,2,4,1,3,1,1,100,,1.706e+16,0.0,,,,41920,Building level - Barracks
301039,301000,39,301001,930,6.5536e+16,697.0,103113,1,0,104039,null,103114,1,330039;311039,2,4,1,3,1,1,100,,3.701e+16,0.0,,,,44500,Building level - Barracks
301040,301000,40,301001,980,1.6384e+17,740.0,103113,1,0,104040,null,103114,1,330040;311040,2,4,1,3,1,1,100,,7.953e+16,0.0,,,,47210,Building level - Barracks
301041,301000,41,301001,1030,3.2768e+17,785.0,103113,1,0,104041,null,103114,1,330041;311041,2,4,1,3,1,1,100,,1.724e+17,0.0,,,,49990,Building level - Barracks
301042,301000,42,301001,1080,6.5536e+17,828.0,103113,1,0,104042,null,103114,1,330042;311042,2,4,1,3,1,1,100,,4.462e+17,0.0,,,,52830,Building level - Barracks
301043,301000,43,301001,1140,1.31072e+18,875.0,103113,1,0,104043,null,103114,1,330043;311043,2,4,1,3,1,1,100,,1.1773e+18,0.0,,,,55740,Building level - Barracks
301044,301000,44,301001,1190,2.62144e+18,925.0,103113,1,0,104044,null,103114,1,330044;311044,2,4,1,3,1,1,100,,2.678e+18,0.0,,,,58720,Building level - Barracks
301045,301000,45,301001,1290,5.24288e+18,973.0,103113,1,0,104045,null,103114,1,330045;311045,2,4,1,3,1,1,100,,7.067e+18,0.0,,,,61770,Building level - Barracks
301046,301000,46,301001,1390,1.048576e+19,1023.0,103113,1,0,104046,null,103114,1,330046;311046,2,4,1,3,1,1,100,,1.608e+19,0.0,,,,64910,Building level - Barracks
301047,301000,47,301001,1500,2.097152e+19,1075.0,103113,1,0,104047,null,103114,1,330047;311047,2,4,1,3,1,1,100,,4.03e+19,8.5e+17,,,,68110,Building level - Barracks
301048,301000,48,301001,1630,4.194304e+19,1127.0,103113,1,0,104048,null,103114,1,330048;311048,2,4,1,3,1,1,100,,8.685e+19,3.86e+18,,,,71390,Building level - Barracks
301049,301000,49,301001,1760,8.388608e+19,1180.0,103113,1,0,104049,null,103114,1,330049;311049,2,4,1,3,1,1,100,,2.164e+20,1.53e+19,,,,74750,Building level - Barracks
301050,301000,50,301001,1900,1.6777216e+20,1235.0,103113,1,0,104050,null,103114,1,330050;311050,2,4,1,3,1,1,100,,4.634e+20,4.63e+19,,,,78190,Building level - Barracks
301051,301000,51,301001,2060,4.194304e+20,1292.0,103113,1,0,104051,null,103114,1,330051;311051,2,4,1,3,1,1,100,,1.1463e+21,1.528e+20,,,,81710,Building level - Barracks
301052,301000,52,301001,2230,8.388608e+20,1348.0,103113,1,0,104052,null,103114,1,330052;311052,2,4,1,3,1,1,100,,2.434e+21,3.48e+20,,,,85310,Building level - Barracks
301053,301000,53,301001,2410,1.6777216e+21,1425.0,103113,1,0,104053,null,103114,1,330053;311053,2,4,1,3,1,1,100,,5.963e+21,9.17e+20,,,,88990,Building level - Barracks
301054,301000,54,301001,2610,3.3554432e+21,1503.0,103113,1,0,104054,null,103114,1,330054;311054,2,4,1,3,1,1,100,,1.252e+22,2.087e+21,,,,92760,Building level - Barracks
