id,name,use_type,changeDesc,title,desc,hero_id,type,group,order,group_name,hero_icon,hero_tachie,anim,get_type,get_param,item,equip_buff,own_buff,is_show,is_temporarily,unlock_lv,plat,time,endtime,timeType,bg_img,language,limit_sign,give_auto_use
int,string,int,int,string,string,int,int,int,int,string,string,string,string,int,int,int,string,string,int,int,int,string,string,string,int,string,string,string,int
1106,Simon Skin6,,,,,1106,1,1,11,hero_skin_group000,image/hero_icon/hero_icon1106_date2,hero_tachie1106_date2,,7,200011,14101024,,,1,0,1,G123|g123,,,,,,,
1204,Lady Zizak Skin4,,,,,1204,1,1,12,hero_skin_group000,image/hero_icon/hero_icon1204_date2,hero_tachie1204_date2,,7,200012,14101025,,,1,0,1,G123|g123,,,,,,,
1205,Lady Zizak Skin5,,,,,1205,1,1,13,hero_skin_group000,image/hero_icon/hero_icon1205_date2,hero_tachie1205_date2,,7,200013,14101026,,,1,0,1,G123|g123,,,,,,,
1206,Lady Zizak Skin6,,,,,1206,1,1,14,hero_skin_group000,image/hero_icon/hero_icon1206_date2,hero_tachie1206_date2,,7,200014,14101027,,,1,0,1,G123|g123,,,,,,,
1304,hero_skin1304,,,,,1304,1,1,15,hero_skin_group000,image/hero_icon/hero_icon1304_date2,hero_tachie1304_date2,,7,200015,14101028,,,1,0,1,G123|g123,,,,,,,
1305,hero_skin1305,,,,,1305,1,1,16,hero_skin_group000,image/hero_icon/hero_icon1305_date2,hero_tachie1305_date2,,7,200016,14101029,,,1,0,1,G123|g123,,,,,,,
1306,hero_skin1306,,,,,1306,1,1,17,hero_skin_group000,image/hero_icon/hero_icon1306_date2,hero_tachie1306_date2,,7,200017,14101030,,,1,0,1,G123|g123,,,,,,,
301,O'Neill Skin,,,,,301,1,1,18,hero_skin_group000,image/hero_icon/hero_icon013_summer,hero_tachie013_summer,,8,800012,14101015,,,1,0,1,G123|g123,,,,,,,
303,Dr. Gero's Skin,,,,,303,1,1,19,hero_skin_group000,image/hero_icon/hero_icon015_summer,hero_tachie015_summer,,8,800014,14101017,,,1,0,1,G123|g123,,,,,,,
305,Edward Skin,,,,,305,1,1,20,hero_skin_group000,image/hero_icon/hero_icon017_summer,hero_tachie017_summer,,8,800013,14101019,,,1,0,1,G123|g123,,,,,,,
103,Rambo Skin,,,,,103,1,1,21,hero_skin_group000,image/hero_icon/hero_icon003_summer,hero_tachie003_summer,,8,800009,14101003,,,1,0,1,G123|g123,,,,,,,
105,Alex Skin,,,,,105,1,1,22,hero_skin_group000,image/hero_icon/hero_icon005_summer,hero_tachie005_summer,,8,800010,14101005,,,1,0,1,G123|g123,,,,,,,
106,Sam Skin,,,,,106,1,1,23,hero_skin_group000,image/hero_icon/hero_icon006_summer,hero_tachie006_summer,,8,800021,14101006,,,1,0,1,G123|g123,,,,,,,
204,Sid Skin,,,,,204,1,1,24,hero_skin_group000,image/hero_icon/hero_icon010_summer,hero_tachie010_summer,,8,800022,14101011,,,1,0,1,G123|g123,,,,,,,
206,Merida Skin,,,,,206,1,1,25,hero_skin_group000,image/hero_icon/hero_icon012_summer,hero_tachie012_summer,,8,800011,14101013,,,1,0,1,G123|g123,,,,,,,
207,Chloe skin,,,,,207,1,1,26,hero_skin_group000,image/hero_icon/hero_icon021_summer,hero_tachie021_summer,,7,800025,14101014,,,1,0,1,G123|g123,,,,,,,
302,Ricardo skin,,,,,302,1,1,27,hero_skin_group000,image/hero_icon/hero_icon014_summer,hero_tachie014_summer,,8,800015,14101037,,,1,0,1,G123|g123,,,,,,,
304,Nadia skin,,,,,304,1,1,28,hero_skin_group000,image/hero_icon/hero_icon016_summer,hero_tachie016_summer,,8,800016,14101038,,,1,0,1,G123|g123,,,,,,,
306,Lady Zizak Skin,,,,,306,1,1,29,hero_skin_group000,image/hero_icon/hero_icon018_summer,hero_tachie018_summer,,8,800023,14101039,,,1,0,1,G123|g123,,,,,,,
2001,item_name2001,,1,Hero skin title,Hero skin description,1109,1,1,30,hero_skin_group000,image/hero_icon/hero_icon2001_KONOSUBA,hero_tachie2001_KONOSUBA,,6,2009210,14101040,,,1,0,1,G123|g123,2021-1-21-0-0-0,2021-1-27-23-59-59,1,,,,
2002,item_name2002,1,1,Hero skin title,Hero skin description,0,1,2,31,hero_skin_group001,image/hero_icon/hero_icon2002_KONOSUBA,hero_tachie2002_KONOSUBA,,6,2009210,14101041,,,1,0,1,G123|g123,2021-1-21-0-0-0,2021-1-27-23-59-59,1,,,,
2003,item_name2003,1,1,Hero skin title,Hero skin description,0,1,2,32,hero_skin_group001,image/hero_icon/hero_icon2003_KONOSUBA,hero_tachie2003_KONOSUBA,,6,2009210,14101042,,,1,0,1,G123|g123,2021-1-21-0-0-0,2021-1-27-23-59-59,1,,,,
2004,item_name2004,1,1,Hero skin title,Hero skin description,0,1,2,33,hero_skin_group001,image/hero_icon/hero_icon2004_KONOSUBA,hero_tachie2004_KONOSUBA,,6,2009210,14101043,,,1,0,1,G123|g123,2021-1-21-0-0-0,2021-1-27-23-59-59,1,,,,
2005,item_name2005,1,1,Hero skin title,Hero skin description,0,1,2,34,hero_skin_group001,image/hero_icon/hero_icon2005_KONOSUBA,hero_tachie2005_KONOSUBA,,6,2009210,14101044,,,1,0,1,G123|g123,2021-1-21-0-0-0,2021-1-27-23-59-59,1,,,,
2006,item_name2006,1,1,Hero skin title,Hero skin description,0,1,2,35,hero_skin_group001,image/hero_icon/hero_icon2006_KONOSUBA,hero_tachie2006_KONOSUBA,,6,2009210,14101045,,,1,0,1,G123|g123,2021-1-21-0-0-0,2021-1-27-23-59-59,1,,,,
307,hero_skin307,,,,,307,1,1,36,hero_skin_group000,image/hero_icon/hero_icon022_summer,hero_tachie022_summer_1,,7,800027,14101046,,,1,0,1,G123|g123,,,,,,,
108,hero_skin108,,,,,108,1,1,37,hero_skin_group000,image/hero_icon/hero_icon108_summer,hero_tachie108_summer,,7,800024,14101047,,,1,0,1,G123|g123,,,,,,,
208,hero_skin208,,,,,208,1,1,38,hero_skin_group000,image/hero_icon/hero_icon208_summer,hero_tachie208_summer,,7,800026,14101048,,,1,0,1,G123|g123,,,,,,,
2307,Tian Mu Halloween skin,,,,,307,1,1,39,hero_skin_group000,image/hero_icon/hero_icon307_halloween,hero_tachie307_halloween,,7,200091,14101049,,,1,0,1,G123|g123,,,,,,,
2207,Chloe Halloween Skin,,,,,207,1,1,40,hero_skin_group000,image/hero_icon/hero_icon207_halloween,hero_tachie207_halloween,,7,200092,14101050,,,1,0,1,G123|g123,,,,,,,
2108,Li Hongyu Halloween Skin,,,,,108,1,1,41,hero_skin_group000,image/hero_icon/hero_icon108_halloween,hero_tachie108_halloween,,7,200093,14101051,,,1,0,1,G123|g123,,,,,,,
308,Hartman skin,,,,,308,1,1,46,hero_skin_group000,image/hero_icon/hero_icon308_summer,hero_tachie308_summer,,7,800028,14101056,,,0,0,1,G123|g123,,,,,,,
2007,hero_skin2007,1,1,hero_skintitle2007,hero_skindesc2007,0,1,1,42,hero_skin_group000,image/hero_icon/hero_icon2007_KASTUKAMI,hero_tachie2007_KASTUKAMI,,99,137,14101052,,,1,0,1,G123|g123,2019-11-18-0-0-0,2019-12-01-23-59-59,1,,,,
2008,hero_skin2008,1,1,hero_skintitle2008,hero_skindesc2008,0,1,3,43,KASTUKAMI,image/hero_icon/hero_icon2008_KASTUKAMI,hero_tachie2008_KASTUKAMI,,99,137,14101053,,,1,0,1,G123|g123,2019-11-18-0-0-0,2019-12-01-23-59-59,1,,,,
2009,hero_skin2009,1,1,hero_skintitle2009,hero_skindesc2009,0,1,3,44,KASTUKAMI,image/hero_icon/hero_icon2009_KASTUKAMI,hero_tachie2009_KASTUKAMI,,99,137,14101054,,,1,0,1,G123|g123,2019-11-18-0-0-0,2019-12-01-23-59-59,1,,,,
2010,Bob skin0,1,1,hero_skintitle2010,hero_skindesc2010,0,1,3,45,KASTUKAMI,image/hero_icon/hero_icon2010_KASTUKAMI,hero_tachie2010_KASTUKAMI,,99,137,14101055,,,1,0,1,G123|g123,2019-11-18-0-0-0,2019-12-01-23-59-59,1,,,,
30801,Hartman Xmas Skin,,,,,308,1,1,46,hero_skin_group000,image/hero_icon/hero_icon308_christmas,hero_tachie308_christmas,,7,200063,14101064,,,1,0,1,G123|g123,,,,,,,
20801,Teresa Xmas Skin,,,,,208,1,1,47,hero_skin_group000,image/hero_icon/hero_icon208_christmas,hero_tachie208_christmas,,7,200064,14101065,,,1,0,1,G123|g123,,,,,,,
10401,Tywin Xmas Skin,,,,,104,1,1,48,hero_skin_group000,image/hero_icon/hero_icon104_christmas,hero_tachie104_christmas,,7,200065,14101066,,,1,0,1,G123|g123,,,,,,,
30501,Edward New Year Skin,,,,,305,1,1,46,hero_skin_group000,image/hero_icon/hero_icon305_newyear,hero_tachie305_newyear,,7,200049,14101056,,,1,0,1,G123|g123,,,,,,,
20501,Ganso New Year Skin,,,,,205,1,1,38,hero_skin_group000,image/hero_icon/hero_icon205_newyear,hero_tachie205_newyear,,7,200050,14101048,,,1,0,1,G123|g123,,,,,,,
10201,Reichstein New Year Skin,,,,,102,1,1,5,hero_skin_group000,image/hero_icon/hero_icon102_newyear,hero_tachie102_newyear,,99,221,14101004,,,1,0,1,G123|g123,,,,,,,
2011,Allen's exclusive skin,,1,Allen's exclusive skin title,Allen's exclusive skin description,1309,1,1,47,hero_skin_group000,image/hero_icon/hero_icon2011_KYOJIN,hero_tachie2016_KYOJIN,,99,1912009,14101057,,,1,0,1,G123|g123,2019-12-26-00-00-00,2020-01-08-23-59-59,,,,,
2012,Three skins,1,1,Sancha skin title,Three skin description,0,1,4,48,Attack on Titan,image/hero_icon/hero_icon2012_KYOJIN,hero_tachie2011_KYOJIN,,99,1912009,14101058,,,1,0,1,G123|g123,2019-12-26-00-00-00,2020-01-08-23-59-59,,,,,
2013,Amin skin,1,1,Amin skin title,Amin skin description,0,1,4,49,Attack on Titan,image/hero_icon/hero_icon2013_KYOJIN,hero_tachie2012_KYOJIN,,99,1912009,14101059,,,1,0,1,G123|g123,2019-12-26-00-00-00,2020-01-08-23-59-59,,,,,
2014,Sergeant skin,1,1,Captain's skin title,Captain's skin description,0,1,4,50,Attack on Titan,image/hero_icon/hero_icon2014_KYOJIN,hero_tachie2013_KYOJIN,,99,1912009,14101060,,,1,0,1,G123|g123,2019-12-26-00-00-00,2020-01-08-23-59-59,,,,,
2015,Hanji skin,1,1,Hanji skin title,Hanji skin description,0,1,4,51,Attack on Titan,image/hero_icon/hero_icon2015_KYOJIN,hero_tachie2014_KYOJIN,,99,1912009,14101061,,,1,0,1,G123|g123,2019-12-26-00-00-00,2020-01-08-23-59-59,,,,,
2016,Irvine skin,1,1,Irvine skin title,Irvine skin description,0,1,4,52,Attack on Titan,image/hero_icon/hero_icon2016_KYOJIN,hero_tachie2015_KYOJIN,,99,1912009,14101062,,,1,0,1,G123|g123,2019-12-26-00-00-00,2020-01-08-23-59-59,,,,,
20601,Merida Skin,,,,,206,1,1,38,hero_skin_group000,image/hero_icon/hero_icon206_summer,hero_tachie206_summer,,7,200051,14101070,,,1,0,1,G123|g123,,,,hero_bg_valentine.jpg,,,
30601,Lady Zizak's skin,,,,,306,1,1,38,hero_skin_group000,image/hero_icon/hero_icon306_summer,hero_tachie306_summer,,7,200046,14101071,,,1,0,1,G123|g123,,,,hero_bg_valentine.jpg,,,
2017,Bob skin7,,1,hero_skintitle2017,hero_skindesc2017,1210,1,1,53,hero_skin_group004,image/hero_icon/hero_icon2017_Godzilla,hero_tachie2017_Godzilla,,99,2002006,14101057,,,1,0,1,G123|g123,2020-02-13-0-0-0,2020-02-26-23-59-59,1,,,,
10601,item_name14101072,,,,,106,1,1,38,hero_skin_group000,image/hero_icon/hero_icon106_summer,hero_tachie106_summer,,7,200056,14101072,,,1,0,1,G123|g123,,,,hero_bg_valentine.jpg,,,
2018,Bob skin9,1,1,hero_skintitle2019,hero_skindesc2019,0,1,5,55,hero_skin_group005,image/hero_icon/hero_icon2018_Sins,hero_tachie2018_Sins,,99,2003006,14101074,,,1,0,1,G123|g123,2020-03-12-0-0-0,2020-03-26-23-59-59,1,,,,
2019,hero_skin2020,1,1,hero_skintitle2020,hero_skindesc2020,0,1,5,56,hero_skin_group005,image/hero_icon/hero_icon2019_Sins,hero_tachie2019_Sins,,99,2003006,14101075,,,1,0,1,G123|g123,2020-03-12-0-0-0,2020-03-26-23-59-59,1,,,,
2020,hero_skin2021,1,1,hero_skintitle2021,hero_skindesc2021,0,1,5,57,hero_skin_group005,image/hero_icon/hero_icon2020_Sins,hero_tachie2020_Sins,,99,2003006,14101076,,,1,0,1,G123|g123,2020-03-12-0-0-0,2020-03-26-23-59-59,1,,,,
2021,hero_skin2022,1,1,hero_skintitle2022,hero_skindesc2022,0,1,5,58,hero_skin_group005,image/hero_icon/hero_icon2021_Sins,hero_tachie2021_Sins,,99,2003006,14101077,,,1,0,1,G123|g123,2020-03-12-0-0-0,2020-03-26-23-59-59,1,,,,
2022,hero_skin2023,1,1,hero_skintitle2023,hero_skindesc2023,0,1,5,59,hero_skin_group005,image/hero_icon/hero_icon2022_Sins,hero_tachie2022_Sins,,99,2003006,14101078,,,1,0,1,G123|g123,2020-03-12-0-0-0,2020-03-26-23-59-59,1,,,,
2023,hero_skin2024,1,1,hero_skintitle2024,hero_skindesc2024,0,1,5,60,hero_skin_group005,image/hero_icon/hero_icon2023_Sins,hero_tachie2023_Sins,,99,2003006,14101079,,,1,0,1,G123|g123,2020-03-12-0-0-0,2020-03-26-23-59-59,1,,,,
2024,hero_skin2025,1,1,hero_skintitle2025,hero_skindesc2025,0,1,5,61,hero_skin_group005,image/hero_icon/hero_icon2024_Sins,hero_tachie2024_Sins,,99,2003006,14101080,,,1,0,1,G123|g123,2020-03-12-0-0-0,2020-03-26-23-59-59,1,,,,
2025,Bob skin8,,1,hero_skintitle2018,hero_skindesc2018,1310,1,5,54,hero_skin_group005,image/hero_icon/hero_icon2025_Sins,hero_tachie2025_Sins,,99,2003006,14101073,,,1,0,1,G123|g123,2020-03-12-0-0-0,2020-03-26-23-59-59,1,,,,
10501,item_name14101081,,,,,105,1,1,22,hero_skin_group000,image/hero_icon/hero_icon105_whiteday,hero_tachie105_whiteday,,7,200057,14101081,,,1,0,1,G123|g123,,,,,,,
20401,Sid Skin,,,,,204,1,1,22,hero_skin_group000,image/hero_icon/hero_icon204_whiteday,hero_tachie204_whiteday,,7,200058,14101082,,,1,0,1,G123|g123,,,,,,,
30701,Tian Mu skin,,,,,307,1,1,22,hero_skin_group000,image/hero_icon/hero_icon307_whiteday,hero_tachie307_whiteday,,99,282,14101083,,,1,0,1,G123|g123,,,,,,,
2026,hero_skin2026,,,hero_skintitle2026,hero_skindesc2026,1212,1,1,62,hero_skin_group000,image/hero_icon/hero_icon2026_MisakaMikoto,hero_tachie2026_MisakaMikoto,,99,2009266,14102073,,,1,0,,G123|g123,2021-09-30-0-0-0,2021-10-7-0-0-0,1,,,,
2027,hero_skin2027,1,1,hero_skintitle2027,hero_skindesc2027,0,1,6,63,Railgun,image/hero_icon/hero_icon2027_MisakaMikoto,hero_tachie2027_MisakaMikoto,,99,2009266,14102074,,,1,0,,G123|g123,2021-09-30-0-0-0,2021-10-7-0-0-0,1,,,,
2028,hero_skin2028,1,1,hero_skintitle2028,hero_skindesc2028,0,1,6,64,Railgun,image/hero_icon/hero_icon2028_MisakaMikoto,hero_tachie2028_MisakaMikoto,,99,2009266,14102075,,,1,0,,G123|g123,2021-09-30-0-0-0,2021-10-7-0-0-0,1,,,,
2029,hero_skin2029,1,1,hero_skintitle2029,hero_skindesc2029,0,1,6,65,Railgun,image/hero_icon/hero_icon2029_MisakaMikoto,hero_tachie2029_MisakaMikoto,,99,2009266,14102076,,,1,0,,G123|g123,2021-09-30-0-0-0,2021-10-7-0-0-0,1,,,,
2030,hero_skin2030,1,1,hero_skintitle2030,hero_skindesc2030,0,1,6,66,Railgun,image/hero_icon/hero_icon2030_MisakaMikoto,hero_tachie2030_MisakaMikoto,,99,2009266,14102077,,,1,0,,G123|g123,2021-09-30-0-0-0,2021-10-7-0-0-0,1,,,,
2031,item_name_Alice_skin1,1,1,hero_skintitle2031,hero_skindesc2031,0,1,7,1,hero_skin_group007,image/hero_icon/hero_icon2031_Alice,hero_tachie2031_Alice,,9,200059,14102078,,,1,0,1,G123|g123,2020-05-21-0-0-0,2020-05-27-23-59-59,1,,,,
2032,item_name_Meiko_skin1,1,1,hero_skintitle2032,hero_skindesc2032,0,1,7,2,hero_skin_group007,image/hero_icon/hero_icon2032_Meiko,hero_tachie2032_Meiko,,99,355,14102079,,,1,0,1,G123|g123,2020-05-21-0-0-0,2020-05-27-23-59-59,1,,,,
2033,item_name_Sawamura_skin1,1,1,hero_skintitle2033,hero_skindesc2033,0,1,7,3,hero_skin_group007,image/hero_icon/hero_icon2033_Sawamura,hero_tachie2033_Sawamura,,99,359,14102080,,,1,0,1,G123|g123,2020-05-21-0-0-0,2020-05-27-23-59-59,1,,,,
2038,hero_skin2038,,,,,110,1,1,74,hero_skin_group000,image/hero_icon/hero_icon110_summer1,hero_tachie110_summer1,,8,800034,14101084,,,1,0,1,G123|g123,,,,,,,
2039,hero_skin2039,,,,,309,1,1,75,hero_skin_group000,image/hero_icon/hero_icon309_summer1,hero_tachie309_summer1,,8,800033,14101085,,,1,0,1,G123|g123,,,,,,,
2040,hero_skin2040,1,1,hero_skintitle2040,hero_skindesc2040,0,1,7,4,hero_skin_group007,image/hero_icon/hero_icon2040_vtb,hero_tachie2040_vtb,,99,2006251,14101090,,,1,0,1,G123|g123,2020-06-25-0-0-0,2020-07-02-0-0-0,1,,,,
2034,hero_skin2034,,,,,1213,1,1,70,hero_skin_group000,image/hero_icon/hero_icon2034_TerraFormars,hero_tachie2034_TerraFormars,,99,2006183,14101086,,,1,0,1,G123|g123,2020-06-15-0-0-0,2020-06-25-0-0-0,1,,,,
2035,hero_skin2035,1,1,hero_skintitle2035,hero_skindesc2035,1213,1,8,71,hero_skin_group008,image/hero_icon/hero_icon2035_TerraFormars,hero_tachie2035_TerraFormars,,99,2006183,14101087,,,1,0,1,G123|g123,2020-06-15-0-0-0,2020-06-25-0-0-0,1,,,,
2036,hero_skin2036,1,1,hero_skintitle2036,hero_skindesc2036,1213,1,8,72,hero_skin_group008,image/hero_icon/hero_icon2036_TerraFormars,hero_tachie2036_TerraFormars,,99,2006183,14101088,,,1,0,1,G123|g123,2020-06-15-0-0-0,2020-06-25-0-0-0,1,,,,
2037,hero_skin2037,1,1,hero_skintitle2037,hero_skindesc2037,1213,1,8,73,hero_skin_group008,image/hero_icon/hero_icon2037_TerraFormars,hero_tachie2037_TerraFormars,,99,2006183,14101089,,,1,0,1,G123|g123,2020-06-15-0-0-0,2020-06-25-0-0-0,1,,,,
2041,hero_skin2041,1,1,hero_skintitle2041,hero_skindesc2041,0,1,7,5,hero_skin_group007,image/hero_icon/hero_icon2041_vtb,hero_tachie2041_vtb,,99,2007021,14101091,,,1,0,1,G123|g123,2020-07-02-0-0-0,2020-07-09-0-0-0,1,,,,
2042,hero_skin2042,,,,,1412,1,1,78,hero_skin_group000,image/hero_icon/hero_icon2042_Ultraman,hero_tachie2042_Ultraman,,99,2007096,14101092,,,1,0,1,G123|g123,2020-07-16-0-0-0,2020-07-23-0-0-0,1,,,,
2043,hero_skin2043,1,1,hero_skintitle2043,hero_skindesc2043,1412,1,9,79,hero_skin_group011,image/hero_icon/hero_icon2043_Ultraman,hero_tachie2043_Ultraman,,99,2007096,14101093,,,1,0,1,G123|g123,2020-07-16-0-0-0,2020-07-23-0-0-0,1,,,,
2044,hero_skin2044,1,1,hero_skintitle2044,hero_skindesc2044,1412,1,9,80,hero_skin_group011,image/hero_icon/hero_icon2044_Ultraman,hero_tachie2044_Ultraman,,99,2007096,14101094,,,1,0,1,G123|g123,2020-07-16-0-0-0,2020-07-23-0-0-0,1,,,,
2045,hero_skin2045,1,1,hero_skintitle2045,hero_skindesc2045,1412,1,9,81,hero_skin_group011,image/hero_icon/hero_icon2045_Ultraman,hero_tachie2045_Ultraman,,99,2007096,14101095,,,1,0,1,G123|g123,2020-07-16-0-0-0,2020-07-23-0-0-0,1,,,,
2046,hero_skin2046,1,1,hero_skintitle2046,hero_skindesc2046,1412,1,9,82,hero_skin_group011,image/hero_icon/hero_icon2046_Ultraman,hero_tachie2046_Ultraman,,99,2007096,14101096,,,1,0,1,G123|g123,2020-07-16-0-0-0,2020-07-23-0-0-0,1,,,,
2047,hero_skin2047,1,1,hero_skintitle2047,hero_skindesc2047,1412,1,9,83,hero_skin_group011,image/hero_icon/hero_icon2047_Ultraman,hero_tachie2047_Ultraman,,99,2007096,14101097,,,1,0,1,G123|g123,2020-07-09-0-0-0,2020-07-23-0-0-0,1,,,,
2048,hero_skin2048,1,1,hero_skintitle2048,hero_skindesc2048,0,1,7,6,hero_skin_group007,image/hero_icon/hero_icon2048_vtb,hero_tachie2048_vtb,,99,2008020,14101098,,,1,0,1,G123|g123,2020-08-20-0-0-0,2020-08-27-0-0-0,1,,,,
2049,hero_skin2049,1,1,hero_skintitle2049,hero_skindesc2049,0,1,7,7,hero_skin_group007,image/hero_icon/hero_icon2049_vtb,hero_tachie2049_vtb,,99,2008020,14101099,,,1,0,1,G123|g123,2020-08-20-0-0-0,2020-08-27-0-0-0,1,,,,
2050,hero_skin2050,,,hero_skintitle2050,hero_skindesc2050,1115,1,1,86,hero_skin_group000,image/hero_icon/hero_icon2050_Yamato,hero_tachie2050_Yamato,,99,2009256,14101100,,,1,0,1,G123|g123,2021-08-12-0-0-0,2021-08-25-23-59-59,1,Yamato_hero_bg.jpg,,,
2051,hero_skin2051,1,1,hero_skintitle2051,hero_skindesc2051,1115,1,12,87,hero_skin_group012,image/hero_icon/hero_icon2051_Yamato,hero_tachie2051_Yamato,,99,2009256,14101101,,,1,0,1,G123|g123,2021-08-12-0-0-0,2021-08-25-23-59-59,1,Yamato_hero_bg.jpg,,,
2052,hero_skin2052,1,1,hero_skintitle2052,hero_skindesc2052,1115,1,12,88,hero_skin_group012,image/hero_icon/hero_icon2052_Yamato,hero_tachie2052_Yamato,,99,2009256,14101102,,,1,0,1,G123|g123,2021-08-12-0-0-0,2021-08-25-23-59-59,1,Yamato_hero_bg.jpg,,,
2053,hero_skin2053,1,1,hero_skintitle2053,hero_skindesc2053,1115,1,12,89,hero_skin_group012,image/hero_icon/hero_icon2053_Yamato,hero_tachie2053_Yamato,,99,2009256,14101103,,,1,0,1,G123|g123,2021-08-12-0-0-0,2021-08-25-23-59-59,1,Yamato_hero_bg.jpg,,,
2054,hero_skin2054,1,1,hero_skintitle2054,hero_skindesc2054,1115,1,12,90,hero_skin_group012,image/hero_icon/hero_icon2054_Yamato,hero_tachie2054_Yamato,,99,2009256,14101104,,,1,0,1,G123|g123,2021-08-12-0-0-0,2021-08-25-23-59-59,1,Yamato_hero_bg.jpg,,,
2055,hero_skin2055,1,1,hero_skintitle2055,hero_skindesc2055,1115,1,12,91,hero_skin_group012,image/hero_icon/hero_icon2055_Yamato,hero_tachie2055_Yamato,,99,2009256,14101105,,,1,0,1,G123|g123,2021-08-12-0-0-0,2021-08-25-23-59-59,1,Yamato_hero_bg.jpg,,,
2056,hero_skin2056,,,,,109,1,1,84,hero_skin_group000,image/hero_icon/hero_icon109_summer1,hero_tachie109_summer1,,7,102072,14101106,,,1,0,1,G123|g123,,,,,,,
2057,hero_skin2057,,,,,1209,1,1,85,hero_skin_group000,image/hero_icon/hero_icon1209_summer1,hero_tachie1209_summer1,,7,102073,14101107,,,1,0,1,G123|g123,,,,,,,
2058,hero_skin2058,1,1,hero_skintitle2058,hero_skindesc2058,0,1,7,9,hero_skin_group007,image/hero_icon/hero_icon2058_nui,hero_tachie2058_nui,,99,2008027,14101110,,,1,0,1,G123|g123,2020-08-27-0-0-0,2020-09-10-0-0-0,1,,,,
2059,hero_skin2059,1,1,hero_skintitle2059,hero_skindesc2059,0,1,7,8,hero_skin_group007,image/hero_icon/hero_icon2059_ange,hero_tachie2059_ange,,99,2008027,14101111,,,1,0,1,G123|g123,2020-08-27-0-0-0,2020-09-10-0-0-0,1,,,,
2062,hero_skin2062,1,1,hero_skintitle2062,hero_skindesc2062,0,1,7,10,hero_skin_group007,image/hero_icon/hero_icon2062_sally,hero_tachie2062_sally,,99,2009010,14101131,,,1,0,1,G123|g123,2020-09-10-0-0-0,2020-09-17-0-0-0,1,,,,
2063,hero_skin2063,,,,,210,1,1,85,hero_skin_group000,image/hero_icon/hero_icon210_summer1,hero_tachie210_summer1,,7,102079,14101132,,,1,0,1,G123|g123,,,,,,,
2060,hero_skin2060,1,1,hero_skintitle2060,hero_skindesc2060,1401,1,14,87,hero_skin_group015,image/hero_icon/hero_icon2060,hero_tachie2060_Gineiden,,8,800031,14101121,,,1,0,1,G123|g123,2020-09-17-0-0-0,2020-10-1-0-0-0,1,Gineiden_hero_bg.jpg,,,
2061,hero_skin2061,1,1,hero_skintitle2061,hero_skindesc2061,1402,1,14,87,hero_skin_group015,image/hero_icon/hero_icon2061,hero_tachie2061_Gineiden,,8,800032,14101122,,,1,0,1,G123|g123,2020-09-17-0-0-0,2020-10-1-0-0-0,1,Gineiden_hero_bg.jpg,,,
2064,hero_skin2064,,1,hero_skintitle2064,hero_skindesc2064,1117,1,1,87,hero_skin_group000,image/hero_icon/hero_icon2064,hero_tachie2064_Madoka,,8,20201015,14101141,,,1,0,1,G123|g123,2020-10-22-0-0-0,2020-10-29-0-0-0,1,Madoka_hero_bg.jpg,,,
