id,group_id,level,ele_star,max_level,attr_num,buff_lu,buff_num_lu,buff_h,buff_num_h,buff_k,buff_num_k,name,desc_num,desc,desc_current_1,desc_current_2,desc_2,desc_current_2_1,desc_current_2_2,desc_3,desc_current_3_1,desc_current_3_2,item_id,item_num,coin,unlock_level,condition_science_id,condition_science,condition_science_Lv,icon,icon2,power
1000016,10,16,,310,7260000.0,,,,,,,Elements Lab,1,Elemental HP increase,7260000,412000,,,,,,,99910001,65,0.0,51,,,,icon_ElementTower,bg_item_ElementScience1,1210
1000017,10,17,,310,7672000.0,,,,,,,Elements Lab,1,Elemental HP increase,7672000,416000,,,,,,,99910001,76,0.0,51,,,,icon_ElementTower,bg_item_ElementScience1,1300
1000018,10,18,,310,8088000.0,,,,,,,Elements Lab,1,Elemental HP increase,8088000,452000,,,,,,,99910001,78,0.0,51,,,,icon_ElementTower,bg_item_ElementScience1,1390
1000019,10,19,,310,8540000.0,,,,,,,Elements Lab,1,Elemental HP increase,8540000,460000,,,,,,,99910001,91,0.0,51,,,,icon_ElementTower,bg_item_ElementScience1,1490
1000020,10,20,,310,9000000.0,,,,,,,Elements Lab,1,Elemental HP increase,9000000,204000,,,,,,,99910001,93,0.0,51,,,,icon_ElementTower,bg_item_ElementScience1,1590
1000021,10,21,,310,9204000.0,,,,,,,Elements Lab,1,Elemental HP increase,9204000,212000,,,,,,,99910001,95,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,1690
1000022,10,22,,310,9416000.0,,,,,,,Elements Lab,1,Elemental HP increase,9416000,228000,,,,,,,99910001,96,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,1790
1000023,10,23,,310,9644000.0,,,,,,,Elements Lab,1,Elemental HP increase,9644000,232000,,,,,,,99910001,99,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,1890
1000024,10,24,,310,9876000.0,,,,,,,Elements Lab,1,Elemental HP increase,9876000,252000,,,,,,,99910001,100,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,2000
1000025,10,25,,310,10128000.0,,,,,,,Elements Lab,1,Elemental HP increase,10128000,252000,,,,,,,99910001,104,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,2110
1000026,10,26,,310,10380000.0,,,,,,,Elements Lab,1,Elemental HP increase,10380000,276000,,,,,,,99910001,105,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,2220
1000027,10,27,,310,10656000.0,,,,,,,Elements Lab,1,Elemental HP increase,10656000,280000,,,,,,,99910001,110,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,2330
1000028,10,28,,310,10936000.0,,,,,,,Elements Lab,1,Elemental HP increase,10936000,304000,,,,,,,99910001,112,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,2450
1000029,10,29,,310,11240000.0,,,,,,,Elements Lab,1,Elemental HP increase,11240000,308000,,,,,,,99910001,115,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,2570
1000030,10,30,,310,11548000.0,,,,,,,Elements Lab,1,Elemental HP increase,11548000,260000,,,,,,,99910001,116,0.0,52,,,,icon_ElementTower,bg_item_ElementScience1,2690
1000031,10,31,,310,11808000.0,,,,,,,Elements Lab,1,Elemental HP increase,11808000,264000,,,,,,,99910001,192,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,2810
1000032,10,32,,310,12072000.0,,,,,,,Elements Lab,1,Elemental HP increase,12072000,288000,,,,,,,99910001,193,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,2930
1000033,10,33,,310,12360000.0,,,,,,,Elements Lab,1,Elemental HP increase,12360000,292000,,,,,,,99910001,198,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,3060
1000034,10,34,,310,12652000.0,,,,,,,Elements Lab,1,Elemental HP increase,12652000,316000,,,,,,,99910001,199,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,3190
1000035,10,35,,310,12968000.0,,,,,,,Elements Lab,1,Elemental HP increase,12968000,320000,,,,,,,99910001,204,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,3320
1000036,10,36,,310,13288000.0,,,,,,,Elements Lab,1,Elemental HP increase,13288000,348000,,,,,,,99910001,205,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,3450
1000037,10,37,,310,13636000.0,,,,,,,Elements Lab,1,Elemental HP increase,13636000,352000,,,,,,,99910001,210,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,3580
1000038,10,38,,310,13988000.0,,,,,,,Elements Lab,1,Elemental HP increase,13988000,384000,,,,,,,99910001,211,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,3720
1000039,10,39,,310,14372000.0,,,,,,,Elements Lab,1,Elemental HP increase,14372000,388000,,,,,,,99910001,216,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,3860
1000040,10,40,,310,14760000.0,,,,,,,Elements Lab,1,Elemental HP increase,14760000,360000,,,,,,,99910001,217,0.0,53,,,,icon_ElementTower,bg_item_ElementScience1,4000
1000041,10,41,,310,15120000.0,,,,,,,Elements Lab,1,Elemental HP increase,15120000,364000,,,,,,,99910001,229,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,4140
1000042,10,42,,310,15484000.0,,,,,,,Elements Lab,1,Elemental HP increase,15484000,400000,,,,,,,99910001,230,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,4290
1000043,10,43,,310,15884000.0,,,,,,,Elements Lab,1,Elemental HP increase,15884000,400000,,,,,,,99910001,236,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,4440
1000044,10,44,,310,16284000.0,,,,,,,Elements Lab,1,Elemental HP increase,16284000,440000,,,,,,,99910001,237,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,4590
1000045,10,45,,310,16724000.0,,,,,,,Elements Lab,1,Elemental HP increase,16724000,440000,,,,,,,99910001,243,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,4740
1000046,10,46,,310,17164000.0,,,,,,,Elements Lab,1,Elemental HP increase,17164000,484000,,,,,,,99910001,244,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,4900
1000047,10,47,,310,17648000.0,,,,,,,Elements Lab,1,Elemental HP increase,17648000,484000,,,,,,,99910001,251,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,5060
1000048,10,48,,310,18132000.0,,,,,,,Elements Lab,1,Elemental HP increase,18132000,532000,,,,,,,99910001,255,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,5220
1000049,10,49,,310,18664000.0,,,,,,,Elements Lab,1,Elemental HP increase,18664000,536000,,,,,,,99910001,258,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,5380
1000050,10,50,,310,19200000.0,,,,,,,Elements Lab,1,Elemental HP increase,19200000,580000,,,,,,,99910001,259,0.0,54,,,,icon_ElementTower,bg_item_ElementScience1,5550
1000051,10,51,,310,19780000.0,,,,,,,Elements Lab,1,Elemental HP increase,19780000,584000,,,,,,,99910001,266,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,5720
1000052,10,52,,310,20364000.0,,,,,,,Elements Lab,1,Elemental HP increase,20364000,640000,,,,,,,99910001,267,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,5890
1000053,10,53,,310,21004000.0,,,,,,,Elements Lab,1,Elemental HP increase,21004000,644000,,,,,,,99910001,274,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,6060
1000054,10,54,,310,21648000.0,,,,,,,Elements Lab,1,Elemental HP increase,21648000,700000,,,,,,,99910001,275,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,6240
1000055,10,55,,310,22348000.0,,,,,,,Elements Lab,1,Elemental HP increase,22348000,712000,,,,,,,99910001,283,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,6420
1000056,10,56,,310,23060000.0,,,,,,,Elements Lab,1,Elemental HP increase,23060000,772000,,,,,,,99910001,284,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,6600
1000057,10,57,,310,23832000.0,,,,,,,Elements Lab,1,Elemental HP increase,23832000,780000,,,,,,,99910001,291,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,6780
1000058,10,58,,310,24612000.0,,,,,,,Elements Lab,1,Elemental HP increase,24612000,848000,,,,,,,99910001,292,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,6970
1000059,10,59,,310,25460000.0,,,,,,,Elements Lab,1,Elemental HP increase,25460000,860000,,,,,,,99910001,300,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,7160
1000060,10,60,,310,26320000.0,,,,,,,Elements Lab,1,Elemental HP increase,26320000,756000,,,,,,,99910001,301,0.0,55,,,,icon_ElementTower,bg_item_ElementScience1,7350
1000061,10,61,,310,27076000.0,,,,,,,Elements Lab,1,Elemental HP increase,27076000,768000,,,,,,,99910001,304,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,7540
1000062,10,62,,310,27844000.0,,,,,,,Elements Lab,1,Elemental HP increase,27844000,836000,,,,,,,99910001,308,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,7740
1000063,10,63,,310,28680000.0,,,,,,,Elements Lab,1,Elemental HP increase,28680000,844000,,,,,,,99910001,313,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,7940
1000064,10,64,,310,29524000.0,,,,,,,Elements Lab,1,Elemental HP increase,29524000,920000,,,,,,,99910001,314,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,8140
1000065,10,65,,310,30444000.0,,,,,,,Elements Lab,1,Elemental HP increase,30444000,928000,,,,,,,99910001,322,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,8340
1000066,10,66,,310,31372000.0,,,,,,,Elements Lab,1,Elemental HP increase,31372000,1012000,,,,,,,99910001,323,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,8550
1000067,10,67,,310,32384000.0,,,,,,,Elements Lab,1,Elemental HP increase,32384000,1020000,,,,,,,99910001,332,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,8760
1000068,10,68,,310,33404000.0,,,,,,,Elements Lab,1,Elemental HP increase,33404000,1112000,,,,,,,99910001,333,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,8970
1000069,10,69,,310,34516000.0,,,,,,,Elements Lab,1,Elemental HP increase,34516000,1124000,,,,,,,99910001,342,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,9180
1000070,10,70,,310,35640000.0,,,,,,,Elements Lab,1,Elemental HP increase,35640000,860000,,,,,,,99910001,343,0.0,56,,,,icon_ElementTower,bg_item_ElementScience2,9400
1000071,10,71,,310,36500000.0,,,,,,,Elements Lab,1,Elemental HP increase,36500000,868000,,,,,,,99910001,348,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,9620
1000072,10,72,,310,37368000.0,,,,,,,Elements Lab,1,Elemental HP increase,37368000,948000,,,,,,,99910001,350,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,9840
1000073,10,73,,310,38316000.0,,,,,,,Elements Lab,1,Elemental HP increase,38316000,956000,,,,,,,99910001,353,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,10070
1000074,10,74,,310,39272000.0,,,,,,,Elements Lab,1,Elemental HP increase,39272000,728000,,,,,,,99910001,356,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,10300
1000075,10,75,,310,40000000.0,,,,,,,Elements Lab,1,Elemental HP increase,40000000,1000000,,,,,,,99910001,359,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,10530
1000076,10,76,,310,41000000.0,,,,,,,Elements Lab,1,Elemental HP increase,41000000,1000000,,,,,,,99910001,362,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,10760
1000077,10,77,,310,42000000.0,,,,,,,Elements Lab,1,Elemental HP increase,42000000,1000000,,,,,,,99910001,369,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,11000
1000078,10,78,,310,43000000.0,,,,,,,Elements Lab,1,Elemental HP increase,43000000,1000000,,,,,,,99910001,370,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,11240
1000079,10,79,,310,44000000.0,,,,,,,Elements Lab,1,Elemental HP increase,44000000,2000000,,,,,,,99910001,376,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,11480
1000080,10,80,,310,46000000.0,,,,,,,Elements Lab,1,Elemental HP increase,46000000,1000000,,,,,,,99910001,377,0.0,57,,,,icon_ElementTower,bg_item_ElementScience2,11730
1000081,10,81,,310,47000000.0,,,,,,,Elements Lab,1,Elemental HP increase,47000000,1000000,,,,,,,99910001,555,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,11980
1000082,10,82,,310,48000000.0,,,,,,,Elements Lab,1,Elemental HP increase,48000000,1000000,,,,,,,99910001,556,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,12230
1000083,10,83,,310,49000000.0,,,,,,,Elements Lab,1,Elemental HP increase,49000000,1000000,,,,,,,99910001,566,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,12480
1000084,10,84,,310,50000000.0,,,,,,,Elements Lab,1,Elemental HP increase,50000000,1000000,,,,,,,99910001,568,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,12740
1000085,10,85,,310,51000000.0,,,,,,,Elements Lab,1,Elemental HP increase,51000000,1000000,,,,,,,99910001,578,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,13000
1000086,10,86,,310,52000000.0,,,,,,,Elements Lab,1,Elemental HP increase,52000000,2000000,,,,,,,99910001,579,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,13260
1000087,10,87,,310,54000000.0,,,,,,,Elements Lab,1,Elemental HP increase,54000000,1000000,,,,,,,99910001,589,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,13530
1000088,10,88,,310,55000000.0,,,,,,,Elements Lab,1,Elemental HP increase,55000000,1000000,,,,,,,99910001,591,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,13800
1000089,10,89,,310,56000000.0,,,,,,,Elements Lab,1,Elemental HP increase,56000000,1000000,,,,,,,99910001,601,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,14070
1000090,10,90,,310,57000000.0,,,,,,,Elements Lab,1,Elemental HP increase,57000000,1000000,,,,,,,99910001,602,0.0,58,,,,icon_ElementTower,bg_item_ElementScience2,14340
1000091,10,91,,310,58000000.0,,,,,,,Elements Lab,1,Elemental HP increase,58000000,1000000,,,,,,,99910001,603,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,14620
1000092,10,92,,310,59000000.0,,,,,,,Elements Lab,1,Elemental HP increase,59000000,1000000,,,,,,,99910001,604,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,14900
1000093,10,93,,310,60000000.0,,,,,,,Elements Lab,1,Elemental HP increase,60000000,2000000,,,,,,,99910001,605,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,15180
1000094,10,94,,310,62000000.0,,,,,,,Elements Lab,1,Elemental HP increase,62000000,1000000,,,,,,,99910001,612,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,15470
1000095,10,95,,310,63000000.0,,,,,,,Elements Lab,1,Elemental HP increase,63000000,1000000,,,,,,,99910001,623,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,15760
1000096,10,96,,310,64000000.0,,,,,,,Elements Lab,1,Elemental HP increase,64000000,1000000,,,,,,,99910001,624,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,16050
1000097,10,97,,310,65000000.0,,,,,,,Elements Lab,1,Elemental HP increase,65000000,1000000,,,,,,,99910001,636,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,16350
1000098,10,98,,310,66000000.0,,,,,,,Elements Lab,1,Elemental HP increase,66000000,1000000,,,,,,,99910001,637,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,16650
1000099,10,99,,310,67000000.0,,,,,,,Elements Lab,1,Elemental HP increase,67000000,2000000,,,,,,,99910001,639,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,16950
1000100,10,100,,310,69000000.0,,,,,,,Elements Lab,1,Elemental HP increase,69000000,1000000,,,,,,,99910001,645,0.0,59,,,,icon_ElementTower,bg_item_ElementScience2,17250
1000101,10,101,,310,70000000.0,,,,,,,Elements Lab,1,Elemental HP increase,70000000,1000000,,,,,,,99910001,648,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,17560
1000102,10,102,,310,71000000.0,,,,,,,Elements Lab,1,Elemental HP increase,71000000,2000000,,,,,,,99910001,650,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,17870
1000103,10,103,,310,73000000.0,,,,,,,Elements Lab,1,Elemental HP increase,73000000,1000000,,,,,,,99910001,655,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,18180
1000104,10,104,,310,74000000.0,,,,,,,Elements Lab,1,Elemental HP increase,74000000,1000000,,,,,,,99910001,657,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,18500
1000105,10,105,,310,75000000.0,,,,,,,Elements Lab,1,Elemental HP increase,75000000,2000000,,,,,,,99910001,668,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,18820
1000106,10,106,,310,77000000.0,,,,,,,Elements Lab,1,Elemental HP increase,77000000,1000000,,,,,,,99910001,670,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,19140
1000107,10,107,,310,78000000.0,,,,,,,Elements Lab,1,Elemental HP increase,78000000,2000000,,,,,,,99910001,682,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,19470
1000108,10,108,,310,80000000.0,,,,,,,Elements Lab,1,Elemental HP increase,80000000,2000000,,,,,,,99910001,683,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,19800
1000109,10,109,,310,82000000.0,,,,,,,Elements Lab,1,Elemental HP increase,82000000,2000000,,,,,,,99910001,684,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,20130
1000110,10,110,,310,84000000.0,,,,,,,Elements Lab,1,Elemental HP increase,84000000,1000000,,,,,,,99910001,685,0.0,60,,,,icon_ElementTower,bg_item_ElementScience2,20470
1000111,10,111,,310,85000000.0,,,,,,,Elements Lab,1,Elemental HP increase,85000000,1000000,,,,,,,99910001,686,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,20810
1000112,10,112,,310,86000000.0,,,,,,,Elements Lab,1,Elemental HP increase,86000000,2000000,,,,,,,99910001,687,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,21150
1000113,10,113,,310,88000000.0,,,,,,,Elements Lab,1,Elemental HP increase,88000000,2000000,,,,,,,99910001,700,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,21500
1000114,10,114,,310,90000000.0,,,,,,,Elements Lab,1,Elemental HP increase,90000000,2000000,,,,,,,99910001,701,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,21850
1000115,10,115,,310,92000000.0,,,,,,,Elements Lab,1,Elemental HP increase,92000000,1000000,,,,,,,99910001,714,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,22200
1000116,10,116,,310,93000000.0,,,,,,,Elements Lab,1,Elemental HP increase,93000000,2000000,,,,,,,99910001,715,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,22560
1000117,10,117,,310,95000000.0,,,,,,,Elements Lab,1,Elemental HP increase,95000000,2000000,,,,,,,99910001,728,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,22920
1000118,10,118,,310,97000000.0,,,,,,,Elements Lab,1,Elemental HP increase,97000000,3000000,,,,,,,99910001,730,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,23280
1000119,10,119,,310,100000000.0,,,,,,,Elements Lab,1,Elemental HP increase,100000000,2000000,,,,,,,99910001,743,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,23650
1000120,10,120,,310,102000000.0,,,,,,,Elements Lab,1,Elemental HP increase,102000000,1000000,,,,,,,99910001,744,0.0,61,,,,icon_ElementTower,bg_item_ElementScience2,24020
1000121,10,121,,310,103000000.0,,,,,,,Elements Lab,1,Elemental HP increase,103000000,2000000,,,,,,,99910001,745,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,24390
1000122,10,122,,310,105000000.0,,,,,,,Elements Lab,1,Elemental HP increase,105000000,2000000,,,,,,,99910001,746,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,24770
1000123,10,123,,310,107000000.0,,,,,,,Elements Lab,1,Elemental HP increase,107000000,1000000,,,,,,,99910001,747,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,25150
1000124,10,124,,310,108000000.0,,,,,,,Elements Lab,1,Elemental HP increase,108000000,2000000,,,,,,,99910001,748,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,25530
1000125,10,125,,310,110000000.0,,,,,,,Elements Lab,1,Elemental HP increase,110000000,2000000,,,,,,,99910001,759,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,25920
1000126,10,126,,310,112000000.0,,,,,,,Elements Lab,1,Elemental HP increase,112000000,2000000,,,,,,,99910001,761,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,26310
1000127,10,127,,310,114000000.0,,,,,,,Elements Lab,1,Elemental HP increase,114000000,2000000,,,,,,,99910001,774,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,26700
1000128,10,128,,310,116000000.0,,,,,,,Elements Lab,1,Elemental HP increase,116000000,3000000,,,,,,,99910001,776,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,27100
1000129,10,129,,310,119000000.0,,,,,,,Elements Lab,1,Elemental HP increase,119000000,2000000,,,,,,,99910001,790,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,27500
1000130,10,130,,310,121000000.0,,,,,,,Elements Lab,1,Elemental HP increase,121000000,3000000,,,,,,,99910001,791,0.0,62,,,,icon_ElementTower,bg_item_ElementScience3,27900
1000131,10,131,,310,124000000.0,,,,,,,Elements Lab,1,Elemental HP increase,124000000,2000000,,,,,,,99910001,950,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,28310
1000132,10,132,,310,126000000.0,,,,,,,Elements Lab,1,Elemental HP increase,126000000,3000000,,,,,,,99910001,951,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,28720
1000133,10,133,,310,129000000.0,,,,,,,Elements Lab,1,Elemental HP increase,129000000,3000000,,,,,,,99910001,969,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,29140
1000134,10,134,,310,132000000.0,,,,,,,Elements Lab,1,Elemental HP increase,132000000,3000000,,,,,,,99910001,971,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,29560
1000135,10,135,,310,135000000.0,,,,,,,Elements Lab,1,Elemental HP increase,135000000,3000000,,,,,,,99910001,988,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,29980
1000136,10,136,,310,138000000.0,,,,,,,Elements Lab,1,Elemental HP increase,138000000,3000000,,,,,,,99910001,990,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,30410
1000137,10,137,,310,141000000.0,,,,,,,Elements Lab,1,Elemental HP increase,141000000,3000000,,,,,,,99910001,1008,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,30840
1000138,10,138,,310,144000000.0,,,,,,,Elements Lab,1,Elemental HP increase,144000000,4000000,,,,,,,99910001,1010,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,31270
1000139,10,139,,310,148000000.0,,,,,,,Elements Lab,1,Elemental HP increase,148000000,4000000,,,,,,,99910001,1012,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,31710
1000140,10,140,,310,152000000.0,,,,,,,Elements Lab,1,Elemental HP increase,152000000,2000000,,,,,,,99910001,1014,0.0,63,,,,icon_ElementTower,bg_item_ElementScience3,32150
1000141,10,141,,310,154000000.0,,,,,,,Elements Lab,1,Elemental HP increase,154000000,3000000,,,,,,,99910001,1016,0.0,64,,,,icon_ElementTower,bg_item_ElementScience3,32590
1000142,10,142,,310,157000000.0,,,,,,,Elements Lab,1,Elemental HP increase,157000000,3000000,,,,,,,99910001,1018,0.0,64,,,,icon_ElementTower,bg_item_ElementScience3,33040
1000143,10,143,,310,160000000.0,,,,,,,Elements Lab,1,Elemental HP increase,160000000,4000000,,,,,,,99910001,1023,0.0,64,,,,icon_ElementTower,bg_item_ElementScience3,33490
1000144,10,144,,310,164000000.0,,,,,,,Elements Lab,1,Elemental HP increase,164000000,3000000,,,,,,,99910001,1025,0.0,64,,,,icon_ElementTower,bg_item_ElementScience3,33950
