3402,34,,3900086|299,,9110702,1,,
3403,34,,3900086|99,,9110703,3,,
3404,34,,3900086|50,,9110704,20,,
3405,34,,3900086|20,,9110705,50,,
3406,34,,3900086|10,,9110706,100,,
3407,34,,3900086|1,,9110707,999,,
3101,31,1,6801001|1,,9011401,99,,
3102,31,1,6801001|1,,9011402,999,,
3103,31,1,6801001|1,,9011403,60,,
3104,31,1,6801001|1,,9011404,60,,
3105,31,2,6802001|1,,9011405,99,,
3106,31,2,6802001|1,,9011406,999,,
3107,31,2,6802001|1,,9011407,20,,
3108,31,2,6802001|1,,9011408,20,,
3109,31,2,6802001|2,,9011409,50,,
3110,31,3,6803001|1,,9011410,20,,
3111,31,3,6803001|1,,9011412,20,,
3112,31,3,6803001|1,,9011413,20,,
3113,31,3,6803001|2,,9011414,50,,
3114,31,3,6803001|2,,9011415,20,,
3115,31,3,6803001|6,,9011416,10,,
3116,31,3,6803001|6,,9011417,10,,
3117,31,3,6803001|1,,9011411,99,,
3118,31,4,6804002|4,,9011419,10,,
3119,31,4,6804002|3,,9011420,20,,
3120,31,4,6804002|5,,9011421,10,,
3121,31,4,6804002|5,,9011422,10,,
3122,31,4,6804002|5,,9011423,10,,
3123,31,4,6804002|10,,9011424,10,,
3124,31,4,6804002|1,,9011418,99,,
3125,31,5,6805003|2,,9011425,10,,
3126,31,5,6805003|3,,9011426,10,,
3127,31,5,6805003|3,,9011427,10,,
3128,31,5,6805003|3,,9011428,10,,
3129,31,5,6805003|5,,9011429,10,,
3130,31,5,6805003|1,,9011430,10,,
3131,31,5,6805003|1,,9011431,99,,
3501,35,,3900091|999,,9111201,1,,
3502,35,,3900091|299,,9111202,1,,
3503,35,,3900091|299,,9111209,1,,
3504,35,,3900091|99,,9111203,3,,
3505,35,,3900091|50,,9111204,20,,
3506,35,,3900091|20,,9111205,50,,
3507,35,,3900091|10,,9111206,100,,
3508,35,,3900091|1,,9111207,999,,
3509,35,,3900099|50,,9111208,1,,
3601,36,,3900103|999,,9011801,1,,
3602,36,,3900103|999,,9011802,1,,
3603,36,,3900103|299,,9011803,1,,
3604,36,,3900103|99,,9011804,3,,
3605,36,,3900103|99,,9011805,3,,
3606,36,,3900103|99,,9011806,20,,
3607,36,,3900103|50,,9011807,50,,
3608,36,,3900103|20,,9011808,100,,
3609,36,,3900103|10,,9011809,999,,
3701,37,,20200214|999,,9113701,1,,
3702,37,,20200214|299,,9113702,1,,
3703,37,,20200214|99,,9113703,3,,
3704,37,,20200214|299,,9113704,99,,
3705,37,,20200214|299,,9113710,1,,
3706,37,,20200214|50,,9113705,20,,
3707,37,,20200214|20,,9113706,50,,
3708,37,,20200214|10,,9113707,100,,
3709,37,,20200214|1,,9113708,999,,
3710,37,,20200215|10,,9113709,50,,
3801,38,,20200221|300,,9113801,1,,
3802,38,,20200221|100,,9113802,1,,
3803,38,,20200221|100,,9113804,1,,
3804,38,,20200221|40,,9113808,1,,
3805,38,,20200221|40,,9113809,1,,
3806,38,,20200221|10,,9113803,3,,
3807,38,,20200221|10,,9113810,23,,
3808,38,,20200221|5,,9113805,20,,
3809,38,,20200221|2,,9113806,50,,
3810,38,,20200221|1,,9113807,100,,
3901,39,,20200501|100,,9112009,10,,
3902,39,,20200501|100,,9112007,10,,
3903,39,,20200501|100,,9111101,10,,
3904,39,,20200501|100,,9111401,10,,
3905,39,,20200501|100,,9013801,10,,
3906,39,,20200501|80,,9112002,50,,
3907,39,,20200501|30,,9112003,50,,
3908,39,,20200501|25,,9112004,50,,
3909,39,,20200501|5,,9112005,100,,
3910,39,,20200501|1,,9112006,999,,
4101,41,,3900108|100,,9013801,30,,
4102,41,,3900108|80,,9013802,2,,
4103,41,,3900108|20,,9013803,10,,
4104,41,,3900108|80,,9013804,50,,
4105,41,,3900108|30,,9013805,50,,
4106,41,,3900108|25,,9013806,50,,
4107,41,,3900108|5,,9013807,100,,
4108,41,,3900108|1,,9013808,999,,
4301,43,,3900112|999,,9016201,1,,
4302,43,,3900112|299,,9016202,1,,
4303,43,,3900112|99,,9016203,3,,
4304,43,,3900112|50,,9016205,20,,
4305,43,,3900112|20,,9016206,50,,
4306,43,,3900112|10,,9016207,100,,
4307,43,,3900112|1,,9016208,999,,
4210,68,1,1700103|70,,9016011,20,,
4211,68,1,1700103|120,,9016012,20,,
4212,68,1,1700103|100,,9016013,10,,
4213,68,1,1700103|110,,9016014,10,,
4214,68,1,1700103|110,,9016015,10,,
4215,68,1,1700103|220,,9016016,10,,
4216,68,1,1700103|70,,9016017,10,,
4217,68,1,1700103|50,,9016018,99,,
4218,68,2,1700102|150,,9016021,10,,
4219,68,2,1700102|90,,9016022,20,,
4220,68,2,1700102|80,,9016023,40,,
4221,68,2,1700102|80,,9016024,40,,
4222,68,2,1700102|100,,9016025,50,,
4223,68,2,1700102|60,,9016026,50,,
4224,68,2,1700102|100,,9016027,99,,
4225,68,2,1700102|60,,9016028,199,,
4226,68,3,1700101|130,,9016031,99,,
4227,68,3,1700101|60,,9016032,99,,
4228,68,3,1700101|90,,9016033,99,,
4229,68,3,1700101|90,,9016034,99,,
4230,68,3,1700101|30,,9016035,99,,
4231,68,3,1700101|30,,9016036,999,,
4001,40,,20200311|999,,9012901,1,,
4002,40,,20200311|299,,9012902,1,,
4003,40,,20200311|99,,9012903,3,,
4004,40,,20200311|299,,9012904,99,,
4005,40,,20200311|299,,9012910,1,,
4006,40,,20200311|50,,9012905,20,,
4007,40,,20200311|20,,9012906,50,,
4008,40,,20200311|10,,9012907,100,,
4009,40,,20200311|1,,9012908,999,,
4010,40,,20200312|10,,9012909,50,,
4501,45,1,1700107|700,,9016401,1,,
4502,45,1,1700107|700,,9016402,1,,
4503,45,1,1700107|45,,9016403,30,,
4504,45,1,1700107|70,,9016404,20,,
4505,45,1,1700107|120,,9016405,20,,
4506,45,1,1700107|100,,9016406,10,,
4507,45,1,1700107|110,,9016407,10,,
4508,45,1,1700107|110,,9016408,10,,
4509,45,1,1700107|220,,9016409,10,,
4510,45,1,1700107|70,,9016410,10,,
4511,45,1,1700107|50,,9016411,99,,
4512,45,2,1700106|150,,9016412,10,,
4513,45,2,1700106|90,,9016413,20,,
4514,45,2,1700106|80,,9016414,40,,
4515,45,2,1700106|80,,9016415,40,,
4516,45,2,1700106|100,,9016416,50,,
4517,45,2,1700106|60,,9016417,50,,
4518,45,2,1700106|100,,9016418,99,,
4519,45,2,1700106|60,,9016419,199,,
4520,45,3,1700105|130,,9016420,99,,
4521,45,3,1700105|60,,9016421,99,,
4522,45,3,1700105|90,,9016422,99,,
4523,45,3,1700105|90,,9016423,99,,
4524,45,3,1700105|30,,9016424,99,,
4525,45,3,1700105|30,,9016425,999,,
4601,46,,20200312|100,,9112009,10,,
4602,46,,20200312|100,,9112007,10,,
4603,46,,20200312|100,,9111101,10,,
4604,46,,20200312|100,,9111401,10,,
4605,46,,20200312|100,,9112001,10,,
4606,46,,20200312|80,,9112002,50,,
4607,46,,20200312|30,,9112003,50,,
4608,46,,20200312|25,,9112004,50,,
4609,46,,20200312|5,,9112005,100,,
4610,46,,20200312|1,,9112006,999,,
4701,47,,3900115|999,,9014206,1,,
4702,47,,3900115|999,,9014207,1,,
4703,47,,3900115|299,,9014209,1,,
4704,47,,3900115|99,,9014208,1,,
4705,47,,3900115|299,,9014203,1,,
4706,47,,3900115|299,,9014204,1,,
4707,47,,3900115|299,,9014205,1,,
4708,47,,3900115|60,,9014202,1,,
4709,47,,3900115|15,,9014201,1,,
4710,47,,3900115|10,,9113707,100,,
4711,47,,3900115|1,,9113708,999,,
4712,48,,20201002|50,,9014302,3,,
4713,48,,20201002|35,,9014303,10,,
4714,48,,20201002|30,,9014304,20,,
4715,48,,20201002|10,,9014305,30,,
4716,48,,20201002|10,,9014306,30,,
4717,48,,20201002|3,,9014307,50,,
4718,48,,20201002|2,,9014308,999,,
4719,49,,20201002|299,,9014309,1,,
4720,49,,20201002|50,,9014310,3,,
4721,49,,20201002|35,,9014311,10,,
4722,49,,20201002|30,,9014312,20,,
4723,49,,20201002|10,,9014313,30,,
4724,49,,20201002|10,,9014314,30,,
4725,49,,20201002|3,,9014315,50,,
4726,49,,20201002|2,,9014316,999,,
4901,74,,3910112|999,,9017201,1,,
4902,74,,3910112|299,,9017202,1,,
4903,74,,3910112|99,,9017203,3,,
4904,74,,3910112|50,,9016205,20,,
4905,74,,3910112|20,,9016206,50,,
4906,74,,3910112|10,,9016207,100,,
4907,74,,3910112|1,,9016208,999,,
5201,73,1,1700313|70,,9019702,20,,
5202,73,1,1700313|30,,9019710,300,,
5203,73,1,1700313|40,,9019701,50,,
5204,73,1,1700313|25,,9019703,99,,
5205,73,1,1700313|12,,9019704,99,,
5206,73,1,1700313|12,,9019705,99,,
5207,73,1,1700313|12,,9019706,99,,
5208,73,1,1700313|6,,9019707,999,,
5209,73,1,1700313|6,,9019708,999,,
5210,73,1,1700313|2,,9019709,999,,
5211,73,1,1700313|1,,9019711,999,,
5212,73,2,1700314|240,,9019612,1,,
5213,73,2,1700314|240,,9019613,1,,
5214,73,2,1700314|100,,9019611,1,,
5215,73,2,1700314|2,,9019603,30,,
5216,73,2,1700314|1,,9019606,30,,
5217,73,2,1700314|2,,9019604,20,,
5218,73,2,1700314|3,,9019605,99,,
5219,73,2,1700314|3,,9019607,99,,
5220,73,2,1700314|1,,9019608,999,,
5221,73,2,1700314|1,,9019609,999,,
5222,73,2,1700314|1,,9019610,999,,
5240,75,,20201001|200,,9020101,5,,
5241,75,,20201001|50,,9020102,15,,
5242,75,,20201001|120,,9020103,15,,
5243,75,,20201001|100,,9020104,30,,
5244,75,,20201001|70,,9020105,60,,
5245,75,,20201001|20,,9020106,100,,
5246,75,,20201001|2,,9020107,999,,
5001,50,,20200411|999,,9014501,1,,
5002,50,,20200411|299,,9014502,1,,
5003,50,,20200411|99,,9014503,3,,
5004,50,,20200411|299,,9014504,99,,
5005,50,,20200411|299,,9014505,1,,
5006,50,,20200411|50,,9014506,20,,
5007,50,,20200411|20,,9014507,50,,
5008,50,,20200411|10,,9014508,100,,
5009,50,,20200411|1,,9014509,999,,
5010,50,,39200014|10,,9014510,50,,
5111,51,,20200415|50,,9014710,3,,
5112,51,,20200415|100,,9014704,1,,
5113,51,,20200415|100,,9014703,1,,
5114,51,,20200415|40,,9014708,1,,
5115,51,,20200415|40,,9014709,1,,
5116,51,,20200415|33,,9014713,3,,
5117,51,,20200415|15,,9014711,30,,
5118,51,,20200415|6,,9014712,50,,
5119,51,,20200415|5,,9014705,20,,
5120,51,,20200415|2,,9014706,50,,
5121,51,,20200415|1,,9014707,100,,
5250,76,,39200017|50,,6021011,1,,
5251,76,,39200017|50,,6021019,1,,
5252,76,,39200017|40,,6021012,1,,
5253,76,,39200017|15,,6021013,30,,
5254,76,,39200017|10,,6021014,40,,
5255,76,,39200017|10,,6021015,10,,
5256,76,,39200017|2,,6021016,50,,
5257,76,,39200017|2,,6021017,50,,
5258,76,,39200017|1,,6021018,99,,
5261,77,,39200019|999,,6021021,1,,
5262,77,,39200019|299,,6021022,1,,
5263,77,,39200019|299,,6021029,1,,
5264,77,,39200019|99,,6021023,3,,
5265,77,,39200019|50,,6021024,20,,
5266,77,,39200019|20,,6021025,50,,
5267,77,,39200019|10,,6021026,100,,
5268,77,,39200019|1,,6021027,999,,
5269,77,,39200014|10,,6021028,50,,
5270,78,,20201003|150,,6021101,3,,
5271,78,,20201003|150,,6021102,3,,
5272,78,,20201003|100,,6021103,20,,
5273,78,,20201003|60,,6021104,20,,
5274,78,,20201003|50,,6021105,50,,
5275,78,,20201003|5,,6021106,100,,
5276,78,,20201003|1,,6021107,999,,
5277,79,,39200049|999,,9014907,1,,
5278,79,,39200049|299,,9014908,1,,
5279,79,,39200049|299,,9014909,1,,
5280,79,,39200049|30,,9014910,3,,
5281,79,,39200049|50,,6021114,20,,
5282,79,,39200049|20,,6021115,50,,
5283,79,,39200049|10,,6021116,100,,
5284,79,,39200049|1,,6021117,999,,
5287,80,1,1700303|70,,9019702,20,,
5288,80,1,1700303|30,,9019710,300,,
5289,80,1,1700303|40,,9019701,50,,
5290,80,1,1700303|25,,9019703,99,,
5291,80,1,1700303|12,,9019704,99,,
5292,80,1,1700303|12,,9019705,99,,
5293,80,1,1700303|12,,9019706,99,,
5294,80,1,1700303|6,,9019707,999,,
5295,80,1,1700303|6,,9019708,999,,
5296,80,1,1700303|2,,9019709,999,,
5297,80,1,1700303|1,,9019711,999,,
5298,80,2,1700304|220,,9015101,1,,
5299,80,2,1700304|220,,9015102,1,,
5300,80,2,1700304|8,,9015103,1,,
5301,80,2,1700304|8,,9015104,1,,
5302,80,2,1700304|4,,9015105,20,,
5303,80,2,1700304|2,,9015106,20,,
5304,80,2,1700304|2,,9015107,99,,
5305,80,2,1700304|2,,9015108,99,,
5306,80,2,1700304|3,,9015109,99,,
5307,80,2,1700304|1,,9015110,99,,
5308,80,2,1700304|1,,9015111,999,,
5309,80,2,1700304|1,,9015112,999,,
5310,81,1,39200024|999,,6021111,1,,
5311,81,1,39200024|299,,6021112,1,,
5312,81,1,39200024|30,,6021113,3,,
5313,81,1,39200024|50,,6021114,20,,
5314,81,1,39200024|20,,6021115,50,,
5315,81,1,39200024|10,,6021116,100,,
5316,81,1,39200024|1,,6021117,999,,
5317,82,,20201004|50,,9014302,3,,
5318,82,,20201004|35,,9014303,3,,
5319,82,,20201004|30,,9014304,20,,
5320,82,,20201004|15,,9014305,20,,
5321,82,,20201004|15,,9014306,20,,
5322,82,,20201004|4,,9014307,50,,
5323,82,,20201004|2,,9014308,999,,
5324,83,1,39200070|999,,6021161,2,,
5325,83,1,39200070|299,,6021162,2,,
5326,83,1,39200070|50,,6021163,20,,
5327,83,1,39200070|10,,6021164,50,,
5328,83,1,39200070|10,,6021165,50,,
5329,83,1,39200070|10,,6021166,100,,
5330,83,1,39200070|1,,6021167,999,,
5331,84,1,1700101|120,,9016111,30,,
5332,84,1,1700101|60,,9016112,200,,
5333,84,1,1700101|30,,9016113,999,,
5334,84,1,1700101|30,,9016114,999,,
5335,84,1,1700101|40,,9016115,999,,
5336,84,1,1700101|40,,9016116,999,,
5337,84,1,1700101|20,,9016117,999,,
5338,84,2,1700102|150,,9016118,15,,
5339,84,2,1700102|70,,9016119,30,,
5340,84,2,1700102|70,,9016120,99,,
5341,84,2,1700102|70,,9016121,99,,
5342,84,2,1700102|100,,9016122,99,,
5343,84,2,1700102|100,,9016123,99,,
5344,84,2,1700102|50,,9016124,99,,
5345,84,2,1700102|50,,9016125,99,,
5346,84,3,1700103|40,,9016126,30,,
5347,84,3,1700103|30,,9016127,30,,
5348,84,3,1700103|60,,9016128,20,,
5349,84,3,1700103|60,,9016129,20,,
5350,84,3,1700103|60,,9016130,20,,
5351,84,3,1700103|30,,9016131,99,,
5352,84,3,1700103|20,,9016132,99,,
5353,84,3,1700103|20,,9016133,99,,
5354,1075,1,1700075|300,,1075301,20,,
