id,enemy_type,hero,hero_level,hero_star,hero_skill,battle_buff,enemy_config,unit_model,reward,reward_1,reward_show,gift,warrior_drop,engineer_drop,round_limit,reward_res_show,hero_exp
int,int,string,string,string,string,string,string,string,int,string,string,int,int,int,int,string,int
1048,0,,,,,,10048,10048,10048,,201048,,,,,,99,,
1049,0,,,,,,10049,10049,10049,,201049,,,,,,99,,
1050,0,,,,,,10050,10050,10050,,201050,,,,,,99,,
1051,1,,,,,,20051,20051,20051,,201051,,,,,,99,,
1052,0,,,,,,10052,10052,10052,,201052,,,,,,99,,
1053,2,,,,,,30053,30053,30053,,201053,,,,,,99,,
1054,2,,,,,,30054,30054,30054,,201054,,,,,,99,,
1055,2,,,,,,30055,30055,30055,,201055,,,,,,99,,
1056,0,,,,,,10056,10056,10056,,201056,,,,,,99,,
1057,2,,,,,,30057,30057,30057,,201057,,,,,,99,,
1058,2,,,,,,30058,30058,30058,,201058,,,,,,99,,
1059,2,,,,,,30059,30059,30059,,201059,,,,,,99,,
1060,0,,,,,,10060,10060,10060,,201060,,,,,,99,,
1061,2,,,,,,30061,30061,30061,,201061,,,,,,99,,
1062,2,,,,,,30062,30062,30062,,201062,,,,,,99,,
1063,2,,,,,,30063,30063,30063,,201063,,,,,,99,,
1064,2,,,,,,30064,30064,30064,,201064,,,,,,99,,
1065,0,,,,,,10065,10065,10065,,201065,,,,,,99,,
1066,2,,,,,,30066,30066,30066,,201066,,,,,,99,,
1067,2,,,,,,30067,30067,30067,,201067,,,,,,99,,
1068,1,,,,,,20068,20068,20068,,201068,,,,,,99,,
1069,2,,,,,,30069,30069,30069,,201069,,,,,,99,,
1070,1,,,,,,20070,20070,20070,,201070,,,,,,99,,
1071,0,,,,,,10071,10071,10071,,201071,,,,,,99,,
1072,2,,,,,,30072,30072,30072,,201072,,,,,,99,,
1073,2,,,,,,30073,30073,30073,,201073,,,,,,99,,
1074,0,,,,,,10074,10074,10074,,201074,,,,,,99,,
1075,2,,,,,,30075,30075,30075,,201075,,,,,,99,,
1076,1,,,,,,20076,20076,20076,,201076,,,,,,99,,
1077,2,,,,,,30077,30077,30077,,201077,,,,,,99,,
1078,0,,,,,,10078,10078,10078,,201078,,,,,,99,,
1079,0,,,,,,10079,10079,10079,,201079,,,,,,99,,
1080,1,,,,,,20080,20080,20080,,201080,,,,,,99,,
1081,0,,,,,,10081,10081,10081,,201081,,,,,,99,,
1082,2,,,,,,30082,30082,30082,,201082,,,,,,99,,
1083,2,,,,,,30083,30083,30083,,201083,,,,,,99,,
1084,2,,,,,,30084,30084,30084,,201084,,,,,,99,,
1085,2,,,,,,30085,30085,30085,,201085,,,,,,99,,
1086,1,,,,,,20086,20086,20086,,201086,,,,,,99,,
1087,0,,,,,,10087,10087,10087,,201087,,,,,,99,,
1088,2,,,,,,30088,30088,30088,,201088,,,,,,99,,
1089,0,,,,,,10089,10089,10089,,201089,,,,,,99,,
1090,2,,,,,,30090,30090,30090,,201090,,,,,,99,,
1091,2,,,,,,30091,30091,30091,,201091,,,,,,99,,
1092,1,,,,,,20092,20092,20092,,201092,,,,,,99,,
1093,0,,,,,,10093,10093,10093,,201093,,,,,,99,,
1094,0,,,,,,10094,10094,10094,,201094,,,,,,99,,
1095,0,,,,,,10095,10095,10095,,201095,,,,,,99,,
1096,0,,,,,,10096,10096,10096,,201096,,,,,,99,,
1097,2,,,,,,30097,30097,30097,,201097,,,,,,99,,
1098,0,,,,,,10098,10098,10098,,201098,,,,,,99,,
1099,1,,,,,,20099,20099,20099,,201099,,,,,,99,,
1100,0,,,,,,10100,10100,10100,,201100,,,,,,99,,
2001,1,,,,,,20001,20001,20001,,202001,,,,,,99,,
2002,2,,,,,,30002,30002,30002,,202002,,,,,,99,,
2003,0,,,,,,10003,10003,10003,,202003,,,,,,99,,
2004,2,,,,,,30004,30004,30004,,202004,,,,,,99,,
2005,1,,,,,,20005,20005,20005,,202005,,,,,,99,,
2006,0,,,,,,10006,10006,10006,,202006,,,,,,99,,
2007,1,,,,,,20007,20007,20007,,202007,,,,,,99,,
2008,0,,,,,,10008,10008,10008,,202008,,,,,,99,,
2009,0,,,,,,10009,10009,10009,,202009,,,,,,99,,
2010,2,,,,,,30010,30010,30010,,202010,,,,,,99,,
2011,2,,,,,,30011,30011,30011,,202011,,,,,,99,,
2012,0,,,,,,10012,10012,10012,,202012,,,,,,99,,
2013,0,,,,,,10013,10013,10013,,202013,,,,,,99,,
2014,2,,,,,,30014,30014,30014,,202014,,,,,,99,,
2015,0,,,,,,10015,10015,10015,,202015,,,,,,99,,
2016,2,,,,,,30016,30016,30016,,202016,,,,,,99,,
2017,1,,,,,,20017,20017,20017,,202017,,,,,,99,,
2018,1,,,,,,20018,20018,20018,,202018,,,,,,99,,
2019,2,,,,,,30019,30019,30019,,202019,,,,,,99,,
2020,2,,,,,,30020,30020,30020,,202020,,,,,,99,,
2021,2,,,,,,30021,30021,30021,,202021,,,,,,99,,
2022,2,,,,,,30022,30022,30022,,202022,,,,,,99,,
2023,0,,,,,,10023,10023,10023,,202023,,,,,,99,,
2024,1,,,,,,20024,20024,20024,,202024,,,,,,99,,
2025,1,,,,,,20025,20025,20025,,202025,,,,,,99,,
2026,1,,,,,,20026,20026,20026,,202026,,,,,,99,,
2027,0,,,,,,10027,10027,10027,,202027,,,,,,99,,
2028,1,,,,,,20028,20028,20028,,202028,,,,,,99,,
2029,2,,,,,,30029,30029,30029,,202029,,,,,,99,,
2030,2,,,,,,30030,30030,30030,,202030,,,,,,99,,
2031,1,,,,,,20031,20031,20031,,202031,,,,,,99,,
2032,1,,,,,,20032,20032,20032,,202032,,,,,,99,,
2033,1,,,,,,20033,20033,20033,,202033,,,,,,99,,
2034,0,,,,,,10034,10034,10034,,202034,,,,,,99,,
2035,2,,,,,,30035,30035,30035,,202035,,,,,,99,,
2036,0,,,,,,10036,10036,10036,,202036,,,,,,99,,
2037,2,,,,,,30037,30037,30037,,202037,,,,,,99,,
2038,0,,,,,,10038,10038,10038,,202038,,,,,,99,,
2039,0,,,,,,10039,10039,10039,,202039,,,,,,99,,
2040,0,,,,,,10040,10040,10040,,202040,,,,,,99,,
2041,0,,,,,,10041,10041,10041,,202041,,,,,,99,,
2042,0,,,,,,10042,10042,10042,,202042,,,,,,99,,
2043,1,,,,,,20043,20043,20043,,202043,,,,,,99,,
2044,0,,,,,,10044,10044,10044,,202044,,,,,,99,,
2045,1,,,,,,20045,20045,20045,,202045,,,,,,99,,
2046,1,,,,,,20046,20046,20046,,202046,,,,,,99,,
2047,2,,,,,,30047,30047,30047,,202047,,,,,,99,,
2048,2,,,,,,30048,30048,30048,,202048,,,,,,99,,
2049,1,,,,,,20049,20049,20049,,202049,,,,,,99,,
2050,1,,,,,,20050,20050,20050,,202050,,,,,,99,,
2051,2,,,,,,30051,30051,30051,,202051,,,,,,99,,
2052,0,,,,,,10052,10052,10052,,202052,,,,,,99,,
2053,1,,,,,,20053,20053,20053,,202053,,,,,,99,,
2054,0,,,,,,10054,10054,10054,,202054,,,,,,99,,
2055,2,,,,,,30055,30055,30055,,202055,,,,,,99,,
2056,1,,,,,,20056,20056,20056,,202056,,,,,,99,,
2057,0,,,,,,10057,10057,10057,,202057,,,,,,99,,
2058,2,,,,,,30058,30058,30058,,202058,,,,,,99,,
2059,2,,,,,,30059,30059,30059,,202059,,,,,,99,,
2060,1,,,,,,20060,20060,20060,,202060,,,,,,99,,
2061,2,,,,,,30061,30061,30061,,202061,,,,,,99,,
2062,2,,,,,,30062,30062,30062,,202062,,,,,,99,,
2063,2,,,,,,30063,30063,30063,,202063,,,,,,99,,
2064,2,,,,,,30064,30064,30064,,202064,,,,,,99,,
2065,2,,,,,,30065,30065,30065,,202065,,,,,,99,,
2066,2,,,,,,30066,30066,30066,,202066,,,,,,99,,
2067,0,,,,,,10067,10067,10067,,202067,,,,,,99,,
2068,2,,,,,,30068,30068,30068,,202068,,,,,,99,,
2069,2,,,,,,30069,30069,30069,,202069,,,,,,99,,
2070,1,,,,,,20070,20070,20070,,202070,,,,,,99,,
2071,0,,,,,,10071,10071,10071,,202071,,,,,,99,,
2072,0,,,,,,10072,10072,10072,,202072,,,,,,99,,
2073,2,,,,,,30073,30073,30073,,202073,,,,,,99,,
2074,0,,,,,,10074,10074,10074,,202074,,,,,,99,,
2075,2,,,,,,30075,30075,30075,,202075,,,,,,99,,
2076,1,,,,,,20076,20076,20076,,202076,,,,,,99,,
2077,2,,,,,,30077,30077,30077,,202077,,,,,,99,,
2078,1,,,,,,20078,20078,20078,,202078,,,,,,99,,
2079,2,,,,,,30079,30079,30079,,202079,,,,,,99,,
2080,1,,,,,,20080,20080,20080,,202080,,,,,,99,,
2081,0,,,,,,10081,10081,10081,,202081,,,,,,99,,
2082,1,,,,,,20082,20082,20082,,202082,,,,,,99,,
2083,0,,,,,,10083,10083,10083,,202083,,,,,,99,,
2084,0,,,,,,10084,10084,10084,,202084,,,,,,99,,
2085,0,,,,,,10085,10085,10085,,202085,,,,,,99,,
2086,0,,,,,,10086,10086,10086,,202086,,,,,,99,,
2087,0,,,,,,10087,10087,10087,,202087,,,,,,99,,
2088,0,,,,,,10088,10088,10088,,202088,,,,,,99,,
2089,0,,,,,,10089,10089,10089,,202089,,,,,,99,,
2090,2,,,,,,30090,30090,30090,,202090,,,,,,99,,
2091,0,,,,,,10091,10091,10091,,202091,,,,,,99,,
2092,0,,,,,,10092,10092,10092,,202092,,,,,,99,,
2093,1,,,,,,20093,20093,20093,,202093,,,,,,99,,
2094,1,,,,,,20094,20094,20094,,202094,,,,,,99,,
2095,0,,,,,,10095,10095,10095,,202095,,,,,,99,,
2096,2,,,,,,30096,30096,30096,,202096,,,,,,99,,
2097,2,,,,,,30097,30097,30097,,202097,,,,,,99,,
2098,0,,,,,,10098,10098,10098,,202098,,,,,,99,,
2099,2,,,,,,30099,30099,30099,,202099,,,,,,99,,
2100,2,,,,,,30100,30100,30100,,202100,,,,,,99,,
3001,2,,,,,,30001,30001,30001,,203001,,,,,,99,,
3002,2,,,,,,30002,30002,30002,,203002,,,,,,99,,
3003,2,,,,,,30003,30003,30003,,203003,,,,,,99,,
3004,2,,,,,,30004,30004,30004,,203004,,,,,,99,,
3005,1,,,,,,20005,20005,20005,,203005,,,,,,99,,
3006,1,,,,,,20006,20006,20006,,203006,,,,,,99,,
3007,1,,,,,,20007,20007,20007,,203007,,,,,,99,,
3008,2,,,,,,30008,30008,30008,,203008,,,,,,99,,
3009,2,,,,,,30009,30009,30009,,203009,,,,,,99,,
3010,1,,,,,,20010,20010,20010,,203010,,,,,,99,,
3011,1,,,,,,20011,20011,20011,,203011,,,,,,99,,
3012,2,,,,,,30012,30012,30012,,203012,,,,,,99,,
3013,2,,,,,,30013,30013,30013,,203013,,,,,,99,,
3014,0,,,,,,10014,10014,10014,,203014,,,,,,99,,
3015,0,,,,,,10015,10015,10015,,203015,,,,,,99,,
3016,0,,,,,,10016,10016,10016,,203016,,,,,,99,,
3017,1,,,,,,20017,20017,20017,,203017,,,,,,99,,
3018,1,,,,,,20018,20018,20018,,203018,,,,,,99,,
3019,1,,,,,,20019,20019,20019,,203019,,,,,,99,,
3020,1,,,,,,20020,20020,20020,,203020,,,,,,99,,
3021,1,,,,,,20021,20021,20021,,203021,,,,,,99,,
3022,0,,,,,,10022,10022,10022,,203022,,,,,,99,,
3023,0,,,,,,10023,10023,10023,,203023,,,,,,99,,
3024,2,,,,,,30024,30024,30024,,203024,,,,,,99,,
3025,1,,,,,,20025,20025,20025,,203025,,,,,,99,,
3026,1,,,,,,20026,20026,20026,,203026,,,,,,99,,
3027,2,,,,,,30027,30027,30027,,203027,,,,,,99,,
3028,0,,,,,,10028,10028,10028,,203028,,,,,,99,,
3029,1,,,,,,20029,20029,20029,,203029,,,,,,99,,
3030,2,,,,,,30030,30030,30030,,203030,,,,,,99,,
3031,0,,,,,,10031,10031,10031,,203031,,,,,,99,,
3032,1,,,,,,20032,20032,20032,,203032,,,,,,99,,
3033,2,,,,,,30033,30033,30033,,203033,,,,,,99,,
3034,2,,,,,,30034,30034,30034,,203034,,,,,,99,,
3035,1,,,,,,20035,20035,20035,,203035,,,,,,99,,
3036,1,,,,,,20036,20036,20036,,203036,,,,,,99,,
3037,1,,,,,,20037,20037,20037,,203037,,,,,,99,,
3038,1,,,,,,20038,20038,20038,,203038,,,,,,99,,
3039,1,,,,,,20039,20039,20039,,203039,,,,,,99,,
3040,0,,,,,,10040,10040,10040,,203040,,,,,,99,,
3041,0,,,,,,10041,10041,10041,,203041,,,,,,99,,
3042,0,,,,,,10042,10042,10042,,203042,,,,,,99,,
3043,0,,,,,,10043,10043,10043,,203043,,,,,,99,,
3044,1,,,,,,20044,20044,20044,,203044,,,,,,99,,
3045,1,,,,,,20045,20045,20045,,203045,,,,,,99,,
3046,2,,,,,,30046,30046,30046,,203046,,,,,,99,,
3047,1,,,,,,20047,20047,20047,,203047,,,,,,99,,
3048,1,,,,,,20048,20048,20048,,203048,,,,,,99,,
3049,2,,,,,,30049,30049,30049,,203049,,,,,,99,,
3050,1,,,,,,20050,20050,20050,,203050,,,,,,99,,
3051,2,,,,,,30051,30051,30051,,203051,,,,,,99,,
3052,0,,,,,,10052,10052,10052,,203052,,,,,,99,,
3053,1,,,,,,20053,20053,20053,,203053,,,,,,99,,
3054,2,,,,,,30054,30054,30054,,203054,,,,,,99,,
3055,0,,,,,,10055,10055,10055,,203055,,,,,,99,,
3056,1,,,,,,20056,20056,20056,,203056,,,,,,99,,
3057,2,,,,,,30057,30057,30057,,203057,,,,,,99,,
3058,2,,,,,,30058,30058,30058,,203058,,,,,,99,,
3059,1,,,,,,20059,20059,20059,,203059,,,,,,99,,
3060,0,,,,,,10060,10060,10060,,203060,,,,,,99,,
3061,0,,,,,,10061,10061,10061,,203061,,,,,,99,,
3062,2,,,,,,30062,30062,30062,,203062,,,,,,99,,
3063,1,,,,,,20063,20063,20063,,203063,,,,,,99,,
3064,2,,,,,,30064,30064,30064,,203064,,,,,,99,,
3065,1,,,,,,20065,20065,20065,,203065,,,,,,99,,
3066,1,,,,,,20066,20066,20066,,203066,,,,,,99,,
3067,1,,,,,,20067,20067,20067,,203067,,,,,,99,,
3068,0,,,,,,10068,10068,10068,,203068,,,,,,99,,
3069,2,,,,,,30069,30069,30069,,203069,,,,,,99,,
3070,1,,,,,,20070,20070,20070,,203070,,,,,,99,,
3071,2,,,,,,30071,30071,30071,,203071,,,,,,99,,
3072,2,,,,,,30072,30072,30072,,203072,,,,,,99,,
3073,2,,,,,,30073,30073,30073,,203073,,,,,,99,,
3074,0,,,,,,10074,10074,10074,,203074,,,,,,99,,
3075,1,,,,,,20075,20075,20075,,203075,,,,,,99,,
3076,2,,,,,,30076,30076,30076,,203076,,,,,,99,,
3077,0,,,,,,10077,10077,10077,,203077,,,,,,99,,
3078,0,,,,,,10078,10078,10078,,203078,,,,,,99,,
3079,2,,,,,,30079,30079,30079,,203079,,,,,,99,,
3080,2,,,,,,30080,30080,30080,,203080,,,,,,99,,
3081,1,,,,,,20081,20081,20081,,203081,,,,,,99,,
3082,2,,,,,,30082,30082,30082,,203082,,,,,,99,,
3083,0,,,,,,10083,10083,10083,,203083,,,,,,99,,
3084,2,,,,,,30084,30084,30084,,203084,,,,,,99,,
3085,1,,,,,,20085,20085,20085,,203085,,,,,,99,,
3086,0,,,,,,10086,10086,10086,,203086,,,,,,99,,
3087,1,,,,,,20087,20087,20087,,203087,,,,,,99,,
3088,2,,,,,,30088,30088,30088,,203088,,,,,,99,,
3089,1,,,,,,20089,20089,20089,,203089,,,,,,99,,
3090,0,,,,,,10090,10090,10090,,203090,,,,,,99,,
3091,2,,,,,,30091,30091,30091,,203091,,,,,,99,,
3092,0,,,,,,10092,10092,10092,,203092,,,,,,99,,
3093,1,,,,,,20093,20093,20093,,203093,,,,,,99,,
3094,2,,,,,,30094,30094,30094,,203094,,,,,,99,,
3095,1,,,,,,20095,20095,20095,,203095,,,,,,99,,
3096,1,,,,,,20096,20096,20096,,203096,,,,,,99,,
3097,1,,,,,,20097,20097,20097,,203097,,,,,,99,,
3098,2,,,,,,30098,30098,30098,,203098,,,,,,99,,
3099,1,,,,,,20099,20099,20099,,203099,,,,,,99,,
3100,2,,,,,,30100,30100,30100,,203100,,,,,,99,,
4001,0,,,,,,40001,,0,,,,,,99,,
5001,0,,,,,,10001,10001,10001,10001,10001,,3000001,,,900001,,,99,,
5002,1,,,,,,20002,20002,20002,20002,20002,,3000002,,,900001,,,99,,
5003,1,,,,,,20003,20003,20003,20003,20003,,3000003,,,900001,,,99,,
5004,1,,,,,,20004,20004,20004,20004,20004,,3000004,,,900001,,,99,,
5005,0,,,,,,10005,10005,10005,10005,10005,,3000005,,,900001,,,99,,
5006,2,,,,,,30006,30006,30006,30006,30006,,3000006,,,900001,,,99,,
5007,2,,,,,,30007,30007,30007,30007,30007,,3000007,,,900001,,,99,,
5008,1,,,,,,20008,20008,20008,20008,20008,,3000008,,,900001,,,99,,
5009,0,,,,,,10009,10009,10009,10009,10009,,3000009,,,900001,,,99,,
5010,0,,,,,,10010,10010,10010,10010,10010,,3000010,,,900001,,,99,,
5011,0,,,,,,10011,10011,10011,10011,10011,,3000011,,,900001,,,99,,
5012,2,,,,,,30012,30012,30012,30012,30012,,3000012,,,900001,,,99,,
5013,0,,,,,,10013,10013,10013,10013,10013,,3000013,,,900001,,,99,,
5014,2,,,,,,30014,30014,30014,30014,30014,,3000014,,,900001,,,99,,
5015,2,,,,,,30015,30015,30015,30015,30015,,3000015,,,900001,,,99,,
5016,0,,,,,,10016,10016,10016,10016,10016,,3000016,,,900001,,,99,,
5017,0,,,,,,10017,10017,10017,10017,10017,,3000017,,,900001,,,99,,
5018,1,,,,,,20018,20018,20018,20018,20018,,3000018,,,900001,,,99,,
5019,0,,,,,,10019,10019,10019,10019,10019,,3000019,,,900001,,,99,,
5020,1,,,,,,20020,20020,20020,20020,20020,,3000020,,,900001,,,99,,
5021,0,,,,,,10021,10021,10021,10021,10021,,3000021,,,900001,,,99,,
5022,0,,,,,,10022,10022,10022,10022,10022,,3000022,,,900001,,,99,,
5023,2,,,,,,30023,30023,30023,30023,30023,,3000023,,,900001,,,99,,
5024,1,,,,,,20024,20024,20024,20024,20024,,3000024,,,900001,,,99,,
5025,1,,,,,,20025,20025,20025,20025,20025,,3000025,,,900001,,,99,,
5026,1,,,,,,20026,20026,20026,20026,20026,,3000026,,,900001,,,99,,
5027,0,,,,,,10027,10027,10027,10027,10027,,3000027,,,900001,,,99,,
5028,2,,,,,,30028,30028,30028,30028,30028,,3000028,,,900001,,,99,,
5029,0,,,,,,10029,10029,10029,10029,10029,,3000029,,,900001,,,99,,
5030,1,,,,,,20030,20030,20030,20030,20030,,3000030,,,900001,,,99,,
5031,0,,,,,,10031,10031,10031,10031,10031,,3000031,,,900001,,,99,,
5032,0,,,,,,10032,10032,10032,10032,10032,,3000032,,,900001,,,99,,
5033,2,,,,,,30033,30033,30033,30033,30033,,3000033,,,900001,,,99,,
5034,1,,,,,,20034,20034,20034,20034,20034,,3000034,,,900001,,,99,,
5035,1,,,,,,20035,20035,20035,20035,20035,20035,,3000035,,,900001,,,99,,
5036,0,,,,,,10036,10036,10036,10036,10036,10036,,3000036,,,900001,,,99,,
5037,1,,,,,,20037,20037,20037,20037,20037,20037,,3000037,,,900001,,,99,,
5038,1,,,,,,20038,20038,20038,20038,20038,20038,,3000038,,,900001,,,99,,
5039,0,,,,,,10039,10039,10039,10039,10039,10039,,3000039,,,900001,,,99,,
5040,0,,,,,,10040,10040,10040,10040,10040,10040,10040,,3000040,,,900001,,,99,,
5041,2,,,,,,30041,30041,30041,30041,30041,30041,30041,,3000041,,,900001,,,99,,
5042,1,,,,,,20042,20042,20042,20042,20042,20042,20042,,3000042,,,900001,,,99,,
5043,0,,,,,,10043,10043,10043,10043,10043,10043,10043,,3000043,,,900001,,,99,,
5044,1,,,,,,20044,20044,20044,20044,20044,20044,20044,,3000044,,,900001,,,99,,
5045,2,,,,,,30045,30045,30045,30045,30045,30045,30045,30045,,3000045,,,900001,,,99,,
5046,0,,,,,,10046,10046,10046,10046,10046,10046,10046,10046,,3000046,,,900001,,,99,,
5047,0,,,,,,10047,10047,10047,10047,10047,10047,10047,10047,,3000047,,,900001,,,99,,
5048,0,,,,,,10048,10048,10048,10048,10048,10048,10048,10048,,3000048,,,900001,,,99,,
5049,0,,,,,,10049,10049,10049,10049,10049,10049,10049,10049,,3000049,,,900001,,,99,,
5050,0,,,,,,10050,10050,10050,10050,10050,10050,10050,10050,10050,,3000050,,,900001,,,99,,
5051,1,,,,,,20051,20051,20051,20051,20051,20051,20051,20051,20051,,3000051,,,900001,,,99,,
5052,0,,,,,,10052,10052,10052,10052,10052,10052,10052,10052,10052,,3000052,,,900001,,,99,,
5053,2,,,,,,30053,30053,30053,30053,30053,30053,30053,30053,30053,,3000053,,,900001,,,99,,
5054,2,,,,,,30054,30054,30054,30054,30054,30054,30054,30054,30054,,3000054,,,900001,,,99,,
5055,2,,,,,,30055,30055,30055,30055,30055,30055,30055,30055,30055,,3000055,,,900001,,,99,,
5056,0,,,,,,10056,10056,10056,10056,10056,10056,10056,10056,10056,,3000056,,,900001,,,99,,
5057,2,,,,,,30057,30057,30057,30057,30057,30057,30057,30057,30057,,3000057,,,900001,,,99,,
5058,2,,,,,,30058,30058,30058,30058,30058,30058,30058,30058,30058,,3000058,,,900001,,,99,,
5059,2,,,,,,30059,30059,30059,30059,30059,30059,30059,30059,30059,,3000059,,,900001,,,99,,
5060,0,,,,,,10060,10060,10060,10060,10060,10060,10060,10060,10060,,3000060,,,900001,,,99,,
5061,2,,,,,,30061,30061,30061,30061,30061,30061,30061,30061,30061,,3000061,,,900001,,,99,,
5062,2,,,,,,30062,30062,30062,30062,30062,30062,30062,30062,30062,,3000062,,,900001,,,99,,
5063,2,,,,,,30063,30063,30063,30063,30063,30063,30063,30063,30063,,3000063,,,900001,,,99,,
5064,2,,,,,,30064,30064,30064,30064,30064,30064,30064,30064,30064,,3000064,,,900001,,,99,,
5065,0,,,,,,10065,10065,10065,10065,10065,10065,10065,10065,10065,,3000065,,,900001,,,99,,
5066,2,,,,,,30066,30066,30066,30066,30066,30066,30066,30066,30066,,3000066,,,900001,,,99,,
5067,2,,,,,,30067,30067,30067,30067,30067,30067,30067,30067,30067,,3000067,,,900001,,,99,,
5068,1,,,,,,20068,20068,20068,20068,20068,20068,20068,20068,20068,,3000068,,,900001,,,99,,
5069,2,,,,,,30069,30069,30069,30069,30069,30069,30069,30069,30069,,3000069,,,900001,,,99,,
5070,1,,,,,,20070,20070,20070,20070,20070,20070,20070,20070,20070,,3000070,,,900001,,,99,,
5071,0,,,,,,10071,10071,10071,10071,10071,10071,10071,10071,10071,,3000071,,,900001,,,99,,
5072,2,,,,,,30072,30072,30072,30072,30072,30072,30072,30072,30072,,3000072,,,900001,,,99,,
5073,2,,,,,,30073,30073,30073,30073,30073,30073,30073,30073,30073,,3000073,,,900001,,,99,,
5074,0,,,,,,10074,10074,10074,10074,10074,10074,10074,10074,10074,,3000074,,,900001,,,99,,
5075,2,,,,,,30075,30075,30075,30075,30075,30075,30075,30075,30075,,3000075,,,900001,,,99,,
5076,1,,,,,,20076,20076,20076,20076,20076,20076,20076,20076,20076,,3000076,,,900001,,,99,,
5077,2,,,,,,30077,30077,30077,30077,30077,30077,30077,30077,30077,,3000077,,,900001,,,99,,
5078,0,,,,,,10078,10078,10078,10078,10078,10078,10078,10078,10078,,3000078,,,900001,,,99,,
5079,0,,,,,,10079,10079,10079,10079,10079,10079,10079,10079,10079,,3000079,,,900001,,,99,,
5080,1,,,,,,20080,20080,20080,20080,20080,20080,20080,20080,20080,,3000080,,,900001,,,99,,
5081,0,,,,,,10081,10081,10081,10081,10081,10081,10081,10081,10081,,3000081,,,900001,,,99,,
5082,2,,,,,,30082,30082,30082,30082,30082,30082,30082,30082,30082,,3000082,,,900001,,,99,,
5083,2,,,,,,30083,30083,30083,30083,30083,30083,30083,30083,30083,,3000083,,,900001,,,99,,
5084,2,,,,,,30084,30084,30084,30084,30084,30084,30084,30084,30084,,3000084,,,900001,,,99,,
5085,2,,,,,,30085,30085,30085,30085,30085,30085,30085,30085,30085,,3000085,,,900001,,,99,,
5086,1,,,,,,20086,20086,20086,20086,20086,20086,20086,20086,20086,,3000086,,,900001,,,99,,
5087,0,,,,,,10087,10087,10087,10087,10087,10087,10087,10087,10087,,3000087,,,900001,,,99,,
