id,item_name_key,icon_res,rewards_quality,help_type,reward_param,rewards_num,help_times,unlock_type,unlock_level,sequenc_weight
10135,100020,res:items/item_900000.png,3,2,1,7706705595600.0,10,2,35,30
10136,100020,res:items/item_900000.png,3,2,1,14072780871100.0,10,2,36,30
10137,100020,res:items/item_900000.png,3,2,1,27078120999000.0,10,2,37,30
10138,100020,res:items/item_900000.png,3,2,1,46309137645800.0,10,2,38,30
10139,100020,res:items/item_900000.png,3,2,1,85451721091500.0,10,2,39,30
10140,100020,res:items/item_900000.png,3,2,1,163845874721700.0,10,2,40,30
10141,100020,res:items/item_900000.png,3,2,1,313726288338900.0,10,2,41,30
10142,100020,res:items/item_900000.png,3,2,1,534158920218200.0,10,2,42,30
10143,100020,res:items/item_900000.png,3,2,1,981532333441300.0,10,2,43,30
10144,100020,res:items/item_900000.png,3,2,1,1780945813096900.0,10,2,44,30
10145,100020,res:items/item_900000.png,3,2,1,3554077736833700.0,10,2,45,30
10146,100020,res:items/item_900000.png,3,2,1,6034381862976300.0,10,2,46,30
10147,100020,res:items/item_900000.png,3,2,1,1.10579357059391e+16,10,2,47,30
10148,100020,res:items/item_900000.png,3,2,1,2.00122384667455e+16,10,2,48,30
10149,100020,res:items/item_900000.png,3,2,1,3.81751541677186e+16,10,2,49,30
10150,100020,res:items/item_900000.png,3,2,1,8.04975062386394e+16,10,2,50,30
10151,100020,res:items/item_900000.png,3,2,1,1.63440844713079e+17,10,2,51,30
10152,100020,res:items/item_900000.png,3,2,1,2.76902702639723e+17,10,2,52,30
10153,100020,res:items/item_900000.png,3,2,1,5.62071618734441e+17,10,2,53,30
10154,100020,res:items/item_900000.png,3,2,1,1.14079822056324e+18,10,2,54,30
10155,100020,res:items/item_900000.png,3,2,1,2.3898101046778e+18,10,2,55,30
10156,100020,res:items/item_900000.png,3,2,1,4.54385705766124e+18,10,2,56,30
10157,100020,res:items/item_900000.png,3,2,1,9.33387062797043e+18,10,2,57,30
10158,100020,res:items/item_900000.png,3,2,1,1.86081902855744e+19,10,2,58,30
10159,100020,res:items/item_900000.png,3,2,1,3.18625921614943e+19,10,2,59,30
10160,100020,res:items/item_900000.png,3,2,1,6.53281143881884e+19,10,2,60,30
10161,100020,res:items/item_900000.png,3,2,1,1.33838875258658e+20,10,2,61,30
10162,100020,res:items/item_900000.png,3,2,1,2.74000187495195e+20,10,2,62,30
10163,100020,res:items/item_900000.png,3,2,1,5.12923673502613e+20,10,2,63,30
10164,100020,res:items/item_900000.png,3,2,1,1.04931269549255e+21,10,2,64,30
10165,100020,res:items/item_900000.png,3,2,1,2.14530219526938e+21,10,2,65,30
10166,100020,res:items/item_900000.png,3,2,1,3.65709647172684e+21,10,2,66,30
10167,100020,res:items/item_900000.png,3,2,1,7.4680713212485e+21,10,2,67,30
10168,100020,res:items/item_900000.png,3,2,1,1.49182301878446e+22,10,2,68,30
10169,100020,res:items/item_900000.png,3,2,1,3.0447507448581e+22,10,2,69,30
10170,100020,res:items/item_900000.png,3,2,1,5.82529321403168e+22,10,2,70,30
10171,100020,res:items/item_900000.png,3,2,1,1.18779138989373e+23,10,2,71,30
10172,100020,res:items/item_900000.png,3,2,1,2.42089166637525e+23,10,2,72,30
10173,100020,res:items/item_900000.png,3,2,1,4.03699452762116e+23,10,2,73,30
10174,100020,res:items/item_900000.png,3,2,1,8.22399073922802e+23,10,2,74,30
10175,100020,res:items/item_900000.png,3,2,1,1.67471294513151e+24,10,2,75,30
10176,100020,res:items/item_900000.png,3,2,1,3.40909357075575e+24,10,2,76,30
10177,100020,res:items/item_900000.png,3,2,1,6.50612519160398e+24,10,2,77,30
10178,100020,res:items/item_900000.png,3,2,1,1.30104791836954e+25,10,2,78,30
10179,100020,res:items/item_900000.png,3,2,1,2.64650997278137e+25,10,2,79,30
10180,100020,res:items/item_900000.png,3,2,1,5.38165529069965e+25,10,2,80,30
10401,107049,image/item/item_323000,4,1,323001,2.0,10,2,-1,35
10402,107049,image/item/item_323000,4,1,323001,2.0,10,2,-1,35
10403,107049,image/item/item_323000,4,1,323001,2.0,10,2,-1,35
10404,107049,image/item/item_323000,4,1,323001,2.0,10,2,-1,35
10405,107049,image/item/item_323000,4,1,323001,2.0,10,2,5,35
10406,107049,image/item/item_323000,4,1,323001,3.0,10,2,6,35
10407,107049,image/item/item_323000,4,1,323001,3.0,10,2,7,35
10408,107049,image/item/item_323000,4,1,323001,4.0,10,2,8,35
10409,107049,image/item/item_323000,4,1,323001,4.0,10,2,9,35
10410,107049,image/item/item_323000,4,1,323001,5.0,10,2,10,35
10411,107049,image/item/item_323000,4,1,323001,5.0,10,2,11,35
10412,107049,image/item/item_323000,4,1,323001,6.0,10,2,12,35
10413,107049,image/item/item_323000,4,1,323001,6.0,10,2,13,35
10414,107049,image/item/item_323000,4,1,323001,7.0,10,2,14,35
10415,107049,image/item/item_323000,4,1,323001,7.0,10,2,15,35
10416,107049,image/item/item_323000,4,1,323001,8.0,10,2,16,35
10417,107049,image/item/item_323000,4,1,323001,8.0,10,2,17,35
10418,107049,image/item/item_323000,4,1,323001,9.0,10,2,18,35
10419,107049,image/item/item_323000,4,1,323001,9.0,10,2,19,35
10420,107049,image/item/item_323000,4,1,323001,10.0,10,2,20,35
10421,107049,image/item/item_323000,4,1,323001,10.0,10,2,21,35
10422,107049,image/item/item_323000,4,1,323001,11.0,10,2,22,35
10423,107049,image/item/item_323000,4,1,323001,11.0,10,2,23,35
10424,107049,image/item/item_323000,4,1,323001,11.0,10,2,24,35
10425,107049,image/item/item_323000,4,1,323001,11.0,10,2,25,35
10426,107049,image/item/item_323000,4,1,323001,12.0,10,2,26,35
10427,107049,image/item/item_323000,4,1,323001,12.0,10,2,27,35
10428,107049,image/item/item_323000,4,1,323001,12.0,10,2,28,35
10429,107049,image/item/item_323000,4,1,323001,12.0,10,2,29,35
10430,107049,image/item/item_323000,4,1,323001,13.0,10,2,30,35
10431,107049,image/item/item_323000,4,1,323001,13.0,10,2,31,35
10432,107049,image/item/item_323000,4,1,323001,13.0,10,2,32,35
10433,107049,image/item/item_323000,4,1,323001,13.0,10,2,33,35
10434,107049,image/item/item_323000,4,1,323001,14.0,10,2,34,35
10435,107049,image/item/item_323000,4,1,323001,14.0,10,2,35,35
10436,107049,image/item/item_323000,4,1,323001,14.0,10,2,36,35
10437,107049,image/item/item_323000,4,1,323001,14.0,10,2,37,35
10438,107049,image/item/item_323000,4,1,323001,15.0,10,2,38,35
10439,107049,image/item/item_323000,4,1,323001,15.0,10,2,39,35
10440,107049,image/item/item_323000,4,1,323001,15.0,10,2,40,35
10441,107049,image/item/item_323000,4,1,323001,15.0,10,2,41,35
10442,107049,image/item/item_323000,4,1,323001,16.0,10,2,42,35
10443,107049,image/item/item_323000,4,1,323001,16.0,10,2,43,35
10444,107049,image/item/item_323000,4,1,323001,16.0,10,2,44,35
10445,107049,image/item/item_323000,4,1,323001,16.0,10,2,45,35
10446,107049,image/item/item_323000,4,1,323001,17.0,10,2,46,35
10447,107049,image/item/item_323000,4,1,323001,17.0,10,2,47,35
10448,107049,image/item/item_323000,4,1,323001,17.0,10,2,48,35
10449,107049,image/item/item_323000,4,1,323001,17.0,10,2,49,35
10450,107049,image/item/item_323000,4,1,323001,18.0,10,2,50,35
10451,107049,image/item/item_323000,4,1,323001,18.0,10,2,51,35
10452,107049,image/item/item_323000,4,1,323001,18.0,10,2,52,35
10453,107049,image/item/item_323000,4,1,323001,18.0,10,2,53,35
10454,107049,image/item/item_323000,4,1,323001,19.0,10,2,54,35
10455,107049,image/item/item_323000,4,1,323001,19.0,10,2,55,35
10456,107049,image/item/item_323000,4,1,323001,19.0,10,2,56,35
10457,107049,image/item/item_323000,4,1,323001,19.0,10,2,57,35
10458,107049,image/item/item_323000,4,1,323001,20.0,10,2,58,35
10459,107049,image/item/item_323000,4,1,323001,20.0,10,2,59,35
10460,107049,image/item/item_323000,4,1,323001,20.0,10,2,60,35
10461,107049,image/item/item_323000,4,1,323001,20.0,10,2,61,35
10462,107049,image/item/item_323000,4,1,323001,21.0,10,2,62,35
10463,107049,image/item/item_323000,4,1,323001,21.0,10,2,63,35
10464,107049,image/item/item_323000,4,1,323001,21.0,10,2,64,35
10465,107049,image/item/item_323000,4,1,323001,22.0,10,2,65,35
10466,107049,image/item/item_323000,4,1,323001,22.0,10,2,66,35
10467,107049,image/item/item_323000,4,1,323001,22.0,10,2,67,35
10468,107049,image/item/item_323000,4,1,323001,23.0,10,2,68,35
10469,107049,image/item/item_323000,4,1,323001,23.0,10,2,69,35
10470,107049,image/item/item_323000,4,1,323001,23.0,10,2,70,35
10471,107049,image/item/item_323000,4,1,323001,24.0,10,2,71,35
10472,107049,image/item/item_323000,4,1,323001,24.0,10,2,72,35
10473,107049,image/item/item_323000,4,1,323001,24.0,10,2,73,35
10474,107049,image/item/item_323000,4,1,323001,25.0,10,2,74,35
10475,107049,image/item/item_323000,4,1,323001,25.0,10,2,75,35
10476,107049,image/item/item_323000,4,1,323001,25.0,10,2,76,35
10477,107049,image/item/item_323000,4,1,323001,26.0,10,2,77,35
10478,107049,image/item/item_323000,4,1,323001,26.0,10,2,78,35
10479,107049,image/item/item_323000,4,1,323001,26.0,10,2,79,35
10480,107049,image/item/item_323000,4,1,323001,27.0,10,2,80,35
20101,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,-1,50
20102,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,-1,50
20103,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,-1,50
20104,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,-1,50
20105,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,5,50
20106,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,6,50
20107,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,7,50
20108,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,8,50
20109,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,9,50
20110,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,10,50
20111,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,11,50
20112,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,12,50
20113,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,13,50
20114,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,14,50
20115,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,15,50
20116,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,16,50
20117,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,17,50
20118,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,18,50
20119,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,19,50
20120,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,20,50
20121,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,21,50
20122,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,22,50
20123,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,23,50
20124,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,24,50
20125,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,25,50
20126,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,26,50
20127,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,27,50
20128,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,28,50
20129,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,29,50
20130,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,30,50
20131,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,31,50
20132,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,32,50
20133,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,33,50
20134,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,34,50
20135,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,35,50
20136,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,36,50
20137,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,37,50
20138,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,38,50
20139,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,39,50
20140,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,40,50
20141,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,41,50
20142,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,42,50
20143,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,43,50
20144,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,44,50
20145,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,45,50
20146,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,46,50
20147,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,47,50
20148,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,48,50
20149,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,49,50
20150,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,50,50
20151,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,51,50
20152,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,52,50
20153,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,53,50
20154,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,54,50
20155,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,55,50
20156,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,56,50
20157,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,57,50
20158,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,58,50
20159,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,59,50
20160,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,60,50
20161,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,61,50
20162,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,62,50
20163,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,63,50
20164,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,64,50
20165,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,65,50
20166,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,66,50
20167,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,67,50
20168,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,68,50
20169,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,69,50
20170,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,70,50
20171,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,71,50
20172,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,72,50
20173,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,73,50
20174,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,74,50
20175,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,75,50
20176,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,76,50
20177,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,77,50
20178,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,78,50
20179,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,79,50
20180,103797,image/allianceHelp/Uints_Army,4,3,101,3.0,10,2,80,50
20201,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20202,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20203,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20204,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20205,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20206,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20207,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20208,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20209,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20210,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20211,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,-1,49
20212,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,12,49
20213,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,13,49
20214,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,14,49
20215,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,15,49
20216,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,16,49
20217,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,17,49
20218,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,18,49
20219,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,19,49
20220,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,20,49
20221,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,21,49
20222,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,22,49
20223,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,23,49
20224,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,24,49
20225,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,25,49
20226,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,26,49
20227,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,27,49
20228,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,28,49
20229,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,29,49
20230,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,30,49
20231,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,31,49
20232,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,32,49
20233,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,33,49
20234,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,34,49
20235,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,35,49
20236,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,36,49
20237,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,37,49
20238,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,38,49
20239,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,39,49
20240,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,40,49
20241,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,41,49
20242,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,42,49
20243,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,43,49
20244,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,44,49
20245,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,45,49
20246,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,46,49
20247,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,47,49
20248,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,48,49
20249,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,49,49
20250,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,50,49
20251,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,51,49
20252,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,52,49
20253,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,53,49
20254,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,54,49
20255,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,55,49
20256,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,56,49
20257,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,57,49
20258,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,58,49
20259,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,59,49
20260,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,60,49
20261,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,61,49
20262,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,62,49
20263,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,63,49
20264,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,64,49
20265,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,65,49
20266,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,66,49
20267,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,67,49
20268,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,68,49
20269,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,69,49
20270,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,70,49
20271,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,71,49
20272,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,72,49
20273,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,73,49
20274,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,74,49
20275,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,75,49
20276,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,76,49
20277,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,77,49
20278,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,78,49
20279,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,79,49
20280,103893,image/allianceHelp/Uints_Navy,4,3,201,3.0,10,2,80,49
20301,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20302,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20303,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20304,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20305,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20306,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20307,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20308,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20309,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20310,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20311,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20312,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20313,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20314,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20315,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20316,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20317,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,-1,48
20318,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,18,48
20319,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,19,48
20320,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,20,48
20321,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,21,48
20322,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,22,48
20323,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,23,48
20324,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,24,48
20325,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,25,48
20326,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,26,48
20327,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,27,48
20328,103989,image/allianceHelp/Uints_Airforce,4,3,301,3.0,10,2,28,48
