id,mission_name,order,condition,condition_id,condition_num,reward_id,icon,discription,tip_text,guide_group,previous_quest,reward_multiple,extra_reward,extra_reward_share,key_name,guide_group_v1,switch_monster_v2_show,switch_not_show
101121,Create {1} Lv.{2} {0},21040,101,1721,1.0,4112021,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,21,,0,
101122,Create {1} Lv.{2} {0},22040,101,1722,1.0,4112022,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,22,,0,
101123,Create {1} Lv.{2} {0},23040,101,1723,1.0,4112023,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,23,,0,
101124,Create {1} Lv.{2} {0},24040,101,1724,1.0,4112024,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,24,,0,
101125,Create {1} Lv.{2} {0},25040,101,1725,1.0,4112025,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,25,,0,
101126,Create {1} Lv.{2} {0},26040,101,1726,1.0,4112026,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,26,,0,
101127,Create {1} Lv.{2} {0},27040,101,1727,1.0,4112027,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,27,,0,
101128,Create {1} Lv.{2} {0},28040,101,1728,1.0,4112028,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,28,,0,
101129,Create {1} Lv.{2} {0},29040,101,1729,1.0,4112029,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,29,,0,
101130,Create {1} Lv.{2} {0},30040,101,1730,1.0,4112030,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,30,,0,
101131,Create {1} Lv.{2} {0},31040,101,1731,1.0,4112031,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,31,,0,
101132,Create {1} Lv.{2} {0},32040,101,1732,1.0,4112032,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,32,,0,
101133,Create {1} Lv.{2} {0},33040,101,1733,1.0,4112033,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,33,,0,
101134,Create {1} Lv.{2} {0},34040,101,1734,1.0,4112034,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,34,,0,
101135,Create {1} Lv.{2} {0},35040,101,1735,1.0,4112035,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,35,,0,
101136,Create {1} Lv.{2} {0},36040,101,1736,1.0,4112036,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,36,,0,
101137,Create {1} Lv.{2} {0},37040,101,1737,1.0,4112037,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,37,,0,
101138,Create {1} Lv.{2} {0},38040,101,1738,1.0,4112038,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,38,,0,
101139,Create {1} Lv.{2} {0},39040,101,1739,1.0,4112039,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,39,,0,
101140,Create {1} Lv.{2} {0},40040,101,1740,1.0,4112040,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,40,,0,
101141,Create {1} Lv.{2} {0},41040,101,1741,1.0,4112041,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,41,,0,
101142,Create {1} Lv.{2} {0},42040,101,1742,1.0,4112042,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,42,,0,
101143,Create {1} Lv.{2} {0},43040,101,1743,1.0,4112043,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,43,,0,
101144,Create {1} Lv.{2} {0},44040,101,1744,1.0,4112044,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,44,,0,
101145,Create {1} Lv.{2} {0},45040,101,1745,1.0,4112045,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,45,,0,
101146,Create {1} Lv.{2} {0},46040,101,1746,1.0,4112046,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,46,,0,
101147,Create {1} Lv.{2} {0},47040,101,1747,1.0,4112047,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,47,,0,
101148,Create {1} Lv.{2} {0},48040,101,1748,1.0,4112048,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,48,,0,
101149,Create {1} Lv.{2} {0},49040,101,1749,1.0,4112049,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,49,,0,
101150,Create {1} Lv.{2} {0},50040,101,1750,1.0,4112050,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,50,,0,
101201,Build 1 Lv. 1 Barracks,3010,101,1041,1.0,4112051,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},11,,0,0,0,1,,0,
101202,Create {1} Lv.{2} {0},3012,101,1042,1.0,4112052,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,2,,0,
101203,Create {1} Lv.{2} {0},3020,101,1043,1.0,4112053,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,3,,0,
101204,Create {1} Lv.{2} {0},4040,101,1044,1.0,4112054,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,4,,0,
101205,Create {1} Lv.{2} {0},5050,101,1045,1.0,4112055,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,5,,0,
101206,Create {1} Lv.{2} {0},6055,101,1046,1.0,4112056,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,6,,0,
101207,Create {1} Lv.{2} {0},7055,101,1047,1.0,4112057,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,7,,0,
101208,Create {1} Lv.{2} {0},8055,101,1048,1.0,4112058,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,8,,0,
101209,Create {1} Lv.{2} {0},9050,101,1049,1.0,4112059,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,9,,0,
101210,Create {1} Lv.{2} {0},10050,101,1050,1.0,4112060,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,10,,0,
101211,Create {1} Lv.{2} {0},11050,101,104011,1.0,4112061,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,11,,0,
101212,Create {1} Lv.{2} {0},12050,101,104012,1.0,4112062,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,12,,0,
101213,Create {1} Lv.{2} {0},13050,101,104013,1.0,4112063,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,13,,0,
101214,Create {1} Lv.{2} {0},14050,101,104014,1.0,4112064,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,14,,0,
101215,Create {1} Lv.{2} {0},15050,101,104015,1.0,4112065,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,15,,0,
101216,Create {1} Lv.{2} {0},16050,101,104016,1.0,4112066,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,16,,0,
101217,Create {1} Lv.{2} {0},17050,101,104017,1.0,4112067,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,17,,0,
101218,Create {1} Lv.{2} {0},18050,101,104018,1.0,4112068,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,18,,0,
101219,Create {1} Lv.{2} {0},19050,101,104019,1.0,4112069,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,19,,0,
101220,Create {1} Lv.{2} {0},20050,101,104020,1.0,4112070,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,20,,0,
101221,Create {1} Lv.{2} {0},21050,101,104021,1.0,4112071,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,21,,0,
101222,Create {1} Lv.{2} {0},22050,101,104022,1.0,4112072,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,22,,0,
101223,Create {1} Lv.{2} {0},23050,101,104023,1.0,4112073,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,23,,0,
101224,Create {1} Lv.{2} {0},24050,101,104024,1.0,4112074,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,24,,0,
101225,Create {1} Lv.{2} {0},25050,101,104025,1.0,4112075,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,25,,0,
101226,Create {1} Lv.{2} {0},26050,101,104026,1.0,4112076,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,26,,0,
101227,Create {1} Lv.{2} {0},27050,101,104027,1.0,4112077,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,27,,0,
101228,Create {1} Lv.{2} {0},28050,101,104028,1.0,4112078,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,28,,0,
101229,Create {1} Lv.{2} {0},29050,101,104029,1.0,4112079,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,29,,0,
101230,Create {1} Lv.{2} {0},30050,101,104030,1.0,4112080,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,30,,0,
101231,Create {1} Lv.{2} {0},31050,101,104031,1.0,4112081,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,31,,0,
101232,Create {1} Lv.{2} {0},32050,101,104032,1.0,4112082,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,32,,0,
101233,Create {1} Lv.{2} {0},33050,101,104033,1.0,4112083,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,33,,0,
101234,Create {1} Lv.{2} {0},34050,101,104034,1.0,4112084,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,34,,0,
101235,Create {1} Lv.{2} {0},35050,101,104035,1.0,4112085,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,35,,0,
101236,Create {1} Lv.{2} {0},36050,101,104036,1.0,4112086,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,36,,0,
101237,Create {1} Lv.{2} {0},37050,101,104037,1.0,4112087,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,37,,0,
101238,Create {1} Lv.{2} {0},38050,101,104038,1.0,4112088,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,38,,0,
101239,Create {1} Lv.{2} {0},39050,101,104039,1.0,4112089,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,39,,0,
101240,Create {1} Lv.{2} {0},40050,101,104040,1.0,4112090,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,40,,0,
101241,Create {1} Lv.{2} {0},41050,101,104041,1.0,4112091,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,41,,0,
101242,Create {1} Lv.{2} {0},42050,101,104042,1.0,4112092,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,42,,0,
101243,Create {1} Lv.{2} {0},43050,101,104043,1.0,4112093,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,43,,0,
101244,Create {1} Lv.{2} {0},44050,101,104044,1.0,4112094,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,44,,0,
101245,Create {1} Lv.{2} {0},45050,101,104045,1.0,4112095,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,45,,0,
101246,Create {1} Lv.{2} {0},46050,101,104046,1.0,4112096,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,46,,0,
101247,Create {1} Lv.{2} {0},47050,101,104047,1.0,4112097,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,47,,0,
101248,Create {1} Lv.{2} {0},48050,101,104048,1.0,4112098,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,48,,0,
101249,Create {1} Lv.{2} {0},49050,101,104049,1.0,4112099,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,49,,0,
101250,Create {1} Lv.{2} {0},50050,101,104050,1.0,4112100,task_jianzao,Create {1} Lv.{2} {0},Create {1} Lv.{2} {0},6,,0,0,0,50,,0,
102101,Train {1} {0}.,5,106,101,5.0,4112101,task_xunlian,Train {1} {0}.,Train {1} {0}.,10,,0,0,0,,,0,
102102,Merge {1} {0}.,10,102,10002,1.0,4112102,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,2,,0,
102103,Merge {1} {0}.,15,102,10003,1.0,4112103,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,3,,0,
102104,Merge {1} {0}.,1025,102,10004,1.0,4112104,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,4,,0,
102105,Merge {1} {0}.,4100,102,10005,1.0,4112105,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,5,,0,
102106,Merge {1} {0}.,5025,102,10006,1.0,4112106,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,6,,0,
102107,Merge {1} {0}.,6020,102,10007,1.0,4112107,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,7,,0,
102108,Merge {1} {0}.,7020,102,10008,1.0,4112108,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,8,,0,
102109,Merge {1} {0}.,8020,102,10009,1.0,4112109,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,9,,0,
102110,Merge {1} {0}.,9020,102,10010,1.0,4112110,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,10,,0,
102111,Merge {1} {0}.,10020,102,10011,1.0,4112111,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,11,,0,
102112,Merge {1} {0}.,11020,102,10012,1.0,4112112,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,12,,0,
102113,Merge {1} {0}.,12020,102,10013,1.0,4112113,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,13,,0,
102114,Merge {1} {0}.,13020,102,10014,1.0,4112114,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,14,,0,
102115,Merge {1} {0}.,14020,102,10015,1.0,4112115,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,15,,0,
102116,Merge {1} {0}.,15020,102,10016,1.0,4112116,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,16,,0,
102117,Merge {1} {0}.,16020,102,10017,1.0,4112117,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,17,,0,
102118,Merge {1} {0}.,17020,102,10018,1.0,4112118,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,18,,0,
102119,Merge {1} {0}.,18020,102,10019,1.0,4112119,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,19,,0,
102120,Merge {1} {0}.,19020,102,10020,1.0,4112120,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,20,,0,
102121,Merge {1} {0}.,20020,102,10021,1.0,4112121,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,21,,0,
102122,Merge {1} {0}.,21020,102,10022,1.0,4112122,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,22,,0,
102123,Merge {1} {0}.,22020,102,10023,1.0,4112123,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,23,,0,
102124,Merge {1} {0}.,23020,102,10024,1.0,4112124,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,24,,0,
102125,Merge {1} {0}.,24020,102,10025,1.0,4112125,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,25,,0,
102126,Merge {1} {0}.,25020,102,10026,1.0,4112126,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,26,,0,
102127,Merge {1} {0}.,26020,102,10027,1.0,4112127,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,27,,0,
102128,Merge {1} {0}.,27020,102,10028,1.0,4112128,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,28,,0,
102129,Merge {1} {0}.,28020,102,10029,1.0,4112129,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,29,,0,
102130,Merge {1} {0}.,29020,102,10030,1.0,4112130,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,30,,0,
102131,Merge {1} {0}.,30020,102,10031,1.0,4112131,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,31,,0,
102132,Merge {1} {0}.,31020,102,10032,1.0,4112132,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,32,,0,
102133,Merge {1} {0}.,32020,102,10033,1.0,4112133,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,33,,0,
102134,Merge {1} {0}.,33020,102,10034,1.0,4112134,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,34,,0,
102135,Merge {1} {0}.,34020,102,10035,1.0,4112135,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,35,,0,
102136,Merge {1} {0}.,35020,102,10036,1.0,4112136,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,36,,0,
102137,Merge {1} {0}.,36020,102,10037,1.0,4112137,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,37,,0,
102138,Merge {1} {0}.,37020,102,10038,1.0,4112138,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,38,,0,
102139,Merge {1} {0}.,38020,102,10039,1.0,4112139,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,39,,0,
102140,Merge {1} {0}.,39020,102,10040,1.0,4112140,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,40,,0,
102141,Merge {1} {0}.,40020,102,10041,1.0,4112141,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,41,,0,
102142,Merge {1} {0}.,41020,102,10042,1.0,4112142,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,42,,0,
102143,Merge {1} {0}.,42020,102,10043,1.0,4112143,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,43,,0,
102144,Merge {1} {0}.,43020,102,10044,1.0,4112144,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,44,,0,
102145,Merge {1} {0}.,44020,102,10045,1.0,4112145,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,45,,0,
102146,Merge {1} {0}.,45020,102,10046,1.0,4112146,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,46,,0,
102147,Merge {1} {0}.,46020,102,10047,1.0,4112147,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,47,,0,
102148,Merge {1} {0}.,47020,102,10048,1.0,4112148,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,48,,0,
102149,Merge {1} {0}.,48020,102,10049,1.0,4112149,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,49,,0,
102150,Merge {1} {0}.,49020,102,10050,1.0,4112150,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,0,50,,0,
103101,Unlock area No. {0}.,20,103,0,3.0,4112151,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,1,,0,
103102,Unlock area No. {0}.,3000,103,0,4.0,4112152,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,2,,0,
103103,Unlock area No. {0}.,4010,103,0,5.0,4112153,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,3,,0,
103104,Unlock area No. {0}.,5010,103,0,6.0,4112154,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,4,,0,
103105,Unlock area No. {0}.,6010,103,0,7.0,4112155,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,5,,0,
103106,Unlock area No. {0}.,7010,103,0,8.0,4112156,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,6,,0,
103107,Unlock area No. {0}.,8010,103,0,9.0,4112157,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,7,,0,
103108,Unlock area No. {0}.,9010,103,0,10.0,4112158,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,8,,0,
103109,Unlock area No. {0}.,11010,103,0,11.0,4112159,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,9,,0,
103110,Unlock area No. {0}.,13010,103,0,12.0,4112160,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,10,,0,
103111,Unlock area No. {0}.,15010,103,0,13.0,4112161,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,11,,0,
103112,Unlock area No. {0}.,17010,103,0,14.0,4112162,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,12,,0,
103113,Unlock area No. {0}.,19010,103,0,15.0,4112163,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,13,,0,
103114,Unlock area No. {0}.,21010,103,0,16.0,4112164,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,14,,0,
103115,Unlock area No. {0}.,23010,103,0,17.0,4112165,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,15,,0,
103116,Unlock area No. {0}.,25010,103,0,18.0,4112166,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,16,,0,
103117,Unlock area No. {0}.,27010,103,0,19.0,4112167,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,17,,0,
103118,Unlock area No. {0}.,29010,103,0,20.0,4112168,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,18,,0,
103119,Unlock area No. {0}.,31010,103,0,21.0,4112169,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,19,,0,
103120,Unlock area No. {0}.,33010,103,0,22.0,4112170,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,20,,0,
