id,group_id,level,reward,monster_level,star,monster_star,monster_name,monster_desc,model,icon_min,icon_max,soldier_level,soldier_count,hero_star,hero_level,component_level,csb_monster_score
1054,1,54,0,1054,,,,,,,,,,,,,7
1055,1,55,0,1055,,,,,,,,,,,,,7
1056,1,56,0,1056,,,,,,,,,,,,,7
1057,1,57,0,1057,,,,,,,,,,,,,7
1058,1,58,0,1058,,,,,,,,,,,,,7
1059,1,59,0,1059,,,,,,,,,,,,,7
1060,1,60,0,1060,,,,,,,,,,,,,7
1061,1,61,0,1061,,,,,,,,,,,,,8
1062,1,62,0,1062,,,,,,,,,,,,,8
1063,1,63,0,1063,,,,,,,,,,,,,8
1064,1,64,0,1064,,,,,,,,,,,,,8
1065,1,65,0,1065,,,,,,,,,,,,,8
1066,1,66,0,1066,,,,,,,,,,,,,8
1067,1,67,0,1067,,,,,,,,,,,,,8
1068,1,68,0,1068,,,,,,,,,,,,,8
1069,1,69,0,1069,,,,,,,,,,,,,8
1070,1,70,0,1070,,,,,,,,,,,,,8
1071,1,71,0,1071,,,,,,,,,,,,,8
1072,1,72,0,1072,,,,,,,,,,,,,8
1073,1,73,0,1073,,,,,,,,,,,,,8
1074,1,74,0,1074,,,,,,,,,,,,,8
1075,1,75,0,1075,,,,,,,,,,,,,8
1076,1,76,0,1076,,,,,,,,,,,,,8
1077,1,77,0,1077,,,,,,,,,,,,,8
1078,1,78,0,1078,,,,,,,,,,,,,8
1079,1,79,0,1079,,,,,,,,,,,,,8
1080,1,80,0,1080,,,,,,,,,,,,,8
1081,1,81,0,1081,,,,,,,,,,,,,8
1082,1,82,0,1082,,,,,,,,,,,,,8
1083,1,83,0,1083,,,,,,,,,,,,,8
1084,1,84,0,1084,,,,,,,,,,,,,8
1085,1,85,0,1085,,,,,,,,,,,,,8
1086,1,86,0,1086,,,,,,,,,,,,,8
1087,1,87,0,1087,,,,,,,,,,,,,8
1088,1,88,0,1088,,,,,,,,,,,,,8
1089,1,89,0,1089,,,,,,,,,,,,,8
1090,1,90,0,1090,,,,,,,,,,,,,8
1091,1,91,0,1091,,,,,,,,,,,,,8
1092,1,92,0,1092,,,,,,,,,,,,,8
1093,1,93,0,1093,,,,,,,,,,,,,8
1094,1,94,0,1094,,,,,,,,,,,,,8
1095,1,95,0,1095,,,,,,,,,,,,,8
1096,1,96,0,1096,,,,,,,,,,,,,8
1097,1,97,0,1097,,,,,,,,,,,,,8
1098,1,98,0,1098,,,,,,,,,,,,,8
1099,1,99,0,1099,,,,,,,,,,,,,8
1100,1,100,0,1100,,,,,,,,,,,,,8
2001,2,1,0,2001,,,,,,,,,,,,,2
2002,2,2,0,2002,,,,,,,,,,,,,2
2003,2,3,0,2003,,,,,,,,,,,,,2
2004,2,4,0,2004,,,,,,,,,,,,,2
2005,2,5,0,2005,,,,,,,,,,,,,2
2006,2,6,0,2006,,,,,,,,,,,,,2
2007,2,7,0,2007,,,,,,,,,,,,,2
2008,2,8,0,2008,,,,,,,,,,,,,2
2009,2,9,0,2009,,,,,,,,,,,,,2
2010,2,10,0,2010,,,,,,,,,,,,,2
2011,2,11,0,2011,,,,,,,,,,,,,3
2012,2,12,0,2012,,,,,,,,,,,,,3
2013,2,13,0,2013,,,,,,,,,,,,,3
2014,2,14,0,2014,,,,,,,,,,,,,3
2015,2,15,0,2015,,,,,,,,,,,,,3
2016,2,16,0,2016,,,,,,,,,,,,,3
2017,2,17,0,2017,,,,,,,,,,,,,3
2018,2,18,0,2018,,,,,,,,,,,,,3
2019,2,19,0,2019,,,,,,,,,,,,,3
2020,2,20,0,2020,,,,,,,,,,,,,3
2021,2,21,0,2021,,,,,,,,,,,,,4
2022,2,22,0,2022,,,,,,,,,,,,,4
2023,2,23,0,2023,,,,,,,,,,,,,4
2024,2,24,0,2024,,,,,,,,,,,,,4
2025,2,25,0,2025,,,,,,,,,,,,,4
2026,2,26,0,2026,,,,,,,,,,,,,4
2027,2,27,0,2027,,,,,,,,,,,,,4
2028,2,28,0,2028,,,,,,,,,,,,,4
2029,2,29,0,2029,,,,,,,,,,,,,4
2030,2,30,0,2030,,,,,,,,,,,,,4
2031,2,31,0,2031,,,,,,,,,,,,,5
2032,2,32,0,2032,,,,,,,,,,,,,5
2033,2,33,0,2033,,,,,,,,,,,,,5
2034,2,34,0,2034,,,,,,,,,,,,,5
2035,2,35,0,2035,,,,,,,,,,,,,5
2036,2,36,0,2036,,,,,,,,,,,,,5
2037,2,37,0,2037,,,,,,,,,,,,,5
2038,2,38,0,2038,,,,,,,,,,,,,5
2039,2,39,0,2039,,,,,,,,,,,,,5
2040,2,40,0,2040,,,,,,,,,,,,,5
2041,2,41,0,2041,,,,,,,,,,,,,6
2042,2,42,0,2042,,,,,,,,,,,,,6
2043,2,43,0,2043,,,,,,,,,,,,,6
2044,2,44,0,2044,,,,,,,,,,,,,6
2045,2,45,0,2045,,,,,,,,,,,,,6
2046,2,46,0,2046,,,,,,,,,,,,,6
2047,2,47,0,2047,,,,,,,,,,,,,6
2048,2,48,0,2048,,,,,,,,,,,,,6
2049,2,49,0,2049,,,,,,,,,,,,,6
2050,2,50,0,2050,,,,,,,,,,,,,6
2051,2,51,0,2051,,,,,,,,,,,,,7
2052,2,52,0,2052,,,,,,,,,,,,,7
2053,2,53,0,2053,,,,,,,,,,,,,7
2054,2,54,0,2054,,,,,,,,,,,,,7
2055,2,55,0,2055,,,,,,,,,,,,,7
2056,2,56,0,2056,,,,,,,,,,,,,7
2057,2,57,0,2057,,,,,,,,,,,,,7
2058,2,58,0,2058,,,,,,,,,,,,,7
2059,2,59,0,2059,,,,,,,,,,,,,7
2060,2,60,0,2060,,,,,,,,,,,,,7
2061,2,61,0,2061,,,,,,,,,,,,,8
2062,2,62,0,2062,,,,,,,,,,,,,8
2063,2,63,0,2063,,,,,,,,,,,,,8
2064,2,64,0,2064,,,,,,,,,,,,,8
2065,2,65,0,2065,,,,,,,,,,,,,8
2066,2,66,0,2066,,,,,,,,,,,,,8
2067,2,67,0,2067,,,,,,,,,,,,,8
2068,2,68,0,2068,,,,,,,,,,,,,8
2069,2,69,0,2069,,,,,,,,,,,,,8
2070,2,70,0,2070,,,,,,,,,,,,,8
2071,2,71,0,2071,,,,,,,,,,,,,8
2072,2,72,0,2072,,,,,,,,,,,,,8
2073,2,73,0,2073,,,,,,,,,,,,,8
2074,2,74,0,2074,,,,,,,,,,,,,8
2075,2,75,0,2075,,,,,,,,,,,,,8
2076,2,76,0,2076,,,,,,,,,,,,,8
2077,2,77,0,2077,,,,,,,,,,,,,8
2078,2,78,0,2078,,,,,,,,,,,,,8
2079,2,79,0,2079,,,,,,,,,,,,,8
2080,2,80,0,2080,,,,,,,,,,,,,8
2081,2,81,0,2081,,,,,,,,,,,,,8
2082,2,82,0,2082,,,,,,,,,,,,,8
2083,2,83,0,2083,,,,,,,,,,,,,8
2084,2,84,0,2084,,,,,,,,,,,,,8
2085,2,85,0,2085,,,,,,,,,,,,,8
2086,2,86,0,2086,,,,,,,,,,,,,8
2087,2,87,0,2087,,,,,,,,,,,,,8
2088,2,88,0,2088,,,,,,,,,,,,,8
2089,2,89,0,2089,,,,,,,,,,,,,8
2090,2,90,0,2090,,,,,,,,,,,,,8
2091,2,91,0,2091,,,,,,,,,,,,,8
2092,2,92,0,2092,,,,,,,,,,,,,8
2093,2,93,0,2093,,,,,,,,,,,,,8
2094,2,94,0,2094,,,,,,,,,,,,,8
2095,2,95,0,2095,,,,,,,,,,,,,8
2096,2,96,0,2096,,,,,,,,,,,,,8
2097,2,97,0,2097,,,,,,,,,,,,,8
2098,2,98,0,2098,,,,,,,,,,,,,8
2099,2,99,0,2099,,,,,,,,,,,,,8
2100,2,100,0,2100,,,,,,,,,,,,,8
3001,3,1,0,3001,,,,,,,,,,,,,2
3002,3,2,0,3002,,,,,,,,,,,,,2
3003,3,3,0,3003,,,,,,,,,,,,,2
3004,3,4,0,3004,,,,,,,,,,,,,2
3005,3,5,0,3005,,,,,,,,,,,,,2
3006,3,6,0,3006,,,,,,,,,,,,,2
3007,3,7,0,3007,,,,,,,,,,,,,2
3008,3,8,0,3008,,,,,,,,,,,,,2
3009,3,9,0,3009,,,,,,,,,,,,,2
3010,3,10,0,3010,,,,,,,,,,,,,2
3011,3,11,0,3011,,,,,,,,,,,,,3
3012,3,12,0,3012,,,,,,,,,,,,,3
3013,3,13,0,3013,,,,,,,,,,,,,3
3014,3,14,0,3014,,,,,,,,,,,,,3
3015,3,15,0,3015,,,,,,,,,,,,,3
3016,3,16,0,3016,,,,,,,,,,,,,3
3017,3,17,0,3017,,,,,,,,,,,,,3
3018,3,18,0,3018,,,,,,,,,,,,,3
3019,3,19,0,3019,,,,,,,,,,,,,3
3020,3,20,0,3020,,,,,,,,,,,,,3
3021,3,21,0,3021,,,,,,,,,,,,,4
3022,3,22,0,3022,,,,,,,,,,,,,4
3023,3,23,0,3023,,,,,,,,,,,,,4
3024,3,24,0,3024,,,,,,,,,,,,,4
3025,3,25,0,3025,,,,,,,,,,,,,4
3026,3,26,0,3026,,,,,,,,,,,,,4
3027,3,27,0,3027,,,,,,,,,,,,,4
3028,3,28,0,3028,,,,,,,,,,,,,4
3029,3,29,0,3029,,,,,,,,,,,,,4
3030,3,30,0,3030,,,,,,,,,,,,,4
3031,3,31,0,3031,,,,,,,,,,,,,5
3032,3,32,0,3032,,,,,,,,,,,,,5
3033,3,33,0,3033,,,,,,,,,,,,,5
3034,3,34,0,3034,,,,,,,,,,,,,5
3035,3,35,0,3035,,,,,,,,,,,,,5
3036,3,36,0,3036,,,,,,,,,,,,,5
3037,3,37,0,3037,,,,,,,,,,,,,5
3038,3,38,0,3038,,,,,,,,,,,,,5
3039,3,39,0,3039,,,,,,,,,,,,,5
3040,3,40,0,3040,,,,,,,,,,,,,5
3041,3,41,0,3041,,,,,,,,,,,,,6
3042,3,42,0,3042,,,,,,,,,,,,,6
3043,3,43,0,3043,,,,,,,,,,,,,6
3044,3,44,0,3044,,,,,,,,,,,,,6
3045,3,45,0,3045,,,,,,,,,,,,,6
3046,3,46,0,3046,,,,,,,,,,,,,6
3047,3,47,0,3047,,,,,,,,,,,,,6
3048,3,48,0,3048,,,,,,,,,,,,,6
3049,3,49,0,3049,,,,,,,,,,,,,6
3050,3,50,0,3050,,,,,,,,,,,,,6
3051,3,51,0,3051,,,,,,,,,,,,,7
3052,3,52,0,3052,,,,,,,,,,,,,7
3053,3,53,0,3053,,,,,,,,,,,,,7
3054,3,54,0,3054,,,,,,,,,,,,,7
3055,3,55,0,3055,,,,,,,,,,,,,7
3056,3,56,0,3056,,,,,,,,,,,,,7
3057,3,57,0,3057,,,,,,,,,,,,,7
3058,3,58,0,3058,,,,,,,,,,,,,7
3059,3,59,0,3059,,,,,,,,,,,,,7
3060,3,60,0,3060,,,,,,,,,,,,,7
3061,3,61,0,3061,,,,,,,,,,,,,8
3062,3,62,0,3062,,,,,,,,,,,,,8
3063,3,63,0,3063,,,,,,,,,,,,,8
3064,3,64,0,3064,,,,,,,,,,,,,8
3065,3,65,0,3065,,,,,,,,,,,,,8
3066,3,66,0,3066,,,,,,,,,,,,,8
3067,3,67,0,3067,,,,,,,,,,,,,8
3068,3,68,0,3068,,,,,,,,,,,,,8
3069,3,69,0,3069,,,,,,,,,,,,,8
3070,3,70,0,3070,,,,,,,,,,,,,8
3071,3,71,0,3071,,,,,,,,,,,,,8
3072,3,72,0,3072,,,,,,,,,,,,,8
3073,3,73,0,3073,,,,,,,,,,,,,8
3074,3,74,0,3074,,,,,,,,,,,,,8
3075,3,75,0,3075,,,,,,,,,,,,,8
3076,3,76,0,3076,,,,,,,,,,,,,8
3077,3,77,0,3077,,,,,,,,,,,,,8
3078,3,78,0,3078,,,,,,,,,,,,,8
3079,3,79,0,3079,,,,,,,,,,,,,8
3080,3,80,0,3080,,,,,,,,,,,,,8
3081,3,81,0,3081,,,,,,,,,,,,,8
3082,3,82,0,3082,,,,,,,,,,,,,8
3083,3,83,0,3083,,,,,,,,,,,,,8
3084,3,84,0,3084,,,,,,,,,,,,,8
3085,3,85,0,3085,,,,,,,,,,,,,8
3086,3,86,0,3086,,,,,,,,,,,,,8
3087,3,87,0,3087,,,,,,,,,,,,,8
3088,3,88,0,3088,,,,,,,,,,,,,8
3089,3,89,0,3089,,,,,,,,,,,,,8
3090,3,90,0,3090,,,,,,,,,,,,,8
3091,3,91,0,3091,,,,,,,,,,,,,8
3092,3,92,0,3092,,,,,,,,,,,,,8
3093,3,93,0,3093,,,,,,,,,,,,,8
3094,3,94,0,3094,,,,,,,,,,,,,8
3095,3,95,0,3095,,,,,,,,,,,,,8
3096,3,96,0,3096,,,,,,,,,,,,,8
3097,3,97,0,3097,,,,,,,,,,,,,8
3098,3,98,0,3098,,,,,,,,,,,,,8
3099,3,99,0,3099,,,,,,,,,,,,,8
3100,3,100,0,3100,,,,,,,,,,,,,8
4001,4,1,0,4001,,,,,,,,,,,,,
4002,4001,1,0,4002,,,,,,,,,,,,,
4003,4002,1,0,4003,,,,,,,,,,,,,
4004,4003,1,0,4004,,,,,,,,,,,,,
4005,4005,1,0,4005,,,,,,,,,,,,,
5001,5,1,0,5001,,,,,,,,,,,,,
5002,5,2,0,5002,,,,,,,,,,,,,
5003,5,3,0,5003,,,,,,,,,,,,,
5004,5,4,0,5004,,,,,,,,,,,,,
5005,5,5,0,5005,,,,,,,,,,,,,
5006,5,6,0,5006,,,,,,,,,,,,,
5007,5,7,0,5007,,,,,,,,,,,,,
5008,5,8,0,5008,,,,,,,,,,,,,
5009,5,9,0,5009,,,,,,,,,,,,,
5010,5,10,0,5010,,,,,,,,,,,,,
5011,5,11,0,5011,,,,,,,,,,,,,
5012,5,12,0,5012,,,,,,,,,,,,,
5013,5,13,0,5013,,,,,,,,,,,,,
5014,5,14,0,5014,,,,,,,,,,,,,
5015,5,15,0,5015,,,,,,,,,,,,,
5016,5,16,0,5016,,,,,,,,,,,,,
5017,5,17,0,5017,,,,,,,,,,,,,
5018,5,18,0,5018,,,,,,,,,,,,,
5019,5,19,0,5019,,,,,,,,,,,,,
5020,5,20,0,5020,,,,,,,,,,,,,
5021,5,21,0,5021,,,,,,,,,,,,,
5022,5,22,0,5022,,,,,,,,,,,,,
5023,5,23,0,5023,,,,,,,,,,,,,
5024,5,24,0,5024,,,,,,,,,,,,,
5025,5,25,0,5025,,,,,,,,,,,,,
5026,5,26,0,5026,,,,,,,,,,,,,
5027,5,27,0,5027,,,,,,,,,,,,,
5028,5,28,0,5028,,,,,,,,,,,,,
5029,5,29,0,5029,,,,,,,,,,,,,
5030,5,30,0,5030,,,,,,,,,,,,,
5031,5,31,0,5031,,,,,,,,,,,,,
5032,5,32,0,5032,,,,,,,,,,,,,
5033,5,33,0,5033,,,,,,,,,,,,,
5034,5,34,0,5034,,,,,,,,,,,,,
5035,5,35,0,5035,,,,,,,,,,,,,
5036,5,36,0,5036,,,,,,,,,,,,,
5037,5,37,0,5037,,,,,,,,,,,,,
5038,5,38,0,5038,,,,,,,,,,,,,
5039,5,39,0,5039,,,,,,,,,,,,,
5040,5,40,0,5040,,,,,,,,,,,,,
5041,5,41,0,5041,,,,,,,,,,,,,
5042,5,42,0,5042,,,,,,,,,,,,,
5043,5,43,0,5043,,,,,,,,,,,,,
5044,5,44,0,5044,,,,,,,,,,,,,
5045,5,45,0,5045,,,,,,,,,,,,,
5046,5,46,0,5046,,,,,,,,,,,,,
5047,5,47,0,5047,,,,,,,,,,,,,
5048,5,48,0,5048,,,,,,,,,,,,,
5049,5,49,0,5049,,,,,,,,,,,,,
5050,5,50,0,5050,,,,,,,,,,,,,
5051,5,51,0,5051,,,,,,,,,,,,,
5052,5,52,0,5052,,,,,,,,,,,,,
5053,5,53,0,5053,,,,,,,,,,,,,
5054,5,54,0,5054,,,,,,,,,,,,,
5055,5,55,0,5055,,,,,,,,,,,,,
5056,5,56,0,5056,,,,,,,,,,,,,
5057,5,57,0,5057,,,,,,,,,,,,,
5058,5,58,0,5058,,,,,,,,,,,,,
5059,5,59,0,5059,,,,,,,,,,,,,
5060,5,60,0,5060,,,,,,,,,,,,,
5061,5,61,0,5061,,,,,,,,,,,,,
5062,5,62,0,5062,,,,,,,,,,,,,
5063,5,63,0,5063,,,,,,,,,,,,,
5064,5,64,0,5064,,,,,,,,,,,,,
5065,5,65,0,5065,,,,,,,,,,,,,
5066,5,66,0,5066,,,,,,,,,,,,,
5067,5,67,0,5067,,,,,,,,,,,,,
5068,5,68,0,5068,,,,,,,,,,,,,
5069,5,69,0,5069,,,,,,,,,,,,,
5070,5,70,0,5070,,,,,,,,,,,,,
5071,5,71,0,5071,,,,,,,,,,,,,
5072,5,72,0,5072,,,,,,,,,,,,,
5073,5,73,0,5073,,,,,,,,,,,,,
5074,5,74,0,5074,,,,,,,,,,,,,
5075,5,75,0,5075,,,,,,,,,,,,,
5076,5,76,0,5076,,,,,,,,,,,,,
5077,5,77,0,5077,,,,,,,,,,,,,
5078,5,78,0,5078,,,,,,,,,,,,,
5079,5,79,0,5079,,,,,,,,,,,,,
5080,5,80,0,5080,,,,,,,,,,,,,
5081,5,81,0,5081,,,,,,,,,,,,,
5082,5,82,0,5082,,,,,,,,,,,,,
5083,5,83,0,5083,,,,,,,,,,,,,
5084,5,84,0,5084,,,,,,,,,,,,,
5085,5,85,0,5085,,,,,,,,,,,,,
5086,5,86,0,5086,,,,,,,,,,,,,
5087,5,87,0,5087,,,,,,,,,,,,,
5088,5,88,0,5088,,,,,,,,,,,,,
5089,5,89,0,5089,,,,,,,,,,,,,
5090,5,90,0,5090,,,,,,,,,,,,,
5091,5,91,0,5091,,,,,,,,,,,,,
5092,5,92,0,5092,,,,,,,,,,,,,
5093,5,93,0,5093,,,,,,,,,,,,,
5094,5,94,0,5094,,,,,,,,,,,,,
5095,5,95,0,5095,,,,,,,,,,,,,
5096,5,96,0,5096,,,,,,,,,,,,,
5097,5,97,0,5097,,,,,,,,,,,,,
5098,5,98,0,5098,,,,,,,,,,,,,
5099,5,99,0,5099,,,,,,,,,,,,,
5100,5,100,0,5100,,,,,,,,,,,,,
6001,6,1,0,6001,,,,,,,,,,,,,
6002,6,2,0,6002,,,,,,,,,,,,,
6003,6,3,0,6003,,,,,,,,,,,,,
6004,6,4,0,6004,,,,,,,,,,,,,
6005,6,5,0,6005,,,,,,,,,,,,,
6006,6,6,0,6006,,,,,,,,,,,,,
6007,6,7,0,6007,,,,,,,,,,,,,
6008,6,8,0,6008,,,,,,,,,,,,,
6009,6,9,0,6009,,,,,,,,,,,,,
6010,6,10,0,6010,,,,,,,,,,,,,
6011,6,11,0,6011,,,,,,,,,,,,,
6012,6,12,0,6012,,,,,,,,,,,,,
6013,6,13,0,6013,,,,,,,,,,,,,
6014,6,14,0,6014,,,,,,,,,,,,,
6015,6,15,0,6015,,,,,,,,,,,,,
6016,6,16,0,6016,,,,,,,,,,,,,
6017,6,17,0,6017,,,,,,,,,,,,,
6018,6,18,0,6018,,,,,,,,,,,,,
6019,6,19,0,6019,,,,,,,,,,,,,
6020,6,20,0,6020,,,,,,,,,,,,,
6021,6,21,0,6021,,,,,,,,,,,,,
6022,6,22,0,6022,,,,,,,,,,,,,
6023,6,23,0,6023,,,,,,,,,,,,,
6024,6,24,0,6024,,,,,,,,,,,,,
6025,6,25,0,6025,,,,,,,,,,,,,
6026,6,26,0,6026,,,,,,,,,,,,,
6027,6,27,0,6027,,,,,,,,,,,,,
6028,6,28,0,6028,,,,,,,,,,,,,
6029,6,29,0,6029,,,,,,,,,,,,,
6030,6,30,0,6030,,,,,,,,,,,,,
6031,6,31,0,6031,,,,,,,,,,,,,
6032,6,32,0,6032,,,,,,,,,,,,,
6033,6,33,0,6033,,,,,,,,,,,,,
6034,6,34,0,6034,,,,,,,,,,,,,
6035,6,35,0,6035,,,,,,,,,,,,,
6036,6,36,0,6036,,,,,,,,,,,,,
6037,6,37,0,6037,,,,,,,,,,,,,
6038,6,38,0,6038,,,,,,,,,,,,,
6039,6,39,0,6039,,,,,,,,,,,,,
6040,6,40,0,6040,,,,,,,,,,,,,
6041,6,41,0,6041,,,,,,,,,,,,,
6042,6,42,0,6042,,,,,,,,,,,,,
6043,6,43,0,6043,,,,,,,,,,,,,
6044,6,44,0,6044,,,,,,,,,,,,,
6045,6,45,0,6045,,,,,,,,,,,,,
6046,6,46,0,6046,,,,,,,,,,,,,
6047,6,47,0,6047,,,,,,,,,,,,,
6048,6,48,0,6048,,,,,,,,,,,,,
6049,6,49,0,6049,,,,,,,,,,,,,
6050,6,50,0,6050,,,,,,,,,,,,,
6051,6,51,0,6051,,,,,,,,,,,,,
6052,6,52,0,6052,,,,,,,,,,,,,
6053,6,53,0,6053,,,,,,,,,,,,,
6054,6,54,0,6054,,,,,,,,,,,,,
6055,6,55,0,6055,,,,,,,,,,,,,
6056,6,56,0,6056,,,,,,,,,,,,,
6057,6,57,0,6057,,,,,,,,,,,,,
6058,6,58,0,6058,,,,,,,,,,,,,
6059,6,59,0,6059,,,,,,,,,,,,,
6060,6,60,0,6060,,,,,,,,,,,,,
6061,6,61,0,6061,,,,,,,,,,,,,
6062,6,62,0,6062,,,,,,,,,,,,,
6063,6,63,0,6063,,,,,,,,,,,,,
6064,6,64,0,6064,,,,,,,,,,,,,
6065,6,65,0,6065,,,,,,,,,,,,,
6066,6,66,0,6066,,,,,,,,,,,,,
6067,6,67,0,6067,,,,,,,,,,,,,
6068,6,68,0,6068,,,,,,,,,,,,,
6069,6,69,0,6069,,,,,,,,,,,,,
6070,6,70,0,6070,,,,,,,,,,,,,
6071,6,71,0,6071,,,,,,,,,,,,,
6072,6,72,0,6072,,,,,,,,,,,,,
6073,6,73,0,6073,,,,,,,,,,,,,
6074,6,74,0,6074,,,,,,,,,,,,,
6075,6,75,0,6075,,,,,,,,,,,,,
6076,6,76,0,6076,,,,,,,,,,,,,
6077,6,77,0,6077,,,,,,,,,,,,,
6078,6,78,0,6078,,,,,,,,,,,,,
6079,6,79,0,6079,,,,,,,,,,,,,
6080,6,80,0,6080,,,,,,,,,,,,,
6081,6,81,0,6081,,,,,,,,,,,,,
6082,6,82,0,6082,,,,,,,,,,,,,
6083,6,83,0,6083,,,,,,,,,,,,,
6084,6,84,0,6084,,,,,,,,,,,,,
6085,6,85,0,6085,,,,,,,,,,,,,
6086,6,86,0,6086,,,,,,,,,,,,,
6087,6,87,0,6087,,,,,,,,,,,,,
6088,6,88,0,6088,,,,,,,,,,,,,
6089,6,89,0,6089,,,,,,,,,,,,,
6090,6,90,0,6090,,,,,,,,,,,,,
6091,6,91,0,6091,,,,,,,,,,,,,
6092,6,92,0,6092,,,,,,,,,,,,,
6093,6,93,0,6093,,,,,,,,,,,,,
6094,6,94,0,6094,,,,,,,,,,,,,
6095,6,95,0,6095,,,,,,,,,,,,,
6096,6,96,0,6096,,,,,,,,,,,,,
6097,6,97,0,6097,,,,,,,,,,,,,
6098,6,98,0,6098,,,,,,,,,,,,,
6099,6,99,0,6099,,,,,,,,,,,,,
6100,6,100,0,6100,,,,,,,,,,,,,
7001,7,1,0,7001,,,,,,,,,,,,,
7002,7,2,0,7002,,,,,,,,,,,,,
7003,7,3,0,7003,,,,,,,,,,,,,
7004,7,4,0,7004,,,,,,,,,,,,,
7005,7,5,0,7005,,,,,,,,,,,,,
7006,7,6,0,7006,,,,,,,,,,,,,
7007,7,7,0,7007,,,,,,,,,,,,,
7008,7,8,0,7008,,,,,,,,,,,,,
7009,7,9,0,7009,,,,,,,,,,,,,
7010,7,10,0,7010,,,,,,,,,,,,,
7011,7,11,0,7011,,,,,,,,,,,,,
7012,7,12,0,7012,,,,,,,,,,,,,
7013,7,13,0,7013,,,,,,,,,,,,,
7014,7,14,0,7014,,,,,,,,,,,,,
7015,7,15,0,7015,,,,,,,,,,,,,
7016,7,16,0,7016,,,,,,,,,,,,,
7017,7,17,0,7017,,,,,,,,,,,,,
7018,7,18,0,7018,,,,,,,,,,,,,
7019,7,19,0,7019,,,,,,,,,,,,,
7020,7,20,0,7020,,,,,,,,,,,,,
7021,7,21,0,7021,,,,,,,,,,,,,
7022,7,22,0,7022,,,,,,,,,,,,,
7023,7,23,0,7023,,,,,,,,,,,,,
7024,7,24,0,7024,,,,,,,,,,,,,
7025,7,25,0,7025,,,,,,,,,,,,,
7026,7,26,0,7026,,,,,,,,,,,,,
7027,7,27,0,7027,,,,,,,,,,,,,
7028,7,28,0,7028,,,,,,,,,,,,,
7029,7,29,0,7029,,,,,,,,,,,,,
7030,7,30,0,7030,,,,,,,,,,,,,
7031,7,31,0,7031,,,,,,,,,,,,,
7032,7,32,0,7032,,,,,,,,,,,,,
7033,7,33,0,7033,,,,,,,,,,,,,
7034,7,34,0,7034,,,,,,,,,,,,,
7035,7,35,0,7035,,,,,,,,,,,,,
