id,mission_name,order,condition,condition_id,condition_num,reward_id,icon,discription,tip_text,guide_group,previous_quest,reward_multiple,extra_reward,extra_reward_share,key_name,guide_group_v1,switch_monster_v2_show,switch_not_show,level
1102,Unlock area No. {0}.,38702,103,0,132.0,4120102,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,102,,,,0
1103,Unlock area No. {0}.,38703,103,0,133.0,4120103,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,103,,,,0
1104,Unlock area No. {0}.,39701,103,0,134.0,4120104,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,104,,,,0
1105,Unlock area No. {0}.,39702,103,0,135.0,4120105,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,105,,,,0
1106,Unlock area No. {0}.,40701,103,0,136.0,4120106,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,106,,,,0
1107,Unlock area No. {0}.,40702,103,0,137.0,4120107,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,107,,,,0
1108,Unlock area No. {0}.,40703,103,0,138.0,4120108,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,108,,,,0
1109,Unlock area No. {0}.,41701,103,0,139.0,4120109,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,109,,,,0
1110,Unlock area No. {0}.,41702,103,0,140.0,4120110,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,110,,,,0
1111,Unlock area No. {0}.,41703,103,0,141.0,4120111,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,111,,,,0
1112,Unlock area No. {0}.,41704,103,0,142.0,4120112,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,112,,,,0
1113,Unlock area No. {0}.,42701,103,0,143.0,4120113,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,113,,,,0
1114,Unlock area No. {0}.,42702,103,0,144.0,4120114,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,114,,,,0
1115,Unlock area No. {0}.,42703,103,0,145.0,4120115,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,115,,,,0
1116,Unlock area No. {0}.,43701,103,0,146.0,4120116,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,116,,,,0
1117,Unlock area No. {0}.,43702,103,0,147.0,4120117,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,117,,,,0
1118,Unlock area No. {0}.,43703,103,0,148.0,4120118,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,118,,,,0
1119,Unlock area No. {0}.,43704,103,0,149.0,4120119,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,119,,,,0
1120,Unlock area No. {0}.,43705,103,0,150.0,4120120,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,120,,,,0
1121,Unlock area No. {0}.,43706,103,0,151.0,4120121,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,121,,,,0
1122,Unlock area No. {0}.,43707,103,0,152.0,4120122,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,122,,,,0
1123,Unlock area No. {0}.,45701,103,0,153.0,4120123,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,123,,,,0
1124,Unlock area No. {0}.,45702,103,0,154.0,4120124,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,124,,,,0
1125,Unlock area No. {0}.,46701,103,0,155.0,4120125,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,125,,,,0
1126,Unlock area No. {0}.,46702,103,0,156.0,4120126,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,126,,,,0
1127,Unlock area No. {0}.,46703,103,0,157.0,4120127,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,127,,,,0
1128,Unlock area No. {0}.,47701,103,0,158.0,4120128,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,128,,,,0
1129,Unlock area No. {0}.,47702,103,0,159.0,4120129,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,129,,,,0
1130,Unlock area No. {0}.,47703,103,0,160.0,4120130,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,130,,,,0
1131,Unlock area No. {0}.,48701,103,0,161.0,4120131,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,131,,,,0
1132,Unlock area No. {0}.,48702,103,0,162.0,4120132,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,132,,,,0
1133,Unlock area No. {0}.,48703,103,0,163.0,4120133,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,133,,,,0
1134,Unlock area No. {0}.,49701,103,0,164.0,4120134,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,134,,,,0
1135,Unlock area No. {0}.,49702,103,0,165.0,4120135,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,135,,,,0
1136,Unlock area No. {0}.,49703,103,0,166.0,4120136,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,136,,,,0
1137,Unlock area No. {0}.,50701,103,0,167.0,4120137,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,137,,,,0
1138,Unlock area No. {0}.,50702,103,0,168.0,4120138,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,138,,,,0
1139,Unlock area No. {0}.,50703,103,0,169.0,4120139,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,139,,,,0
1140,Unlock area No. {0}.,50704,103,0,170.0,4120140,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,140,,,,0
1141,Unlock area No. {0}.,50705,103,0,171.0,4120141,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,141,,,,0
1142,Unlock area No. {0}.,50706,103,0,172.0,4120142,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,142,,,,0
1143,Unlock area No. {0}.,51701,103,0,173.0,4120143,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,143,,,,0
1144,Unlock area No. {0}.,51702,103,0,174.0,4120144,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,144,,,,0
1145,Unlock area No. {0}.,51703,103,0,175.0,4120145,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,145,,,,0
1146,Unlock area No. {0}.,52701,103,0,176.0,4120146,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,146,,,,0
1147,Unlock area No. {0}.,52701,103,0,177.0,4120147,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,147,,,,0
1148,Unlock area No. {0}.,52704,103,0,178.0,4120148,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,148,,,,0
1149,Unlock area No. {0}.,53701,103,0,179.0,4120149,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,149,,,,0
1150,Unlock area No. {0}.,53702,103,0,180.0,4120150,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,150,,,,0
1151,Unlock area No. {0}.,53703,103,0,181.0,4120151,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,151,,,,0
1152,Unlock area No. {0}.,54701,103,0,182.0,4120152,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,152,,,,0
1153,Unlock area No. {0}.,54702,103,0,183.0,4120153,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,153,,,,0
1154,Unlock area No. {0}.,54703,103,0,184.0,4120154,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,154,,,,0
1155,Unlock area No. {0}.,54704,103,0,185.0,4120155,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,155,,,,0
1156,Unlock area No. {0}.,55701,103,0,186.0,4120156,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,156,,,,0
1157,Unlock area No. {0}.,55701,103,0,187.0,4120157,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,157,,,,0
1158,Unlock area No. {0}.,55704,103,0,188.0,4120158,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,158,,,,0
1159,Unlock area No. {0}.,55705,103,0,189.0,4120159,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,159,,,,0
1160,Unlock area No. {0}.,56701,103,0,190.0,4120160,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,160,,,,0
1161,Unlock area No. {0}.,56702,103,0,191.0,4120161,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,161,,,,0
1162,Unlock area No. {0}.,56703,103,0,192.0,4120162,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,162,,,,0
1163,Unlock area No. {0}.,56704,103,0,193.0,4120163,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,163,,,,0
1164,Unlock area No. {0}.,56705,103,0,194.0,4120164,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,164,,,,0
1165,Unlock area No. {0}.,57701,103,0,195.0,4120165,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,165,,,,0
1166,Unlock area No. {0}.,57702,103,0,196.0,4120166,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,166,,,,0
1167,Unlock area No. {0}.,57703,103,0,197.0,4120167,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,167,,,,0
1168,Unlock area No. {0}.,58701,103,0,198.0,4120168,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,168,,,,0
1169,Unlock area No. {0}.,58702,103,0,199.0,4120169,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,169,,,,0
1170,Unlock area No. {0}.,58703,103,0,200.0,4120170,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,170,,,,0
1171,Unlock area No. {0}.,58704,103,0,201.0,4120171,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,171,,,,0
1172,Unlock area No. {0}.,59701,103,0,202.0,4120172,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,172,,,,0
1173,Unlock area No. {0}.,59702,103,0,203.0,4120173,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,173,,,,0
1174,Unlock area No. {0}.,59703,103,0,204.0,4120174,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,174,,,,0
1175,Unlock area No. {0}.,60701,103,0,205.0,4120175,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,175,,,,0
1176,Unlock area No. {0}.,60702,103,0,206.0,4120176,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,176,,,,0
1177,Unlock area No. {0}.,61701,103,0,207.0,4120177,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,177,,,,0
1178,Unlock area No. {0}.,61702,103,0,208.0,4120178,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,178,,,,0
1179,Unlock area No. {0}.,61703,103,0,209.0,4120179,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,179,,,,0
1180,Unlock area No. {0}.,61704,103,0,210.0,4120180,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,180,,,,0
1181,Unlock area No. {0}.,61705,103,0,211.0,4120181,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,181,,,,0
1182,Unlock area No. {0}.,61706,103,0,212.0,4120182,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,182,,,,0
1183,Unlock area No. {0}.,61707,103,0,213.0,4120183,task_dige,Unlock area No. {0}.,Unlock area No. {0}.,4,,0,0,0,183,,,,0
