id,mission_name,condition,condition_id,condition_num,unlock,maxUnlock,reward_id,icon,guide_group,reward_multiple,extra_reward,weight,type,quality
34,Use Speed-up {0} time(s),310,0,1.0,1,0,0,task_jiasu,999,2,0,4,1,0
35,Build {1} {0},301,1700,10.0,1,0,0,task_jianzao,8,5,0,1,1,0
36,Build {1} {0},301,1040,10.0,1,0,0,task_jianzao,8,5,0,1,1,0
37,Build {1} {0},301,1100,10.0,20,0,0,task_jianzao,8,5,0,1,1,0
38,Build {1} {0},301,1050,10.0,22,0,0,task_jianzao,8,5,0,1,1,0
39,Train {0} Army units,302,101,10.0,1,0,0,task_xunlian,9,5,0,1,1,0
40,Train {0} Naval Units,302,201,10.0,20,0,0,task_xunlian,9,5,0,1,1,0
41,Train {0} Air Force Units,302,301,10.0,22,0,0,task_xunlian,9,5,0,1,1,0
42,Use {0} VIT,303,0,20.0,5,0,0,task_xiaohaotili,15,5,0,1,1,0
43,Request gold {0} time(s),304,0,1.0,5,0,0,task_nongye,18,5,0,1,1,0
44,Buy VIT {0} time(s),305,0,1.0,1,0,0,task_xiaohaotili,19,5,0,1,1,0
45,Collect tax {0} times,306,0,3.0,1,0,0,task_nongye,20,5,0,0,1,0
46,Buy items in Item Store {0} time(s),307,0,1.0,1,0,0,task_goumaidaoju,54,5,0,1,1,0
47,dailyTask_name008,308,0,1.0,1,0,0,task_shipinzuanshi,22,5,0,0,1,0
48,Use Speed-up {0} time(s),310,0,1.0,1,0,0,task_jiasu,999,5,0,1,1,0
201,Build {1} {0},301,1700,2.0,10,29,2500001,task_jianzao,8,1,0,40,3,1
202,Build {1} {0},301,1040,2.0,10,29,2500001,task_jianzao,8,1,0,40,3,1
203,Build {1} {0},301,1100,2.0,20,29,2500001,task_jianzao,8,1,0,0,3,1
204,Build {1} {0},301,1050,2.0,22,29,2500001,task_jianzao,8,1,0,0,3,1
205,Train {0} Army units,302,101,2.0,10,29,2500001,task_xunlian,9,1,0,40,3,1
206,Train {0} Naval Units,302,201,2.0,20,29,2500001,task_xunlian,9,1,0,0,3,1
207,Train {0} Air Force Units,302,301,2.0,22,29,2500001,task_xunlian,9,1,0,0,3,1
208,Use {0} VIT,303,0,20.0,10,29,2500001,task_xiaohaotili,15,1,0,40,3,1
209,Request gold {0} time(s),304,0,1.0,10,29,2500001,task_nongye,18,1,0,40,3,1
210,Buy VIT {0} time(s),305,0,1.0,10,29,2500001,task_xiaohaotili,19,1,0,40,3,1
211,Collect tax {0} times,306,0,1.0,10,29,2500001,task_nongye,20,1,0,0,3,1
212,Buy items in Item Store {0} time(s),307,0,1.0,10,29,2500001,task_goumaidaoju,54,1,0,40,3,1
213,dailyTask_name008,308,0,1.0,10,29,2500001,task_shipinzuanshi,22,1,0,0,3,1
214,Use Speed-up {0} time(s),310,0,1.0,10,29,2500001,task_jiasu,999,1,0,40,3,1
215,Gather {1} {0},203,7,4000.0,10,29,2500001,task_nongye,16,1,0,40,3,1
216,Gather {1} {0},203,5,4000.0,10,29,2500001,task_nongye,16,1,0,40,3,1
217,Gather {1} {0},203,7,5000.0,10,29,2500001,task_nongye,16,1,0,40,3,1
218,Build {1} {0},301,1700,4.0,10,29,2500002,task_jianzao,8,2,0,30,3,2
219,Build {1} {0},301,1040,4.0,10,29,2500002,task_jianzao,8,2,0,30,3,2
220,Build {1} {0},301,1100,4.0,20,29,2500002,task_jianzao,8,2,0,0,3,2
221,Build {1} {0},301,1050,4.0,22,29,2500002,task_jianzao,8,2,0,0,3,2
222,Train {0} Army units,302,101,3.0,10,29,2500002,task_xunlian,9,2,0,30,3,2
223,Train {0} Naval Units,302,201,3.0,20,29,2500002,task_xunlian,9,2,0,0,3,2
224,Train {0} Air Force Units,302,301,3.0,22,29,2500002,task_xunlian,9,2,0,0,3,2
225,Use {0} VIT,303,0,50.0,10,29,2500002,task_xiaohaotili,15,2,0,30,3,2
226,Request gold {0} time(s),304,0,1.0,10,29,2500002,task_nongye,18,2,0,30,3,2
227,Buy VIT {0} time(s),305,0,1.0,10,29,2500002,task_xiaohaotili,19,2,0,30,3,2
228,Collect tax {0} times,306,0,3.0,10,29,2500002,task_nongye,20,2,0,0,3,2
229,Buy items in Item Store {0} time(s),307,0,2.0,10,29,2500002,task_goumaidaoju,54,2,0,30,3,2
230,dailyTask_name008,308,0,1.0,10,29,2500002,task_shipinzuanshi,22,2,0,0,3,2
231,Use Speed-up {0} time(s),310,0,1.0,10,29,2500002,task_jiasu,999,2,0,30,3,2
232,Gather {1} {0},203,7,5000.0,10,29,2500002,task_nongye,16,2,0,30,3,2
233,Gather {1} {0},203,5,5000.0,10,29,2500002,task_nongye,16,2,0,30,3,2
234,Gather {1} {0},203,7,7000.0,10,29,2500002,task_nongye,16,2,0,30,3,2
235,Build {1} {0},301,1700,8.0,10,29,2500003,task_jianzao,8,3,0,15,3,3
236,Build {1} {0},301,1040,8.0,10,29,2500003,task_jianzao,8,3,0,15,3,3
237,Build {1} {0},301,1100,8.0,20,29,2500003,task_jianzao,8,3,0,0,3,3
238,Build {1} {0},301,1050,8.0,22,29,2500003,task_jianzao,8,3,0,0,3,3
239,Train {0} Army units,302,101,5.0,10,29,2500003,task_xunlian,9,3,0,15,3,3
240,Train {0} Naval Units,302,201,5.0,20,29,2500003,task_xunlian,9,3,0,0,3,3
241,Train {0} Air Force Units,302,301,5.0,22,29,2500003,task_xunlian,9,3,0,0,3,3
242,Use {0} VIT,303,0,50.0,10,29,2500003,task_xiaohaotili,15,3,0,15,3,3
243,Request gold {0} time(s),304,0,1.0,10,29,2500003,task_nongye,18,3,0,15,3,3
244,Buy VIT {0} time(s),305,0,1.0,10,29,2500003,task_xiaohaotili,19,3,0,15,3,3
245,Collect tax {0} times,306,0,4.0,10,29,2500003,task_nongye,20,3,0,0,3,3
246,Buy items in Item Store {0} time(s),307,0,3.0,10,29,2500003,task_goumaidaoju,54,3,0,15,3,3
247,dailyTask_name008,308,0,1.0,10,29,2500003,task_shipinzuanshi,22,3,0,0,3,3
248,Use Speed-up {0} time(s),310,0,1.0,10,29,2500003,task_jiasu,999,3,0,15,3,3
249,Gather {1} {0},203,7,7000.0,10,29,2500003,task_nongye,16,3,0,15,3,3
250,Gather {1} {0},203,5,7000.0,10,29,2500003,task_nongye,16,3,0,15,3,3
251,Gather {1} {0},203,7,8000.0,10,29,2500003,task_nongye,16,3,0,15,3,3
252,Build {1} {0},301,1700,12.0,10,29,2500004,task_jianzao,8,4,0,8,3,4
253,Build {1} {0},301,1040,12.0,10,29,2500004,task_jianzao,8,4,0,8,3,4
254,Build {1} {0},301,1100,12.0,20,29,2500004,task_jianzao,8,4,0,0,3,4
255,Build {1} {0},301,1050,12.0,22,29,2500004,task_jianzao,8,4,0,0,3,4
256,Train {0} Army units,302,101,6.0,10,29,2500004,task_xunlian,9,4,0,8,3,4
257,Train {0} Naval Units,302,201,6.0,20,29,2500004,task_xunlian,9,4,0,0,3,4
258,Train {0} Air Force Units,302,301,6.0,22,29,2500004,task_xunlian,9,4,0,0,3,4
259,Use {0} VIT,303,0,100.0,10,29,2500004,task_xiaohaotili,15,4,0,8,3,4
260,Request gold {0} time(s),304,0,1.0,10,29,2500004,task_nongye,18,4,0,8,3,4
261,Buy VIT {0} time(s),305,0,1.0,10,29,2500004,task_xiaohaotili,19,4,0,8,3,4
262,Collect tax {0} times,306,0,8.0,10,29,2500004,task_nongye,20,4,0,0,3,4
263,Buy items in Item Store {0} time(s),307,0,5.0,10,29,2500004,task_goumaidaoju,54,4,0,8,3,4
264,dailyTask_name008,308,0,1.0,10,29,2500004,task_shipinzuanshi,22,4,0,0,3,4
265,Use Speed-up {0} time(s),310,0,1.0,10,29,2500004,task_jiasu,999,4,0,8,3,4
266,Gather {1} {0},203,7,10000.0,10,29,2500004,task_nongye,16,4,0,8,3,4
267,Gather {1} {0},203,5,10000.0,10,29,2500004,task_nongye,16,4,0,8,3,4
268,Gather {1} {0},203,7,10000.0,10,29,2500004,task_nongye,16,4,0,8,3,4
269,Build {1} {0},301,1700,16.0,10,29,2500005,task_jianzao,8,5,0,2,3,5
270,Build {1} {0},301,1040,16.0,10,29,2500005,task_jianzao,8,5,0,2,3,5
271,Build {1} {0},301,1100,16.0,20,29,2500005,task_jianzao,8,5,0,0,3,5
272,Build {1} {0},301,1050,16.0,22,29,2500005,task_jianzao,8,5,0,0,3,5
273,Train {0} Army units,302,101,8.0,10,29,2500005,task_xunlian,9,5,0,2,3,5
274,Train {0} Naval Units,302,201,8.0,20,29,2500005,task_xunlian,9,5,0,0,3,5
275,Train {0} Air Force Units,302,301,8.0,22,29,2500005,task_xunlian,9,5,0,0,3,5
276,Use {0} VIT,303,0,200.0,10,29,2500005,task_xiaohaotili,15,5,0,2,3,5
277,Request gold {0} time(s),304,0,1.0,10,29,2500005,task_nongye,18,5,0,2,3,5
278,Buy VIT {0} time(s),305,0,2.0,10,29,2500005,task_xiaohaotili,19,5,0,2,3,5
279,Collect tax {0} times,306,0,10.0,10,29,2500005,task_nongye,20,5,0,0,3,5
280,Buy items in Item Store {0} time(s),307,0,5.0,10,29,2500005,task_goumaidaoju,54,5,0,2,3,5
281,dailyTask_name008,308,0,1.0,10,29,2500005,task_shipinzuanshi,22,5,0,0,3,5
282,Use Speed-up {0} time(s),310,0,1.0,10,29,2500005,task_jiasu,999,5,0,2,3,5
283,Gather {1} {0},203,7,10000.0,10,29,2500005,task_nongye,16,5,0,2,3,5
284,Gather {1} {0},203,5,10000.0,10,29,2500005,task_nongye,16,5,0,2,3,5
285,Gather {1} {0},203,7,10000.0,10,29,2500005,task_nongye,16,5,0,2,3,5
286,Build {1} {0},301,1700,2.0,30,49,2500007,task_jianzao,8,1,0,40,3,1
287,Build {1} {0},301,1040,2.0,30,49,2500007,task_jianzao,8,1,0,40,3,1
288,Build {1} {0},301,1100,2.0,30,49,2500007,task_jianzao,8,1,0,40,3,1
289,Build {1} {0},301,1050,2.0,30,49,2500007,task_jianzao,8,1,0,40,3,1
290,Train {0} Army units,302,101,2.0,30,49,2500007,task_xunlian,9,1,0,40,3,1
291,Train {0} Naval Units,302,201,2.0,30,49,2500007,task_xunlian,9,1,0,40,3,1
292,Train {0} Air Force Units,302,301,2.0,30,49,2500007,task_xunlian,9,1,0,40,3,1
293,Use {0} VIT,303,0,20.0,30,49,2500007,task_xiaohaotili,15,1,0,40,3,1
294,Request gold {0} time(s),304,0,1.0,30,49,2500007,task_nongye,18,1,0,40,3,1
295,Buy VIT {0} time(s),305,0,1.0,30,49,2500007,task_xiaohaotili,19,1,0,40,3,1
296,Collect tax {0} times,306,0,1.0,30,49,2500007,task_nongye,20,1,0,0,3,1
297,Buy items in Item Store {0} time(s),307,0,1.0,30,49,2500007,task_goumaidaoju,54,1,0,40,3,1
298,dailyTask_name008,308,0,1.0,30,49,2500007,task_shipinzuanshi,22,1,0,0,3,1
299,Use Speed-up {0} time(s),310,0,1.0,30,49,2500007,task_jiasu,999,1,0,40,3,1
300,Gather {1} {0},203,7,4000.0,30,49,2500007,task_nongye,16,1,0,40,3,1
301,Gather {1} {0},203,5,4000.0,30,49,2500007,task_nongye,16,1,0,40,3,1
302,Gather {1} {0},203,7,5000.0,30,49,2500007,task_nongye,16,1,0,40,3,1
303,Build {1} {0},301,1700,4.0,30,49,2500008,task_jianzao,8,2,0,30,3,2
304,Build {1} {0},301,1040,4.0,30,49,2500008,task_jianzao,8,2,0,30,3,2
305,Build {1} {0},301,1100,4.0,30,49,2500008,task_jianzao,8,2,0,30,3,2
306,Build {1} {0},301,1050,4.0,30,49,2500008,task_jianzao,8,2,0,30,3,2
307,Train {0} Army units,302,101,3.0,30,49,2500008,task_xunlian,9,2,0,30,3,2
308,Train {0} Naval Units,302,201,3.0,30,49,2500008,task_xunlian,9,2,0,30,3,2
309,Train {0} Air Force Units,302,301,3.0,30,49,2500008,task_xunlian,9,2,0,30,3,2
310,Use {0} VIT,303,0,50.0,30,49,2500008,task_xiaohaotili,15,2,0,30,3,2
311,Request gold {0} time(s),304,0,1.0,30,49,2500008,task_nongye,18,2,0,30,3,2
312,Buy VIT {0} time(s),305,0,1.0,30,49,2500008,task_xiaohaotili,19,2,0,30,3,2
313,Collect tax {0} times,306,0,3.0,30,49,2500008,task_nongye,20,2,0,0,3,2
314,Buy items in Item Store {0} time(s),307,0,2.0,30,49,2500008,task_goumaidaoju,54,2,0,30,3,2
315,dailyTask_name008,308,0,1.0,30,49,2500008,task_shipinzuanshi,22,2,0,0,3,2
316,Use Speed-up {0} time(s),310,0,1.0,30,49,2500008,task_jiasu,999,2,0,30,3,2
317,Gather {1} {0},203,7,5000.0,30,49,2500008,task_nongye,16,2,0,30,3,2
318,Gather {1} {0},203,5,5000.0,30,49,2500008,task_nongye,16,2,0,30,3,2
319,Gather {1} {0},203,7,7000.0,30,49,2500008,task_nongye,16,2,0,30,3,2
320,Build {1} {0},301,1700,8.0,30,49,2500009,task_jianzao,8,3,0,20,3,3
321,Build {1} {0},301,1040,8.0,30,49,2500009,task_jianzao,8,3,0,20,3,3
322,Build {1} {0},301,1100,8.0,30,49,2500009,task_jianzao,8,3,0,20,3,3
323,Build {1} {0},301,1050,8.0,30,49,2500009,task_jianzao,8,3,0,20,3,3
324,Train {0} Army units,302,101,5.0,30,49,2500009,task_xunlian,9,3,0,20,3,3
325,Train {0} Naval Units,302,201,5.0,30,49,2500009,task_xunlian,9,3,0,20,3,3
326,Train {0} Air Force Units,302,301,5.0,30,49,2500009,task_xunlian,9,3,0,20,3,3
327,Use {0} VIT,303,0,50.0,30,49,2500009,task_xiaohaotili,15,3,0,20,3,3
328,Request gold {0} time(s),304,0,1.0,30,49,2500009,task_nongye,18,3,0,20,3,3
329,Buy VIT {0} time(s),305,0,1.0,30,49,2500009,task_xiaohaotili,19,3,0,20,3,3
330,Collect tax {0} times,306,0,4.0,30,49,2500009,task_nongye,20,3,0,0,3,3
331,Buy items in Item Store {0} time(s),307,0,3.0,30,49,2500009,task_goumaidaoju,54,3,0,20,3,3
332,dailyTask_name008,308,0,1.0,30,49,2500009,task_shipinzuanshi,22,3,0,0,3,3
333,Use Speed-up {0} time(s),310,0,1.0,30,49,2500009,task_jiasu,999,3,0,20,3,3
334,Gather {1} {0},203,7,8000.0,30,49,2500009,task_nongye,16,3,0,20,3,3
335,Gather {1} {0},203,5,8000.0,30,49,2500009,task_nongye,16,3,0,20,3,3
336,Gather {1} {0},203,7,10000.0,30,49,2500009,task_nongye,16,3,0,20,3,3
337,Build {1} {0},301,1700,12.0,30,49,2500010,task_jianzao,8,4,0,15,3,4
338,Build {1} {0},301,1040,12.0,30,49,2500010,task_jianzao,8,4,0,15,3,4
339,Build {1} {0},301,1100,12.0,30,49,2500010,task_jianzao,8,4,0,15,3,4
340,Build {1} {0},301,1050,12.0,30,49,2500010,task_jianzao,8,4,0,15,3,4
341,Train {0} Army units,302,101,6.0,30,49,2500010,task_xunlian,9,4,0,15,3,4
342,Train {0} Naval Units,302,201,6.0,30,49,2500010,task_xunlian,9,4,0,15,3,4
343,Train {0} Air Force Units,302,301,6.0,30,49,2500010,task_xunlian,9,4,0,15,3,4
344,Use {0} VIT,303,0,100.0,30,49,2500010,task_xiaohaotili,15,4,0,15,3,4
345,Request gold {0} time(s),304,0,1.0,30,49,2500010,task_nongye,18,4,0,15,3,4
346,Buy VIT {0} time(s),305,0,1.0,30,49,2500010,task_xiaohaotili,19,4,0,15,3,4
347,Collect tax {0} times,306,0,8.0,30,49,2500010,task_nongye,20,4,0,0,3,4
348,Buy items in Item Store {0} time(s),307,0,5.0,30,49,2500010,task_goumaidaoju,54,4,0,15,3,4
349,dailyTask_name008,308,0,1.0,30,49,2500010,task_shipinzuanshi,22,4,0,0,3,4
350,Use Speed-up {0} time(s),310,0,1.0,30,49,2500010,task_jiasu,999,4,0,15,3,4
351,Gather {1} {0},203,7,20000.0,30,49,2500010,task_nongye,16,4,0,15,3,4
352,Gather {1} {0},203,5,20000.0,30,49,2500010,task_nongye,16,4,0,15,3,4
353,Gather {1} {0},203,7,20000.0,30,49,2500010,task_nongye,16,4,0,15,3,4
354,Build {1} {0},301,1700,16.0,30,49,2500011,task_jianzao,8,5,0,5,3,5
355,Build {1} {0},301,1040,16.0,30,49,2500011,task_jianzao,8,5,0,5,3,5
356,Build {1} {0},301,1100,16.0,30,49,2500011,task_jianzao,8,5,0,5,3,5
357,Build {1} {0},301,1050,16.0,30,49,2500011,task_jianzao,8,5,0,5,3,5
358,Train {0} Army units,302,101,8.0,30,49,2500011,task_xunlian,9,5,0,5,3,5
359,Train {0} Naval Units,302,201,8.0,30,49,2500011,task_xunlian,9,5,0,5,3,5
360,Train {0} Air Force Units,302,301,8.0,30,49,2500011,task_xunlian,9,5,0,5,3,5
361,Use {0} VIT,303,0,200.0,30,49,2500011,task_xiaohaotili,15,5,0,5,3,5
362,Request gold {0} time(s),304,0,1.0,30,49,2500011,task_nongye,18,5,0,5,3,5
363,Buy VIT {0} time(s),305,0,2.0,30,49,2500011,task_xiaohaotili,19,5,0,5,3,5
364,Collect tax {0} times,306,0,10.0,30,49,2500011,task_nongye,20,5,0,0,3,5
365,Buy items in Item Store {0} time(s),307,0,5.0,30,49,2500011,task_goumaidaoju,54,5,0,5,3,5
366,dailyTask_name008,308,0,1.0,30,49,2500011,task_shipinzuanshi,22,5,0,0,3,5
367,Use Speed-up {0} time(s),310,0,1.0,30,49,2500011,task_jiasu,999,5,0,5,3,5
368,Gather {1} {0},203,7,50000.0,30,49,2500011,task_nongye,16,5,0,5,3,5
369,Gather {1} {0},203,5,50000.0,30,49,2500011,task_nongye,16,5,0,5,3,5
370,Gather {1} {0},203,7,50000.0,30,49,2500011,task_nongye,16,5,0,5,3,5
371,Build {1} {0},301,1700,2.0,50,69,2500013,task_jianzao,8,1,0,25,3,1
372,Build {1} {0},301,1040,2.0,50,69,2500013,task_jianzao,8,1,0,25,3,1
373,Build {1} {0},301,1100,2.0,50,69,2500013,task_jianzao,8,1,0,25,3,1
374,Build {1} {0},301,1050,2.0,50,69,2500013,task_jianzao,8,1,0,25,3,1
375,Train {0} Army units,302,101,2.0,50,69,2500013,task_xunlian,9,1,0,25,3,1
376,Train {0} Naval Units,302,201,2.0,50,69,2500013,task_xunlian,9,1,0,25,3,1
377,Train {0} Air Force Units,302,301,2.0,50,69,2500013,task_xunlian,9,1,0,25,3,1
378,Use {0} VIT,303,0,20.0,50,69,2500013,task_xiaohaotili,15,1,0,25,3,1
379,Request gold {0} time(s),304,0,1.0,50,69,2500013,task_nongye,18,1,0,25,3,1
380,Buy VIT {0} time(s),305,0,1.0,50,69,2500013,task_xiaohaotili,19,1,0,25,3,1
381,Collect tax {0} times,306,0,1.0,50,69,2500013,task_nongye,20,1,0,0,3,1
382,Buy items in Item Store {0} time(s),307,0,1.0,50,69,2500013,task_goumaidaoju,54,1,0,25,3,1
383,dailyTask_name008,308,0,1.0,50,69,2500013,task_shipinzuanshi,22,1,0,0,3,1
384,Use Speed-up {0} time(s),310,0,1.0,50,69,2500013,task_jiasu,999,1,0,25,3,1
385,Gather {1} {0},203,7,50000.0,50,69,2500013,task_nongye,16,1,0,25,3,1
386,Gather {1} {0},203,5,50000.0,50,69,2500013,task_nongye,16,1,0,25,3,1
387,Gather {1} {0},203,7,50000.0,50,69,2500013,task_nongye,16,1,0,25,3,1
388,Gather {1} {0},203,5,80000.0,50,69,2500013,task_nongye,16,1,0,25,3,1
389,Gather {1} {0},203,7,80000.0,50,69,2500013,task_nongye,16,1,0,25,3,1
390,Gather {1} {0},203,5,80000.0,50,69,2500013,task_nongye,16,1,0,25,3,1
391,Build {1} {0},301,1700,4.0,50,69,2500014,task_jianzao,8,2,0,20,3,2
392,Build {1} {0},301,1040,4.0,50,69,2500014,task_jianzao,8,2,0,20,3,2
393,Build {1} {0},301,1100,4.0,50,69,2500014,task_jianzao,8,2,0,20,3,2
394,Build {1} {0},301,1050,4.0,50,69,2500014,task_jianzao,8,2,0,20,3,2
395,Train {0} Army units,302,101,3.0,50,69,2500014,task_xunlian,9,2,0,20,3,2
396,Train {0} Naval Units,302,201,3.0,50,69,2500014,task_xunlian,9,2,0,20,3,2
397,Train {0} Air Force Units,302,301,3.0,50,69,2500014,task_xunlian,9,2,0,20,3,2
398,Use {0} VIT,303,0,50.0,50,69,2500014,task_xiaohaotili,15,2,0,20,3,2
399,Request gold {0} time(s),304,0,1.0,50,69,2500014,task_nongye,18,2,0,20,3,2
400,Buy VIT {0} time(s),305,0,1.0,50,69,2500014,task_xiaohaotili,19,2,0,20,3,2
401,Collect tax {0} times,306,0,3.0,50,69,2500014,task_nongye,20,2,0,0,3,2
402,Buy items in Item Store {0} time(s),307,0,2.0,50,69,2500014,task_goumaidaoju,54,2,0,20,3,2
403,dailyTask_name008,308,0,1.0,50,69,2500014,task_shipinzuanshi,22,2,0,0,3,2
404,Use Speed-up {0} time(s),310,0,1.0,50,69,2500014,task_jiasu,999,2,0,20,3,2
405,Gather {1} {0},203,7,80000.0,50,69,2500014,task_nongye,16,2,0,20,3,2
406,Gather {1} {0},203,5,80000.0,50,69,2500014,task_nongye,16,2,0,20,3,2
407,Gather {1} {0},203,7,80000.0,50,69,2500014,task_nongye,16,2,0,20,3,2
408,Gather {1} {0},203,5,100000.0,50,69,2500014,task_nongye,16,2,0,20,3,2
409,Gather {1} {0},203,7,100000.0,50,69,2500014,task_nongye,16,2,0,20,3,2
410,Gather {1} {0},203,5,100000.0,50,69,2500014,task_nongye,16,2,0,20,3,2
411,Build {1} {0},301,1700,8.0,50,69,2500015,task_jianzao,8,3,0,18,3,3
412,Build {1} {0},301,1040,8.0,50,69,2500015,task_jianzao,8,3,0,18,3,3
413,Build {1} {0},301,1100,8.0,50,69,2500015,task_jianzao,8,3,0,18,3,3
414,Build {1} {0},301,1050,8.0,50,69,2500015,task_jianzao,8,3,0,18,3,3
415,Train {0} Army units,302,101,5.0,50,69,2500015,task_xunlian,9,3,0,18,3,3
416,Train {0} Naval Units,302,201,5.0,50,69,2500015,task_xunlian,9,3,0,18,3,3
417,Train {0} Air Force Units,302,301,5.0,50,69,2500015,task_xunlian,9,3,0,18,3,3
418,Use {0} VIT,303,0,50.0,50,69,2500015,task_xiaohaotili,15,3,0,18,3,3
419,Request gold {0} time(s),304,0,1.0,50,69,2500015,task_nongye,18,3,0,18,3,3
420,Buy VIT {0} time(s),305,0,1.0,50,69,2500015,task_xiaohaotili,19,3,0,18,3,3
421,Collect tax {0} times,306,0,4.0,50,69,2500015,task_nongye,20,3,0,0,3,3
422,Buy items in Item Store {0} time(s),307,0,3.0,50,69,2500015,task_goumaidaoju,54,3,0,18,3,3
423,dailyTask_name008,308,0,1.0,50,69,2500015,task_shipinzuanshi,22,3,0,0,3,3
424,Use Speed-up {0} time(s),310,0,1.0,50,69,2500015,task_jiasu,999,3,0,18,3,3
425,Gather {1} {0},203,7,100000.0,50,69,2500015,task_nongye,16,3,0,18,3,3
426,Gather {1} {0},203,5,100000.0,50,69,2500015,task_nongye,16,3,0,18,3,3
427,Gather {1} {0},203,7,100000.0,50,69,2500015,task_nongye,16,3,0,18,3,3
428,Gather {1} {0},203,5,100000.0,50,69,2500015,task_nongye,16,3,0,18,3,3
429,Gather {1} {0},203,7,100000.0,50,69,2500015,task_nongye,16,3,0,18,3,3
430,Gather {1} {0},203,5,100000.0,50,69,2500015,task_nongye,16,3,0,18,3,3
431,Build {1} {0},301,1700,12.0,50,69,2500016,task_jianzao,8,4,0,8,3,4
432,Build {1} {0},301,1040,12.0,50,69,2500016,task_jianzao,8,4,0,8,3,4
433,Build {1} {0},301,1100,12.0,50,69,2500016,task_jianzao,8,4,0,8,3,4
434,Build {1} {0},301,1050,12.0,50,69,2500016,task_jianzao,8,4,0,8,3,4
435,Train {0} Army units,302,101,6.0,50,69,2500016,task_xunlian,9,4,0,8,3,4
436,Train {0} Naval Units,302,201,6.0,50,69,2500016,task_xunlian,9,4,0,8,3,4
437,Train {0} Air Force Units,302,301,6.0,50,69,2500016,task_xunlian,9,4,0,8,3,4
438,Use {0} VIT,303,0,100.0,50,69,2500016,task_xiaohaotili,15,4,0,8,3,4
439,Request gold {0} time(s),304,0,1.0,50,69,2500016,task_nongye,18,4,0,8,3,4
440,Buy VIT {0} time(s),305,0,1.0,50,69,2500016,task_xiaohaotili,19,4,0,8,3,4
441,Collect tax {0} times,306,0,8.0,50,69,2500016,task_nongye,20,4,0,0,3,4
442,Buy items in Item Store {0} time(s),307,0,5.0,50,69,2500016,task_goumaidaoju,54,4,0,8,3,4
