id,group,type,type_open,quality,name,name_with_para,desc,para1,para1_v1,para2,overlying_type,bag_type,bag_use,obtain_id,required_level,icon_text,level,effect,last_rounds,icon,icon_harmony,postpone_time,buffSource,max_num,treasurekey_para,item_gain,obtain_id_v1,obtain_id_v2,replace_id,word_suffix,delete_data,end_time,order,special_effects,auto_use,cab_use,probability_use,jump_prop,get_source,para3,ui_route,big_icon_route,undeletable,item_source
800004,800004,8,,3,Popularity,,Receiving gifts will increase popularity. Rewards will be sent according to the ranking,0,0,0,0,3,0,0,1,,1,null,0,image/item/item_800004,,0,,,,,0,0,,,,,,,,0,,,,,,,,
900001,900000,15,,2,107078,,107079,5000,5000,0,0,3,1,0,1,5K,1,null,0,res:items/item_900000.png,,0,,,,,0,0,,,,,,,,0,,,,,,,,
910001,910000,27,,4,110133,,107081,500000,500000,0,0,1,1,0,1,500K,1,null,0,image/item/item_910000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
910002,910000,27,,2,110133,,107082,500,500,0,0,1,1,0,1,500,1,null,0,image/item/item_910000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
910003,910000,27,,3,110133,,107083,50000,50000,0,0,1,1,0,1,50K,1,null,0,image/item/item_910000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
920001,920000,25,,4,110118,,107084,500000,500000,0,0,1,1,0,1,500K,1,null,0,image/item/item_920000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
920002,920000,25,,2,110118,,107085,500,500,0,0,1,1,0,1,500,1,null,0,image/item/item_920000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
920003,920000,25,,3,110118,,107086,50000,50000,0,0,1,1,0,1,50K,1,null,0,image/item/item_920000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
1000001,1000000,16,,5,500 Gems,,Use it to get 500 Gems instantly,500,500,0,0,3,1,0,1,500,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
1000002,1000000,16,,2,5 Gems,,Get 5 Gems instantly.,5,5,0,0,3,1,0,1,5,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,1,,,,,,,,
1000003,1000000,16,,3,10 Gems,,Get 10 Gems instantly.,10,10,0,0,3,1,0,1,10,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,1,,,,,,,,
1000004,1000000,16,,3,20 Gems,,Get 20 Gems instantly.,20,20,0,0,3,1,0,1,20,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,1,,,,,,,,
1000005,1000000,16,,4,50 Gems,,Get 50 Gems instantly.,50,50,0,0,3,1,0,1,50,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,1,,,,,,,,
1000006,1000000,16,,4,100 Gems,,Get 100 Gems instantly.,100,100,0,0,3,1,0,1,100,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,1,,,,,,,,
1000007,1000000,16,,5,200 Gems,,Get 200 Gems instantly.,200,200,0,0,3,1,0,1,200,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,1,,,,,,,,
1000008,1000000,16,,4,60 gems,,Get 60 Gems instantly,60,60,0,0,3,1,0,1,60,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,1,,,,,,,,
1000009,1000000,16,,5,Gem 680,,Get 680 Gems instantly.,680,680,0,0,3,1,0,1,680,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,1,,,,,,,,
1000101,1000000,16,,1,Gem x3,,Get 3 Gems instantly,3,3,0,0,3,1,0,1,3,1,null,0,image/item/item_1000000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
1900001,1900001,19,,2,106726,,107089,1900001,1900001,baoxiang_1,0,3,4,0,1,,1,null,0,image/item/icon_ShopMallbox1,,0,,,,,0,0,,,,,250,,,0,,,,,image/ShopMall/icon_ShopMallboxMax1,image/ShopMall/ShopMallbox1,,
1900002,1900002,19,,3,106727,,107090,1900002,1900002,baoxiang_2,0,3,4,0,1,,1,null,0,image/item/icon_ShopMallbox2,,0,,,,,0,0,,,,,250,,,0,,,,,image/ShopMall/icon_ShopMallboxMax2,image/ShopMall/ShopMallbox2,,
1900003,1900003,19,,4,106728,,107091,1900003,1900003,baoxiang_3,0,3,4,0,1,,1,null,0,image/item/icon_ShopMallbox3,,0,,,,,0,0,,,,,250,,,0,,,,,image/ShopMall/icon_ShopMallboxMax3,image/ShopMall/ShopMallbox3,,
1900004,1900004,19,,5,107092,,107093,1900004,1900004,baoxiang_4,0,3,4,0,1,,1,null,0,image/item/icon_ShopMallbox4,,0,,,,,0,0,,,,,,,,0,,,,,image/ShopMall/icon_ShopMallboxMax4,image/ShopMall/ShopMallbox4,,
1900005,1900005,19,,5,107094,,107095,1900005,1900005,0,0,3,1,0,1,,1,null,0,image/item/item_1100000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
1700011,1700011,17,,1,106731,,107096,1700011,1700011,0,0,3,4,0,1,,1,null,0,image/item/item_1700011,,0,,,,,0,0,,,,,400,,,0,1,,,,,,,
1700013,1700013,17,,3,106732,,107097,1700013,1700013,0,0,3,4,0,1,,1,null,0,image/item/item_1700013,,0,,,,,0,0,,,,,400,,,0,1,,,,,,,
1700015,1700015,17,,5,106733,,107098,1700015,1700015,0,0,3,4,0,1,,1,null,0,image/item/item_1700015,,0,,,,,0,0,,,,,400,,,0,1,,,,,,,
1800001,1800000,17,,1,106734,,107099,1800001,1800001,0,0,3,4,0,1,,1,null,0,image/item/item_1800001,,0,,,,,0,0,,,,,300,,,0,1,,,,,,,
1800002,1800000,17,,1,106735,,107100,1800002,1800002,0,0,3,1,0,1,,1,null,0,image/item/item_1800002,,0,,,,,0,0,,,,,,,,0,,,,,,,,
1800003,1800000,17,,1,107101,,107102,1800002,1800002,0,0,3,1,0,1,,1,null,0,image/item/item_1800003,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400001,402900,21,,1,107103,,107104,0,0,0,0,3,0,0,1,,0,null,0,image/enhance/enhance_402900,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400002,403000,21,,1,107105,,107106,0,0,0,0,3,0,0,1,,0,null,0,image/enhance/enhance_403000,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400003,403100,21,,1,107107,,107108,0,0,0,0,3,0,0,1,,0,null,0,image/enhance/enhance_403100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400004,403200,21,,1,107109,,107110,0,0,0,0,3,0,0,1,,0,null,0,image/enhance/enhance_403200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400005,403300,21,,1,107111,,107112,0,0,0,0,3,0,0,1,,0,null,0,image/enhance/enhance_403300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400006,403400,21,,1,107113,,107114,0,0,0,0,3,0,0,1,,0,null,0,image/enhance/enhance_403400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400101,400100,20,,1,107115,,107116,400101,400101,1700011,0,3,1,0,1,Lv.1,1,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400102,400100,20,,1,107115,,107116,400102,400102,1700011,0,3,1,0,1,Lv.2,2,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400103,400100,20,,2,107115,,107116,400103,400103,1700011,0,3,1,0,1,Lv.3,3,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400104,400100,20,,2,107115,,107116,400104,400104,1700011,0,3,1,0,1,Lv.4,4,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400105,400100,20,,3,107115,,107116,400105,400105,1700011,0,3,1,0,1,Lv.5,5,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400106,400100,20,,3,107115,,107116,400106,400106,1700011,0,3,1,0,1,Lv.6,6,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400107,400100,20,,4,107115,,107116,400107,400107,1700011,0,3,1,0,1,Lv.7,7,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400108,400100,20,,4,107115,,107116,400108,400108,1700011,0,3,1,0,1,Lv.8,8,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400109,400100,20,,5,107115,,107116,400109,400109,1700011,0,3,1,0,1,Lv.9,9,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400110,400100,20,,5,107115,,107116,400110,400110,1700011,0,3,0,0,1,Lv.10,10,null,0,image/enhance/enhance_400100,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400201,400200,20,,1,107117,,107118,400201,400201,1700011,0,3,1,0,1,Lv.1,1,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400202,400200,20,,1,107117,,107118,400202,400202,1700011,0,3,1,0,1,Lv.2,2,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400203,400200,20,,2,107117,,107118,400203,400203,1700011,0,3,1,0,1,Lv.3,3,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400204,400200,20,,2,107117,,107118,400204,400204,1700011,0,3,1,0,1,Lv.4,4,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400205,400200,20,,3,107117,,107118,400205,400205,1700011,0,3,1,0,1,Lv.5,5,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400206,400200,20,,3,107117,,107118,400206,400206,1700011,0,3,1,0,1,Lv.6,6,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400207,400200,20,,4,107117,,107118,400207,400207,1700011,0,3,1,0,1,Lv.7,7,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400208,400200,20,,4,107117,,107118,400208,400208,1700011,0,3,1,0,1,Lv.8,8,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400209,400200,20,,5,107117,,107118,400209,400209,1700011,0,3,1,0,1,Lv.9,9,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400210,400200,20,,5,107117,,107118,400210,400210,1700011,0,3,0,0,1,Lv.10,10,null,0,image/enhance/enhance_400200,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400301,400300,20,,1,107119,,107120,400301,400301,1700011,0,3,1,0,1,Lv.1,1,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400302,400300,20,,1,107119,,107120,400302,400302,1700011,0,3,1,0,1,Lv.2,2,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400303,400300,20,,2,107119,,107120,400303,400303,1700011,0,3,1,0,1,Lv.3,3,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400304,400300,20,,2,107119,,107120,400304,400304,1700011,0,3,1,0,1,Lv.4,4,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400305,400300,20,,3,107119,,107120,400305,400305,1700011,0,3,1,0,1,Lv.5,5,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400306,400300,20,,3,107119,,107120,400306,400306,1700011,0,3,1,0,1,Lv.6,6,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400307,400300,20,,4,107119,,107120,400307,400307,1700011,0,3,1,0,1,Lv.7,7,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400308,400300,20,,4,107119,,107120,400308,400308,1700011,0,3,1,0,1,Lv.8,8,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400309,400300,20,,5,107119,,107120,400309,400309,1700011,0,3,1,0,1,Lv.9,9,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400310,400300,20,,5,107119,,107120,400310,400310,1700011,0,3,0,0,1,Lv.10,10,null,0,image/enhance/enhance_400300,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400401,400400,20,,1,107121,,107122,400401,400401,1700011,0,3,1,0,1,Lv.1,1,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400402,400400,20,,1,107121,,107122,400402,400402,1700011,0,3,1,0,1,Lv.2,2,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400403,400400,20,,2,107121,,107122,400403,400403,1700011,0,3,1,0,1,Lv.3,3,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400404,400400,20,,2,107121,,107122,400404,400404,1700011,0,3,1,0,1,Lv.4,4,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400405,400400,20,,3,107121,,107122,400405,400405,1700011,0,3,1,0,1,Lv.5,5,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400406,400400,20,,3,107121,,107122,400406,400406,1700011,0,3,1,0,1,Lv.6,6,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400407,400400,20,,4,107121,,107122,400407,400407,1700011,0,3,1,0,1,Lv.7,7,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400408,400400,20,,4,107121,,107122,400408,400408,1700011,0,3,1,0,1,Lv.8,8,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400409,400400,20,,5,107121,,107122,400409,400409,1700011,0,3,1,0,1,Lv.9,9,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400410,400400,20,,5,107121,,107122,400410,400410,1700011,0,3,0,0,1,Lv.10,10,null,0,image/enhance/enhance_400400,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400501,400500,20,,1,107123,,107124,400501,400501,1700011,0,3,1,0,1,Lv.1,1,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400502,400500,20,,1,107123,,107124,400502,400502,1700011,0,3,1,0,1,Lv.2,2,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400503,400500,20,,2,107123,,107124,400503,400503,1700011,0,3,1,0,1,Lv.3,3,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400504,400500,20,,2,107123,,107124,400504,400504,1700011,0,3,1,0,1,Lv.4,4,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400505,400500,20,,3,107123,,107124,400505,400505,1700011,0,3,1,0,1,Lv.5,5,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400506,400500,20,,3,107123,,107124,400506,400506,1700011,0,3,1,0,1,Lv.6,6,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400507,400500,20,,4,107123,,107124,400507,400507,1700011,0,3,1,0,1,Lv.7,7,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400508,400500,20,,4,107123,,107124,400508,400508,1700011,0,3,1,0,1,Lv.8,8,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400509,400500,20,,5,107123,,107124,400509,400509,1700011,0,3,1,0,1,Lv.9,9,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400510,400500,20,,5,107123,,107124,400510,400510,1700011,0,3,0,0,1,Lv.10,10,null,0,image/enhance/enhance_400500,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400601,400600,20,,1,107125,,107126,400601,400601,0,0,3,1,0,1,Lv.1,1,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400602,400600,20,,1,107125,,107126,400602,400602,0,0,3,1,0,1,Lv.2,2,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400603,400600,20,,2,107125,,107126,400603,400603,0,0,3,1,0,1,Lv.3,3,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400604,400600,20,,2,107125,,107126,400604,400604,0,0,3,1,0,1,Lv.4,4,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400605,400600,20,,3,107125,,107126,400605,400605,0,0,3,1,0,1,Lv.5,5,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400606,400600,20,,3,107125,,107126,400606,400606,0,0,3,1,0,1,Lv.6,6,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400607,400600,20,,4,107125,,107126,400607,400607,0,0,3,1,0,1,Lv.7,7,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400608,400600,20,,4,107125,,107126,400608,400608,0,0,3,1,0,1,Lv.8,8,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400609,400600,20,,5,107125,,107126,400609,400609,0,0,3,1,0,1,Lv.9,9,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400610,400600,20,,5,107125,,107126,400610,400610,0,0,3,0,0,1,Lv.10,10,null,0,image/enhance/enhance_400600,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400701,400700,20,,1,107127,,107128,400701,400701,0,0,3,1,0,1,Lv.1,1,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400702,400700,20,,1,107127,,107128,400702,400702,0,0,3,1,0,1,Lv.2,2,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400703,400700,20,,2,107127,,107128,400703,400703,0,0,3,1,0,1,Lv.3,3,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400704,400700,20,,2,107127,,107128,400704,400704,0,0,3,1,0,1,Lv.4,4,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400705,400700,20,,3,107127,,107128,400705,400705,0,0,3,1,0,1,Lv.5,5,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400706,400700,20,,3,107127,,107128,400706,400706,0,0,3,1,0,1,Lv.6,6,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400707,400700,20,,4,107127,,107128,400707,400707,0,0,3,1,0,1,Lv.7,7,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400708,400700,20,,4,107127,,107128,400708,400708,0,0,3,1,0,1,Lv.8,8,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400709,400700,20,,5,107127,,107128,400709,400709,0,0,3,1,0,1,Lv.9,9,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400710,400700,20,,5,107127,,107128,400710,400710,0,0,3,0,0,1,Lv.10,10,null,0,image/enhance/enhance_400700,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400801,400800,20,,1,107129,,107130,400801,400801,0,0,3,1,0,1,Lv.1,1,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400802,400800,20,,1,107129,,107130,400802,400802,0,0,3,1,0,1,Lv.2,2,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400803,400800,20,,2,107129,,107130,400803,400803,0,0,3,1,0,1,Lv.3,3,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400804,400800,20,,2,107129,,107130,400804,400804,0,0,3,1,0,1,Lv.4,4,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400805,400800,20,,3,107129,,107130,400805,400805,0,0,3,1,0,1,Lv.5,5,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400806,400800,20,,3,107129,,107130,400806,400806,0,0,3,1,0,1,Lv.6,6,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400807,400800,20,,4,107129,,107130,400807,400807,0,0,3,1,0,1,Lv.7,7,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400808,400800,20,,4,107129,,107130,400808,400808,0,0,3,1,0,1,Lv.8,8,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400809,400800,20,,5,107129,,107130,400809,400809,0,0,3,1,0,1,Lv.9,9,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400810,400800,20,,5,107129,,107130,400810,400810,0,0,3,0,0,1,Lv.10,10,null,0,image/enhance/enhance_400800,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400901,400900,20,,1,107131,,107132,400901,400901,0,0,3,1,0,1,Lv.1,1,null,0,image/enhance/enhance_400900,,0,,,,,0,0,,,,,,,,0,,,,,,,,
400902,400900,20,,1,107131,,107132,400902,400902,0,0,3,1,0,1,Lv.2,2,null,0,image/enhance/enhance_400900,,0,,,,,0,0,,,,,,,,0,,,,,,,,
