id,buff_land,buff_sea,buff_air,para,type,random,condition,productable,enhance_oila,enhance_soil,enhance_metal,enhance_coal,upgrade_time,cool_down,desc,power
400905,930607,930608,930609,1600,1,7200,3,0,0.0,0.0,0.0,0.0,0,0,107132,0
400906,930607,930608,930609,1900,1,7800,3,0,0.0,0.0,0.0,0.0,0,0,107132,0
400907,930607,930608,930609,2200,1,8300,3,0,0.0,0.0,0.0,0.0,0,0,107132,0
400908,930607,930608,930609,2400,1,8900,3,0,0.0,0.0,0.0,0.0,0,0,107132,0
400909,930607,930608,930609,2700,1,9400,3,0,0.0,0.0,0.0,0.0,0,0,107132,0
400910,930607,930608,930609,3000,1,10000,3,0,0.0,0.0,0.0,0.0,0,0,107132,0
401001,930610,930611,930612,100,1,5000,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401002,930610,930611,930612,200,1,5600,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401003,930610,930611,930612,300,1,6100,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401004,930610,930611,930612,400,1,6700,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401005,930610,930611,930612,500,1,7200,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401006,930610,930611,930612,600,1,7800,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401007,930610,930611,930612,700,1,8300,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401008,930610,930611,930612,800,1,8900,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401009,930610,930611,930612,900,1,9400,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401010,930610,930611,930612,1000,1,10000,3,0,0.0,0.0,0.0,0.0,0,0,107134,0
401101,940401,940402,940403,0,1,5000,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401102,940401,940402,940403,0,1,5600,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401103,940401,940402,940403,0,1,6100,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401104,940401,940402,940403,0,1,6700,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401105,940401,940402,940403,0,1,7200,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401106,940401,940402,940403,0,1,7800,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401107,940401,940402,940403,0,1,8300,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401108,940401,940402,940403,0,1,8900,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401109,940401,940402,940403,0,1,9400,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401110,940401,940402,940403,0,1,10000,3,0,0.0,0.0,0.0,0.0,0,0,107136,0
401201,930304,930305,930306,500,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401202,930304,930305,930306,800,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401203,930304,930305,930306,1100,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401204,930304,930305,930306,1300,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401205,930304,930305,930306,1600,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401206,930304,930305,930306,1900,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401207,930304,930305,930306,2200,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401208,930304,930305,930306,2400,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401209,930304,930305,930306,2700,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401210,930304,930305,930306,3000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107138,0
401301,930207,930208,930209,500,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401302,930207,930208,930209,800,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401303,930207,930208,930209,1100,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401304,930207,930208,930209,1300,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401305,930207,930208,930209,1600,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401306,930207,930208,930209,1900,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401307,930207,930208,930209,2200,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401308,930207,930208,930209,2400,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401309,930207,930208,930209,2700,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401310,930207,930208,930209,3000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107140,0
401401,930010,930011,930012,1000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401402,930010,930011,930012,2000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401403,930010,930011,930012,3000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401404,930010,930011,930012,4000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401405,930010,930011,930012,5000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401406,930010,930011,930012,6000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401407,930010,930011,930012,7000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401408,930010,930011,930012,8000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401409,930010,930011,930012,9000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401410,930010,930011,930012,10000,1,10000,4,0,0.0,0.0,0.0,0.0,0,0,107142,0
401501,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,5000,107143,0
401502,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,4800,107143,0
401503,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,4600,107143,0
401504,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,4300,107143,0
401505,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,4100,107143,0
401506,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,3900,107143,0
401507,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,3700,107143,0
401508,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,3400,107143,0
401509,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,3200,107143,0
401510,940001,940002,940003,0,1,10000,2,0,0.0,0.0,0.0,0.0,0,3000,107143,0
401601,940101,940102,940103,1000,1,10000,2,0,0.0,0.0,0.0,0.0,0,5000,107145,0
401602,940101,940102,940103,1200,1,10000,2,0,0.0,0.0,0.0,0.0,0,4900,107145,0
401603,940101,940102,940103,1400,1,10000,2,0,0.0,0.0,0.0,0.0,0,4800,107145,0
401604,940101,940102,940103,1700,1,10000,2,0,0.0,0.0,0.0,0.0,0,4700,107145,0
401605,940101,940102,940103,1900,1,10000,2,0,0.0,0.0,0.0,0.0,0,4600,107145,0
401606,940101,940102,940103,2100,1,10000,2,0,0.0,0.0,0.0,0.0,0,4400,107145,0
401607,940101,940102,940103,2300,1,10000,2,0,0.0,0.0,0.0,0.0,0,4300,107145,0
401608,940101,940102,940103,2600,1,10000,2,0,0.0,0.0,0.0,0.0,0,4200,107145,0
401609,940101,940102,940103,2800,1,10000,2,0,0.0,0.0,0.0,0.0,0,4100,107145,0
401610,940101,940102,940103,3000,1,10000,2,0,0.0,0.0,0.0,0.0,0,4000,107145,0
401701,940201,940202,940203,1000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401702,940201,940202,940203,2000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401703,940201,940202,940203,3000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401704,940201,940202,940203,4000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401705,940201,940202,940203,5000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401706,940201,940202,940203,6000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401707,940201,940202,940203,7000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401708,940201,940202,940203,8000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401709,940201,940202,940203,9000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401710,940201,940202,940203,10000,1,5000,2,0,0.0,0.0,0.0,0.0,0,0,107147,0
401801,940601,940602,940603,1000,1,1000,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401802,940601,940602,940603,2000,1,1400,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401803,940601,940602,940603,3000,1,1900,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401804,940601,940602,940603,4000,1,2300,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401805,940601,940602,940603,5000,1,2800,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401806,940601,940602,940603,6000,1,3200,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401807,940601,940602,940603,7000,1,3700,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401808,940601,940602,940603,8000,1,4100,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401809,940601,940602,940603,9000,1,4600,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401810,940601,940602,940603,10000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,112327,0
401901,940301,940302,940303,1000,1,1000,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
401902,940301,940302,940303,2000,1,1400,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
401903,940301,940302,940303,3000,1,1900,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
401904,940301,940302,940303,4000,1,2300,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
401905,940301,940302,940303,5000,1,2800,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
401906,940301,940302,940303,6000,1,3200,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
401907,940301,940302,940303,7000,1,3700,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
401908,940301,940302,940303,8000,1,4100,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
401909,940301,940302,940303,9000,1,4600,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
401910,940301,940302,940303,10000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107151,0
402001,0,0,0,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402002,0,0,0,2000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402003,0,0,0,3000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402004,0,0,0,4000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402005,0,0,0,5000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402006,0,0,0,6000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402007,0,0,0,7000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402008,0,0,0,8000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402009,0,0,0,9000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402010,0,0,0,10000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107153,0
402101,0,0,0,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402102,0,0,0,2000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402103,0,0,0,3000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402104,0,0,0,4000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402105,0,0,0,5000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402106,0,0,0,6000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402107,0,0,0,7000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402108,0,0,0,8000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402109,0,0,0,9000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402110,0,0,0,10000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107155,0
402201,0,0,0,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402202,0,0,0,2000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402203,0,0,0,3000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402204,0,0,0,4000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402205,0,0,0,5000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402206,0,0,0,6000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402207,0,0,0,7000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402208,0,0,0,8000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402209,0,0,0,9000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402210,0,0,0,10000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107157,0
402301,931101,931102,931103,1000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402302,931101,931102,931103,2000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402303,931101,931102,931103,3000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402304,931101,931102,931103,4000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402305,931101,931102,931103,5000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402306,931101,931102,931103,6000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402307,931101,931102,931103,7000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402308,931101,931102,931103,8000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402309,931101,931102,931103,9000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402310,931101,931102,931103,10000,1,5000,0,0,0.0,0.0,0.0,0.0,0,0,107159,0
402401,930104,930105,930106,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402402,930104,930105,930106,2000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402403,930104,930105,930106,3000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402404,930104,930105,930106,4000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402405,930104,930105,930106,5000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402406,930104,930105,930106,6000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402407,930104,930105,930106,7000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402408,930104,930105,930106,8000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402409,930104,930105,930106,9000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402410,930104,930105,930106,10000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107161,0
402501,930313,930314,930315,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402502,930313,930314,930315,2000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402503,930313,930314,930315,3000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402504,930313,930314,930315,4000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402505,930313,930314,930315,5000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402506,930313,930314,930315,6000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402507,930313,930314,930315,7000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402508,930313,930314,930315,8000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402509,930313,930314,930315,9000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402510,930313,930314,930315,10000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107163,0
402601,0,0,0,1000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402602,0,0,0,2000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402603,0,0,0,3000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402604,0,0,0,4000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402605,0,0,0,5000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402606,0,0,0,6000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402607,0,0,0,7000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402608,0,0,0,8000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402609,0,0,0,9000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402610,0,0,0,10000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107165,0
402701,930413,930414,930415,1000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402702,930413,930414,930415,2000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402703,930413,930414,930415,3000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402704,930413,930414,930415,4000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402705,930413,930414,930415,5000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402706,930413,930414,930415,6000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402707,930413,930414,930415,7000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402708,930413,930414,930415,8000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402709,930413,930414,930415,9000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402710,930413,930414,930415,10000,1,10000,5,0,0.0,0.0,0.0,0.0,0,0,107167,0
402801,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402802,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402803,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402804,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402805,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402806,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402807,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402808,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402809,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402810,940501,940502,940503,1000,1,10000,0,0,0.0,0.0,0.0,0.0,0,0,107169,0
402901,930109,0,0,120,0,10000,0,0,100.0,0.0,0.0,0.0,5,0,107215,160
402902,930109,0,0,240,0,10000,0,0,200.0,0.0,0.0,0.0,15,0,107215,370
402903,930109,0,0,360,0,10000,0,0,300.0,0.0,0.0,0.0,30,0,107215,630
402904,930109,0,0,480,0,10000,0,0,400.0,0.0,0.0,0.0,60,0,107215,930
