id,name,value
70005,cross_wonder_member_buff,1,0|2,20|3,40
70006,cross_server_donate_phase_time,432000
70007,cross_server_prepare_phase_time,46800
70008,cross_server_battle_phase_time,7200
70009,cross_server_battlefield_size,4
70010,cross_server_winner_mail,9014
70011,cross_server_winner_reward,5007003
70012,cross_server_loser_mail,9015
70013,cross_server_forced_retreat_percent,10
70014,cross_server_mail_login_days,7
70015,cross_server_ladder_K,-9999,1999,32|2000,2399,24|2400,9999,16
70016,cross_server_reward_phase_time,104400
70017,cross_server_point_donate_item,5
70018,cross_server_point_occupy_fort,350
70019,cross_server_ranking_reward,1,1,5006501|2,2,5006502|3,3,5006503|4,5,5006504|6,10,5006505|11,15,5006506|16,30,5006507|31,50,5006508|51,100,5006509
70020,cross_server_ranking_mail,19086
70021,cross_server_entrance_level,20
70022,cross_server_ranking_loser_reward,1,1,5006601|2,2,5006602|3,3,5006603|4,5,5006604|6,10,5006605|11,15,5006606|16,30,5006607|31,50,5006608|51,100,5006609
70023,cross_server_disabled_area,61|62|63|64
70024,cross_server_ranking_number,20
70025,throne_guide,401,404,415,419
70026,cross_server_shield_minute,1
70027,cross_server_loser_reward,5007004
70028,cross_server_personal_ranking_reward,1,1,5007401|2,2,5007402|3,3,5007403|4,5,5007404|6,10,5007405|11,15,5007406|16,30,5007407|31,50,5007408|51,100,5007409|101,200,5007410
70029,cross_server_personal_score_info,1901
70030,cross_server_log_info,2001
70032,cross_server_shop_level,40
70033,cross_server_shop_open_day,30
70034,cross_server_hospital_time,259200
70035,cross_server_hospital_army_type,2
70036,cross_server_quite_cd,300
70037,cross_server_hospital_info,2401
70038,cross_server_hospital_return_item,510002|510001|510000
70040,cross_server_level_diff_para,1|0.9|0.8|0.7|0.6|0.5|0.4|0.3|0.2|0.1|0.05|0
70041,cross_server_hospital_cure_ratio,0.4
1009,text_change_time,5
35001,island_time,2
35002,island_resurrection,3
35003,island_level,20
36001,warhammer_refresh_time,0|90|180|270|360|450|540|630|720|810|900|990|1080|1170|1260|1350
36002,warhammer_countdown_interval,175
36003,warhammer_guide,201,204,208,211
36006,warhammer_search_count_limit,3
33006,precious_score_rmb,1
33007,precious_price,30|0,60|1,100|3,200|6,320|6,460|12,550|12,700|30,700|30,800|30
37001,special_gift_btn_level_limit,20
38001,time_limit_gacha_once_price,300
38002,time_limit_gacha_tenth_price,3000
38003,time_limit_gacha_tenth_reward,9003103
38004,time_limit_gacha_player_rank_count,100
38005,time_limit_gacha_player_rank_lifetime,24
1019,num_param_max,10000
20021,talent_self_choose_time,20
23205,iosapp_guide_reopen,10
9991,league_create_new,50|10
9992,item_init_b,320001,10|200007,2|5100302,1|323001,10
9993,warhammer_rank,301,304,308,311
38006,character_time,5
38007,character_num,3
61001,unlock_the_profession,45
90001,alliance_gift_limit,1000
90002,alliance_gift_time,24
9994,privateChat_level_limit,20
90003,number_of_collection,10
39001,simulator_jamming_chance,0
100001,share_new_reward_id,5000002
100002,share_new_army_lv,4
100003,queue_countdown,70004
33008,lottery_stage_time,3
33009,lottery_stage_price,5800001|3,5800001|10,5800001|20
33010,lottery_stage_num,20
33011,lottery_stage_adnum,5
35004,island_battle_open,20
35005,integrated_battle_open,10
35006,army_battle_open,12
35007,navy_battle_open,14
35008,airman_battle_open,18
36009,auto_join_time,28800
36010,auto_join_wait_time,20
36011,warhammer_member_reward_times,50
36012,synthesis_level_limit,46
35009,integrated_battle_reward,9004105
35010,army_battle_reward,9004106
35011,navy_battle_reward,9004107
35012,airman_battle_reward,9004108
20022,exchange_talent_diamond_cost,1000
35013,island_battle_reward,9004103
61002,number_combat_heroes,2
33012,recharge_score_ratio,530
33013,recharge_score_task,9005501|5,9005502|30,9005503|100,9005504|500,9005505|3000,9005506|10000,9005507|30000,9005508|50000
33014,recharge_score_condition,300
33015,recharge_score_item,5900001
33016,scratch_card_normal_reward,9015001
33017,scratch_card_super_reward,9015002
33018,scratch_card_price,1|35,10|330
33019,scratch_card_score,10
33020,scratch_card_score_ratio,300
33021,scratch_card_normal_diamond,2000
33022,scratch_card_add_diamond,3
33023,scratch_card_rank_reward,1,1,9015003|2,2,9015004|3,3,9015005|4,10,9015006|11,50,9015007|51,100,9015008
33024,scratch_card_mail,14001
100004,progress_treasure_chest,9013526,2|9013527,3|9013528,4|9013529,5|9013530,5|9013531,6|9013532,6|9013533,7|9013534,7|9013535,8|9013536,8|9013537,9|9013538,9|9013539,9|9013540,10
33025,scratch_card_time,99999
61003,attack_point_win,30;150
61004,attack_point_lose,0;0
33026,noback_lottery_price,200|2000
33027,rechargescorespin_reward,9013901
33028,rechargescorespin_times,500
33029,rechargescorespin_luckyNum,450
33030,rechargescorespin_price,60|600
33031,rechargescorespin_luckyNumReward,9013902|9013903|9013904|9013905|9013906|9013907|9013908
9505,plunder_paraB,700
33032,common_heroSkins,0
61005,building_cerling,7
34025,exchange_token,32
61006,super_assemble_capacity,600
33033,rateme_level,5|40
33034,rateme_day,1
33035,ratame_times,3
10011,shield_record_max_day,10
10012,shield_record_max_number,10
33036,recharge_spinscore_item,5900005
61007,reset_profession,10000|1600024
61008,registration_deadline,7200
61009,monster_siege_time,5
61010,monster_siege_rank,50
61011,monster_siege_defeat_num,3
61012,additional_rewards_time,3600
9915,leader_offline_days,5|10|15|20
61013,dailyTask_warrior_drop,162001|162002|162003|162004
61014,dailyTask_engineer_drop,162001|162002|162003|162004
61015,warrior_include,52001|52002|52003
61016,engineer_include,53001|53002|53003
5405,ad_gold_free_cd_google,300
61017,career_speedup_price,0.5
80001,change_avatar,200
61018,heroSkill_unlock_level,120
80002,default_avatar,icon_felman01_0
61019,reset_talent,5000|1600031
80003,unlock_ship,500
80004,unlock_ship_google,100
80005,unlock_welcome_google,12
47001,treasure_map_task_max,3
47002,treasure_map_distance,10|200
47003,treasure_guard_area_level_1,2;3;4;5;6;7;9;10;11;12;13;14;16;17;18;19;20;21;23;24;25;26;27;28|20;29
47004,treasure_guard_area_level_2,29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48|30;39
47005,treasure_guard_area_level_3,49;50;51;52;53;54;55;56;57;58;59;60|40;49
47006,treasure_guard_boss_level,0
47007,treasure_map_task_number,1
47008,treasure_map_mine_groupid,301
47009,treasure_map_coord_repeat,5
47010,treasure_map_task_refresh_gem_cost,5
47011,treasure_event_delay_time,60
61020,alliance_registration_deadline,14400
61021,alliance_siege_time,5
61022,alliance_siege_rank,10
61023,alliance_siege_starting_time,10|12|14|16|18|20|22
61024,alliance_fortress_soldier_ceiling,1500
61025,alliance_fortress_durability,5000
61026,win_amount_of_loss,0|0
61027,lose_amount_of_loss,0|0
61028,repair_fortress_item,1600030|5
61029,repair_fortress_degree,3|5
61030,weaken_monster_item,1600030,2|1600030,3|1600030,4|1600030,5|1600030,5|1600030,5
61031,weaken_monster_limit,120
61032,weaken_monster_degree,2|5
61033,weaken_monster_level,3
61034,weaken_monster_gem_num,20|30|40|50|50
61039,repair_fortress_point,2
61040,weaken_monster_point,1
33100,activity_task_group_reward,9010244|9010245|9010246|9010247|9010248|9010249|9010250|9010251|9010252
33101,activity_task_group,11116|11117|11118|11119,11120|11121|11122|11123,11124|11125|11126|11127,11128|11129|11130|11131
35101,doubleplay,1|2|2,2|2|2,3|2|2,4|2|2,5|2|2,6|2|2,7|2|2,8|2|2,9|2|2,10|2|2,11|2|2,12|2|2,13|2|2,14|2|2,15|2|2,16|2|2,17|2|2,18|2|2,19|2|2,20|2|2,21|2|2,22|2|2,23|2|2,24|2|2,25|2|2,26|2|2,32|2|2,34|2|2,935|2|2,936|2|2,937|2|2,938|2|2,43|2|2
33037,spin_lucky_num,1|5
33038,google_rating_level,9,13,18,23,28,33,38,43,48
9995,MOD_guide,501,503
9959,domain_count_default_new,2
62001,worldbattle16_time,1575770400|1576375200|1576980000|1577584800
62002,worldbattle16_points,100|200|400|800
62003,worldbattle16_reward_server,1,1,5006401|2,2,5006402|3,4,5006403|5,8,5006404|9,16,5006405
62004,worldbattle16_reward_personal,1,1,5006411|2,2,5006412|3,4,5006413|5,8,5006414|9,16,5006415
130010,Obtaining_method,12
130002,VirtAlli_NoAvail,0
130003,VirtAlli_Change_Time,86400
130004,VirtAlli_Change_percent,95
130005,VirtAlli_Promot_Percent,50
130006,VirtAlli_Promot_time,43200
130007,VirtAlli_Promot_No,3
130009,VirtAlli_Level,0
130001,ally_number,10
130012,VirtAlli_Create,10800
130013,VirtAlli_Close,432000
61047,militaryTask_display,6
61048,militaryTask_distance_min,3
61049,militaryTask_distance_max,35
61041,military_reward_unlock,20
61042,militaryTask_num,10
61043,militaryTask_refurbish,5
61044,militaryTask_price,5
130016,foreigner_banned_report_NO,5|10,20|30,45|50,69|100
130017,foreigner_banned_chat_NO,30
100066,RecruitTrial,3610003,55
130015,RecruitTrial_task_unlock,0,1,2,3,4
130014,Levelup_dis_level,85
121001,RndTaskProb,2,50|3,40|4,20|5,5
121002,RndTaskNum,10
121003,RndTaskPrice,50
130018,banned_avatar_time,6|12|24|72|168|720
130019,banned_avatar_times,10
130020,banned_avatar_report_time,10800
80006,change_flag,100
130021,Levelup_show,5
130022,Levelup_content,For some facilities, you need to unlock grids before you could unlock them|Do not look down on coins. You might get stuck for lacking coins|You can join the Warhammer up to 50 times a day. After that, you won't get any more rewards|Join the alliance to have more fun with your allies around the world|On the World Map, you can attack the Dark Forces, gather resources, and interact with fellow commanders|Components are always the game changers|The auto join function has a time limit. Please check whether you are in the queue in a timely manner|Each type of unit has strengths and weaknesses.
130023,march_queue_presets_unlock,10|20|40|60|80|80|80|80
130024,SearchNumber,5
130025,Community_Gems,100
130026,kingdom_icon_level,20
61045,map_building_reward01,3600|3600|3600|3600
33201,luckybag_upgradeitem,6410010
33202,luckybag_upgrade1item_num,5|20|35|60
61052,monster_siege_rewad01,1000
61050,monster_attack_die,15
61051,monster_attack_damage,1|7
61054,monster_attack_damage2,100
33203,luckybag_time,96
61053,monster_siege_rewad02,50
61056,supperAttack_player_cost_energy,20
130035,consignment_buy_num,3
130036,consignment_sale_num,3
130037,consignment_play_level,20
130038,consignment_sale_time,4
130039,treasure_map_display_item,1700048,1700046
130043,treasure_map_play_level,20
130044,consignment_on_sale_num,10
130045,consignment_crystal_lock_hour,72
61055,general_tab_level,80
61057,super_buildup_people,10
130040,Group_chat001,10
130041,Group_chat002,50
130042,Group_chat003,14
33301,dice_times,1000
33302,sliver_dice,7100001
33303,gold_dice,7100002
33304,dice_start,1
110001,Payment this month: {0} (up to {1}),0
110002,Payment this week: {0} (up to {1}),100
110003,Game time: {0} minutes (today's upper limit is {1} minutes),400
110004,Certification information is not approved,0
110005,antiindulged_005,50
110006,antiindulged_006,200
110007,antiindulged_007,0
110008,antiindulged_008,0
110009,antiindulged_009,0
110010,antiindulged_010,0
110011,antiindulged_011,100
110012,antiindulged_012,50
110013,antiindulged_013,0
130028,wonder_vote_start_weekday,6,10,1,100|6,11,0,110|6,12,1,120|6,13,0,130|6,14,1,140|6,15,0,150|6,16,1,160|6,17,0,170|6,18,1,180|6,19,0,190|6,20,1,200|6,21,0,10|6,22,1,20|6,23,0,30|7,0,1,40|7,1,0,50|7,2,1,60|7,3,0,70|7,4,1,80|7,5,0,210|7,6,1,90|7,7,0,220|7,8,1,230|7,9,0,240|7,10,1,250|7,11,0,260|7,12,0,270|7,13,0,280|7,14,0,290|7,15,0,300|7,16,0,310|7,17,0,320|7,18,0,330|7,19,0,340|7,20,0,350|7,21,0,360|7,22,0,370
130030,wonder_vote_time_last,10
130031,wonder_vote_level,20
130033,wonder_vote_lord_time,24
130034,wonder_vote_flat_addnum,7
130046,kingdom_war_fever_cd,300
130047,worldbattle_war_fever_cd,300
130048,kingdom_war_fever_status,71101
130049,worldbattle_war_fever_status,71102
131002,invite_alliance_time,86400
131003,invite_alliance_limit,10
130058,mod_selection_time,30|60|120|360
130050,airdrop_vote_start_time,0,9,1,10|0,10,0,20|0,11,1,30|0,12,0,40|0,13,1,50|0,14,0,60|0,15,1,70|0,16,0,80|0,17,1,90|0,18,0,100|0,19,1,110|0,20,0,120|0,21,1,130
130051,airdrop_vote_time_last,10
