id,name,desc,power,score,build_count,level,max_level,type,group,height,width,tap_count,point_type,is_open,is_destroy,player_level,recall_file_path,prefab,model,color,repair_art,is_border,iconSrc,iconType,shortcut_icon,shortcut_name,order,client_type,repair_level,repair_cost_coin,repair_cost_oil,build_coin,upgrade_coin,produce_time,para,produce_type,produce_coin,worker_offset,click_sound,atlas,atlas_path,scale_para,x_para,y_para,area,quality,buff_id,buff_max_num,is_buy,build_resource,decorations_material,building_change,show_plat,show_time,show_endtime,switch_load,treasure_obtainways,treasure_debris,treasure_pic,treasure_buffdisplay,disable_merge,hide_level,no_deletion,para_v1,buff_ext,unlock_after_zone,unmovable
int,string,string,long,long,int,int,int,int,int,int,int,int,int,int,int,int,string,string,string,string,string,string,string,int,string,string,int,int,int,int,int,long,long,long,long,int,long,string,string,string,string,string,string,string,int,int,string,int,int,string,string,int,string,string,string,string,string,string,string,string,int,int,int,long,string,int,int
1041,106930,106931,1.0,1.0,0,1,100,2,1040,2,2,1,1,1,1,2,,building_bingying_1,building_bingying_1,,building_minju_0,,building/barracks/IconBarracksGround1,2,btn_function_bingying,106932,10,2,1,50,0,400.0,0.0,1.0,10001.0,101,10.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,texture/building_new,1,3,0,,1,,,1,,,,,,,,,,,,,,,10001.0,,,
1042,106930,106931,4.0,2.0,0,2,100,2,1040,2,2,1,1,1,1,1,,building_bingying_2,building_bingying_2,,building_minju_0,,building/barracks/IconBarracksGround2,2,btn_function_bingying,106932,10,2,1,50,0,800.0,0.0,1.0,10002.0,101,20.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,1,-4,0,,1,,,1,,,,,,,,,,,,,,,10002.0,,,
1043,106930,106931,10.0,4.0,0,3,100,2,1040,2,2,1,1,1,1,1,,building_bingying_3,building_bingying_3,,building_minju_0,,building/barracks/IconBarracksGround3,2,btn_function_bingying,106932,10,2,1,50,0,1600.0,0.0,3.0,10003.0,101,40.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,1,1,0,,1,,,1,,,,,,,,,,,,,,,10003.0,,,
1044,106930,106931,25.0,8.0,0,4,100,2,1040,2,2,1,1,1,1,1,,building_bingying_4,building_bingying_4,,building_minju_0,,building/barracks/IconBarracksGround4,2,btn_function_bingying,106932,10,2,1,50,0,3200.0,0.0,4.0,10004.0,101,80.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.9,9,0,,1,,,1,,,,,,,,,,,,,,,10004.0,,,
1045,106930,106931,60.0,16.0,0,5,100,2,1040,2,2,1,1,1,1,1,,building_bingying_5,building_bingying_5,,building_minju_0,,building/barracks/IconBarracksGround5,2,btn_function_bingying,106932,10,2,1,50,0,6400.0,0.0,5.0,10005.0,101,160.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.8,9,0,,1,,,1,,,,,,,,,,,,,,,10005.0,,,
1046,106930,106931,130.0,32.0,0,6,100,2,1040,2,2,1,1,1,1,1,,building_bingying_6,building_bingying_6,,building_minju_0,,building/barracks/IconBarracksGround6,2,btn_function_bingying,106932,10,2,1,50,0,12800.0,0.0,7.0,10006.0,101,320.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.78,12,0,,1,,,1,,,,,,,,,,,,,,,10006.0,,,
1047,106930,106931,270.0,64.0,0,7,100,2,1040,2,2,1,1,1,1,1,,building_bingying_7,building_bingying_7,,building_minju_0,,building/barracks/IconBarracksGround7,2,btn_function_bingying,106932,10,2,1,50,0,25600.0,0.0,10.0,10007.0,101,640.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.85,18,0,,1,,,1,,,,,,,,,,,,,,,10007.0,,,
1048,106930,106931,550.0,128.0,0,8,100,2,1040,2,2,1,1,1,1,1,,building_bingying_8,building_bingying_8,,building_minju_0,,building/barracks/IconBarracksGround8,2,btn_function_bingying,106932,10,2,1,50,0,51200.0,0.0,15.0,10008.0,101,1280.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.85,18,0,,1,,,1,,,,,,,,,,,,,,,10008.0,,,
1049,106930,106931,1200.0,256.0,0,9,100,2,1040,2,2,1,1,1,1,1,,building_bingying_9,building_bingying_9,,building_minju_0,,building/barracks/IconBarracksGround9,2,btn_function_bingying,106932,10,2,1,50,0,102400.0,0.0,20.0,10009.0,101,2560.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.75,0,0,,1,,,1,,,,,,,,,,,,,,,10009.0,,,
1050,106930,106931,2500.0,512.0,0,10,100,2,1040,2,2,1,1,1,1,1,,building_bingying_10,building_bingying_10,,building_minju_0,,building/barracks/IconBarracksGround10,2,btn_function_bingying,106932,10,2,1,50,0,204800.0,0.0,25.0,10010.0,101,5120.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.75,0,0,,1,,,1,,,,,,,,,,,,,,,10010.0,,,
104011,106930,106931,5625.0,1024.0,0,11,100,2,1040,2,2,1,1,1,1,1,,building_bingying_11,building_bingying_11,,building_minju_0,,building/barracks/IconBarracksGround11,2,btn_function_bingying,106932,10,2,1,50,0,409600.0,0.0,30.0,10011.0,101,10240.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,-3,0,,1,,,1,,,,,,,,,,,,,,,10011.0,,,
104012,106930,106931,12656.0,2048.0,0,12,100,2,1040,2,2,1,1,1,1,1,,building_bingying_12,building_bingying_12,,building_minju_0,,building/barracks/IconBarracksGround12,2,btn_function_bingying,106932,10,2,1,50,0,819200.0,0.0,40.0,10012.0,101,20480.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,-3,0,,1,,,1,,,,,,,,,,,,,,,10012.0,,,
104013,106930,106931,28476.0,4096.0,0,13,100,2,1040,2,2,1,1,1,1,1,,building_bingying_13,building_bingying_13,,building_minju_0,,building/barracks/IconBarracksGround13,2,btn_function_bingying,106932,10,2,1,50,0,1638400.0,0.0,60.0,10013.0,101,40960.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,-3,0,,1,,,1,,,,,,,,,,,,,,,10013.0,,,
104014,106930,106931,64071.0,8192.0,0,14,100,2,1040,2,2,1,1,1,1,1,,building_bingying_14,building_bingying_14,,building_minju_0,,building/barracks/IconBarracksGround14,2,btn_function_bingying,106932,10,2,1,50,0,3276800.0,0.0,100.0,10014.0,101,81920.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,3,0,,1,,,1,,,,,,,,,,,,,,,10014.0,,,
104015,106930,106931,144160.0,16384.0,0,15,100,2,1040,2,2,1,1,1,1,1,,building_bingying_15,building_bingying_15,,building_minju_0,,building/barracks/IconBarracksGround15,2,btn_function_bingying,106932,10,2,1,50,0,6553600.0,0.0,300.0,10015.0,101,163840.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,3,0,,1,,,1,,,,,,,,,,,,,,,10015.0,,,
104016,106930,106931,324360.0,32768.0,0,16,100,2,1040,2,2,1,1,1,1,1,,building_bingying_16,building_bingying_16,,building_minju_0,,building/barracks/IconBarracksGround16,2,btn_function_bingying,106932,10,2,1,50,0,13107200.0,0.0,900.0,10016.0,101,327680.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,3,0,,1,,,1,,,,,,,,,,,,,,,10016.0,,,
104017,106930,106931,729810.0,65536.0,0,17,100,2,1040,2,2,1,1,1,1,1,,building_bingying_17,building_bingying_17,,building_minju_0,,building/barracks/IconBarracksGround17,2,btn_function_bingying,106932,10,2,1,50,0,26214400.0,0.0,2700.0,10017.0,101,655360.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.68,3,0,,1,,,1,,,,,,,,,,,,,,,10017.0,,,
104018,106930,106931,1642073.0,131072.0,0,18,100,2,1040,2,2,1,1,1,1,1,,building_bingying_18,building_bingying_18,,building_minju_0,,building/barracks/IconBarracksGround18,2,btn_function_bingying,106932,10,2,1,50,0,52428800.0,0.0,7000.0,10018.0,101,1310720.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.68,3,0,,1,,,1,,,,,,,,,,,,,,,10018.0,,,
104019,106930,106931,3694664.0,262144.0,0,19,100,2,1040,2,2,1,1,1,1,1,,building_bingying_19,building_bingying_19,,building_minju_0,,building/barracks/IconBarracksGround19,2,btn_function_bingying,106932,10,2,1,50,0,104857600.0,0.0,15000.0,10019.0,101,2621440.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.68,3,0,,1,,,1,,,,,,,,,,,,,,,10019.0,,,
104020,106930,106931,7758794.0,524288.0,0,20,100,2,1040,2,2,1,1,1,1,1,,building_bingying_20,building_bingying_20,,building_minju_0,,building/barracks/IconBarracksGround20,2,btn_function_bingying,106932,10,2,1,50,0,209715200.0,0.0,30000.0,10020.0,101,5242880.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.65,13,3,,1,,,1,,,,,,,,,,,,,,,10020.0,,,
104021,106930,106931,16293467.0,1048576.0,0,21,100,2,1040,2,2,1,1,1,1,1,,building_bingying_21,building_bingying_21,,building_minju_0,,building/barracks/IconBarracksGround21,2,btn_function_bingying,106932,10,2,1,50,0,419430400.0,0.0,60000.0,10021.0,101,10485760.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.65,13,3,,1,,,1,,,,,,,,,,,,,,,10021.0,,,
104022,106930,106931,34216281.0,2097152.0,0,22,100,2,1040,2,2,1,1,1,1,1,,building_bingying_22,building_bingying_22,,building_minju_0,,building/barracks/IconBarracksGround22,2,btn_function_bingying,106932,10,2,1,50,0,838860800.0,0.0,132075.0,10022.0,101,20971520.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.65,13,3,,1,,,1,,,,,,,,,,,,,,,10022.0,,,
104023,106930,106931,71854190.0,4194304.0,0,23,100,2,1040,2,2,1,1,1,1,1,,building_bingying_23,building_bingying_23,,building_minju_0,,building/barracks/IconBarracksGround23,2,btn_function_bingying,106932,10,2,1,50,0,1677721600.0,0.0,176188.0,10023.0,101,41943040.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.65,21,0,,1,,,1,,,,,,,,,,,,,,,10023.0,,,
104024,106930,106931,150893799.0,8388608.0,0,24,100,2,1040,2,2,1,1,1,1,1,,building_bingying_24,building_bingying_24,,building_minju_0,,building/barracks/IconBarracksGround24,2,btn_function_bingying,106932,10,2,1,50,0,3355443200.0,0.0,235035.0,10024.0,101,83886080.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.65,21,0,,1,,,1,,,,,,,,,,,,,,,10024.0,,,
104025,106930,106931,316876978.0,16777216.0,0,25,100,2,1040,2,2,1,1,1,1,1,,building_bingying_25,building_bingying_25,,building_minju_0,,building/barracks/IconBarracksGround25,2,btn_function_bingying,106932,10,2,1,50,0,6710886400.0,0.0,313537.0,10025.0,101,167772160.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.65,21,0,,1,,,1,,,,,,,,,,,,,,,10025.0,,,
104026,106930,106931,665441654.0,33554432.0,0,26,100,2,1040,2,2,1,1,1,1,1,,building_bingying_26,building_bingying_26,,building_minju_0,,building/barracks/IconBarracksGround26,2,btn_function_bingying,106932,10,2,1,50,0,13421772800.0,0.0,418258.0,10026.0,101,335544320.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.63,10,6,,1,,,1,,,,,,,,,,,,,,,10026.0,,,
104027,106930,106931,1397427473.0,67108864.0,0,27,100,2,1040,2,2,1,1,1,1,1,,building_bingying_27,building_bingying_27,,building_minju_0,,building/barracks/IconBarracksGround27,2,btn_function_bingying,106932,10,2,1,50,0,26843545600.0,0.0,557956.0,10027.0,101,671088640.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.63,10,6,,1,,,1,,,,,,,,,,,,,,,10027.0,,,
104028,106930,106931,2934597693.0,134217728.0,0,28,100,2,1040,2,2,1,1,1,1,1,,building_bingying_28,building_bingying_28,,building_minju_0,,building/barracks/IconBarracksGround28,2,btn_function_bingying,106932,10,2,1,50,0,53687091200.0,0.0,744313.0,10028.0,101,1342177280.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.63,6,6,,1,,,1,,,,,,,,,,,,,,,10028.0,,,
104029,106930,106931,6162655155.0,268435456.0,0,29,100,2,1040,2,2,1,1,1,1,1,,building_bingying_29,building_bingying_29,,building_minju_0,,building/barracks/IconBarracksGround29,2,btn_function_bingying,106932,10,2,1,50,0,107374182400.0,0.0,992914.0,10029.0,101,2684354560.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.63,10,6,,1,,,1,,,,,,,,,,,,,,,10029.0,,,
104030,106930,106931,12941575826.0,536870912.0,0,30,100,2,1040,2,2,1,1,1,1,1,,building_bingying_30,building_bingying_30,,building_minju_0,,building/barracks/IconBarracksGround30,2,btn_function_bingying,106932,10,2,1,50,0,214748364800.0,0.0,1324547.0,10030.0,101,5368709120.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.63,10,6,,1,,,1,,,,,,,,,,,,,,,10030.0,,,
104031,106930,106931,27177309235.0,1073741824.0,0,31,100,2,1040,2,2,1,1,1,1,1,,building_bingying_1,building_bingying_16,19cfe5,building_minju_0,,building/barracks/IconBarracksGround16,2,btn_function_bingying,106932,10,2,1,50,0,429496729600.0,0.0,1766946.0,10031.0,101,10737418240.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,texture/building_new,1,3,0,,1,,,1,,,,,,,,,,,,,,,10031.0,,,
104032,106930,106931,57072349394.0,2147483648.0,0,32,100,2,1040,2,2,1,1,1,1,1,,building_bingying_2,building_bingying_17,19cfe5,building_minju_0,,building/barracks/IconBarracksGround17,2,btn_function_bingying,106932,10,2,1,50,0,858993459200.0,0.0,2357106.0,10032.0,101,21474836480.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,1,-4,0,,1,,,1,,,,,,,,,,,,,,,10032.0,,,
104033,106930,106931,119851933727.0,4294967296.0,0,33,100,2,1040,2,2,1,1,1,1,1,,building_bingying_3,building_bingying_18,19cfe5,building_minju_0,,building/barracks/IconBarracksGround18,2,btn_function_bingying,106932,10,2,1,50,0,1717986918400.0,0.0,3144379.0,10033.0,101,42949672960.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,1,1,0,,1,,,1,,,,,,,,,,,,,,,10033.0,,,
104034,106930,106931,251689060827.0,8589934592.0,0,34,100,2,1040,2,2,1,1,1,1,1,,building_bingying_4,building_bingying_19,19cfe5,building_minju_0,,building/barracks/IconBarracksGround19,2,btn_function_bingying,106932,10,2,1,50,0,3435973836800.0,0.0,4194602.0,10034.0,101,85899345920.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.9,9,0,,1,,,1,,,,,,,,,,,,,,,10034.0,,,
104035,106930,106931,528547027737.0,17179869184.0,0,35,100,2,1040,2,2,1,1,1,1,1,,building_bingying_5,building_bingying_20,19cfe5,building_minju_0,,building/barracks/IconBarracksGround20,2,btn_function_bingying,106932,10,2,1,50,0,6871947673600.0,0.0,5595599.0,10035.0,101,171798691840.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.8,9,0,,1,,,1,,,,,,,,,,,,,,,10035.0,,,
104036,106930,106931,1109948758248.0,34359738368.0,0,36,100,2,1040,2,2,1,1,1,1,1,,building_bingying_6,building_bingying_21,19cfe5,building_minju_0,,building/barracks/IconBarracksGround21,2,btn_function_bingying,106932,10,2,1,50,0,13743895347200.0,0.0,7464529.0,10036.0,101,343597383680.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.78,12,0,,1,,,1,,,,,,,,,,,,,,,10036.0,,,
104037,106930,106931,2330892392321.0,68719476736.0,0,37,100,2,1040,2,2,1,1,1,1,1,,building_bingying_7,building_bingying_22,19cfe5,building_minju_0,,building/barracks/IconBarracksGround22,2,btn_function_bingying,106932,10,2,1,50,0,27487790694400.0,0.0,9957682.0,10037.0,101,687194767360.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.85,18,0,,1,,,1,,,,,,,,,,,,,,,10037.0,,,
104038,106930,106931,4894874023874.0,137438953472.0,0,38,100,2,1040,2,2,1,1,1,1,1,,building_bingying_8,building_bingying_23,19cfe5,building_minju_0,,building/barracks/IconBarracksGround23,2,btn_function_bingying,106932,10,2,1,50,0,54975581388800.0,0.0,13283548.0,10038.0,101,1374389534720.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.85,18,0,,1,,,1,,,,,,,,,,,,,,,10038.0,,,
104039,106930,106931,10279235450135.0,274877906944.0,0,39,100,2,1040,2,2,1,1,1,1,1,,building_bingying_9,building_bingying_24,19cfe5,building_minju_0,,building/barracks/IconBarracksGround24,2,btn_function_bingying,106932,10,2,1,50,0,109951162777600.0,0.0,17720253.0,10039.0,101,2748779069440.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.75,0,0,,1,,,1,,,,,,,,,,,,,,,10039.0,,,
104040,106930,106931,21586394445284.0,549755813888.0,0,40,100,2,1040,2,2,1,1,1,1,1,,building_bingying_10,building_bingying_25,19cfe5,building_minju_0,,building/barracks/IconBarracksGround25,2,btn_function_bingying,106932,10,2,1,50,0,219902325555200.0,0.0,23638818.0,10040.0,101,5497558138880.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.75,0,0,,1,,,1,,,,,,,,,,,,,,,10040.0,,,
104041,106930,106931,45331428335096.0,1099511627776.0,0,41,100,2,1040,2,2,1,1,1,1,1,,building_bingying_11,building_bingying_26,19cfe5,building_minju_0,,building/barracks/IconBarracksGround26,2,btn_function_bingying,106932,10,2,1,50,0,439804651110400.0,0.0,31534183.0,10041.0,101,10995116277760.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,-3,0,,1,,,1,,,,,,,,,,,,,,,10041.0,,,
104042,106930,106931,95195999503702.0,2199023255552.0,0,42,100,2,1040,2,2,1,1,1,1,1,,building_bingying_12,building_bingying_27,19cfe5,building_minju_0,,building/barracks/IconBarracksGround27,2,btn_function_bingying,106932,10,2,1,50,0,879609302220800.0,0.0,42066600.0,10042.0,101,21990232555520.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,-3,0,,1,,,1,,,,,,,,,,,,,,,10042.0,,,
104043,106930,106931,199911598957774.0,4398046511104.0,0,43,100,2,1040,2,2,1,1,1,1,1,,building_bingying_13,building_bingying_28,19cfe5,building_minju_0,,building/barracks/IconBarracksGround28,2,btn_function_bingying,106932,10,2,1,50,0,1759218604441600.0,0.0,56116844.0,10043.0,101,43980465111040.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,-3,0,,1,,,1,,,,,,,,,,,,,,,10043.0,,,
104044,106930,106931,419814357811325.0,8796093022208.0,0,44,100,2,1040,2,2,1,1,1,1,1,,building_bingying_14,building_bingying_29,19cfe5,building_minju_0,,building/barracks/IconBarracksGround29,2,btn_function_bingying,106932,10,2,1,50,0,3518437208883200.0,0.0,74859870.0,10044.0,101,87960930222080.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,3,0,,1,,,1,,,,,,,,,,,,,,,10044.0,,,
104045,106930,106931,881610151403782.0,17592186044416.0,0,45,100,2,1040,2,2,1,1,1,1,1,,building_bingying_15,building_bingying_30,19cfe5,building_minju_0,,building/barracks/IconBarracksGround30,2,btn_function_bingying,106932,10,2,1,50,0,7036874417766400.0,0.0,99863067.0,10045.0,101,175921860444160.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,3,0,,1,,,1,,,,,,,,,,,,,,,10045.0,,,
104046,106930,106931,1851381317947940.0,35184372088832.0,0,46,100,2,1040,2,2,1,1,1,1,1,,building_bingying_16,building_bingying_16,d0be2d,building_minju_0,,building/barracks/IconBarracksGround16,2,btn_function_bingying,106932,10,2,1,50,0,1.40737488355328e+16,0.0,133217331.0,10046.0,101,351843720888320.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.7,3,0,,1,,,1,,,,,,,,,,,,,,,10046.0,,,
104047,106930,106931,3887900767690670.0,70368744177664.0,0,47,100,2,1040,2,2,1,1,1,1,1,,building_bingying_17,building_bingying_17,d0be2d,building_minju_0,,building/barracks/IconBarracksGround17,2,btn_function_bingying,106932,10,2,1,50,0,2.81474976710656e+16,0.0,177711920.0,10047.0,101,703687441776640.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.68,3,0,,1,,,1,,,,,,,,,,,,,,,10047.0,,,
104048,106930,106931,8164591612150410.0,140737488355328.0,0,48,100,2,1040,2,2,1,1,1,1,1,,building_bingying_18,building_bingying_18,d0be2d,building_minju_0,,building/barracks/IconBarracksGround18,2,btn_function_bingying,106932,10,2,1,50,0,5.62949953421312e+16,0.0,237067701.0,10048.0,101,1407374883553280.0,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,sound/building_barrack,,,0.68,3,0,,1,,,1,,,,,,,,,,,,,,,10048.0,,,
