id,string,category,type,value_type,op,target,paraType1,para1,paraType2,para2,paraType3,para3,paraType4,para4,icon,battle_type,time_limit,effective_conditions,once_limit,group,is_minus,targetBuffType,only_effect,sustained_buff,buff_rate,para_condition
920900,104874,1,109,10000,0,0,,,,,,,,,,0,0,,0,920900,,,,,,
921000,104875,1,110,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
930000,All units HP bonus,1,111,10000,0,0,,,,,,,,,rankBuff_03,1,0,,0,930000,,,,,,
930001,104876,1,111,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930001,,,,,,
930002,104877,1,111,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930002,,,,,,
930003,104878,1,111,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930003,,,,,,
930004,104879,1,111,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930005,104880,1,111,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930006,104881,1,111,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930007,104882,1,111,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930008,104883,1,111,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930009,104884,1,111,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930010,104885,1,111,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930011,104886,1,111,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930012,104887,1,111,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930100,All units ATK bonus,1,112,10000,0,0,,,,,,,,,,1,0,,0,930100,,,,,,
930101,104888,1,112,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930101,,,,,,
930102,104889,1,112,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930102,,,,,,
930103,104890,1,112,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930103,,,,,,
930104,104891,1,112,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930105,104892,1,112,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930106,104893,1,112,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930107,104894,1,112,10000,0,0,ArmyType,201,TargetArmyType,101,,,,,,1,0,,0,0,,,,,,
930108,104895,1,112,10000,0,0,ArmyType,301,TargetArmyType,201,,,,,,1,0,,0,0,,,,,,
930109,104896,1,112,10000,0,0,ArmyType,101,TargetArmyType,301,,,,,,1,0,,0,0,,,,,,
930200,All units Crit. rate,1,113,10000,0,0,,,,,,,,,,1,0,,0,1101027,,,,,,
930201,107334,1,113,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930201,,,,,,
930202,107335,1,113,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930202,,,,,,
930203,107336,1,113,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930203,,,,,,
930204,104900,1,113,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930205,104901,1,113,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930206,104902,1,113,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930207,104903,1,113,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930208,104904,1,113,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930209,104905,1,113,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930210,104906,1,113,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930211,104907,1,113,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930212,104908,1,113,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930300,All units dodge rate bonus,1,114,10000,0,0,,,,,,,,,,1,0,,0,930300,,,,,,
930301,107337,1,114,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930301,,,,,,
930302,107338,1,114,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930302,,,,,,
930303,107339,1,114,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930303,,,,,,
930304,104912,1,114,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930305,104913,1,114,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930306,104914,1,114,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930307,104915,1,114,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930308,104916,1,114,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930309,104917,1,114,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930310,104918,1,114,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930311,104919,1,114,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930312,104920,1,114,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930313,104921,1,114,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930301,,,,,,
930314,104922,1,114,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930302,,,,,,
930315,104923,1,114,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930303,,,,,,
930401,104924,1,115,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930402,104925,1,115,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930403,104926,1,115,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930404,104927,1,115,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930405,104928,1,115,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930406,104929,1,115,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930407,104930,1,115,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930408,104931,1,115,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930409,104932,1,115,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930410,104933,1,115,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930411,104934,1,115,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930412,104935,1,115,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930413,104936,1,115,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930414,104937,1,115,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930415,104938,1,115,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930501,104939,1,125,10000,0,1,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930502,104940,1,125,10000,0,1,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930503,104941,1,125,10000,0,1,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930504,104942,1,125,10000,0,0,TargetArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930505,104943,1,125,10000,0,0,TargetArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930506,104944,1,125,10000,0,0,TargetArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930604,104945,1,126,10000,0,1,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930605,104946,1,126,10000,0,1,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930606,104947,1,126,10000,0,1,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930607,104948,1,127,10000,0,1,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930608,104949,1,127,10000,0,1,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930609,104950,1,127,10000,0,1,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930610,104951,1,128,10000,0,1,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
930611,104952,1,128,10000,0,1,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
930612,104953,1,128,10000,0,1,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
931001,104954,1,116,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
931002,104955,1,116,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
931003,104956,1,116,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
931101,104957,1,123,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
931102,104958,1,123,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
931103,104959,1,123,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
940001,104960,1,117,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
940002,104961,1,117,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
940003,104962,1,117,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
940101,104963,1,118,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
940102,104964,1,118,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
940103,104965,1,118,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
940201,104966,1,119,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
940202,104967,1,119,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
940203,104968,1,119,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
940301,104969,1,121,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
940302,104970,1,121,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
940303,104971,1,121,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
940401,104972,1,122,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
940402,104973,1,122,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
940403,104974,1,122,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
940501,104975,1,124,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
940502,104976,1,124,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
940503,104977,1,124,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
940601,104978,1,120,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
940602,104979,1,120,10000,0,0,ArmyType,201,,,,,,,,,0,,0,0,,,,,,
940603,104980,1,120,10000,0,0,ArmyType,301,,,,,,,,,0,,0,0,,,,,,
921001,104981,1,130,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
921002,104983,1,131,10000,0,0,,,,,,,,,,0,0,,0,921002,,,,,,
921003,104984,1,103,10000,0,0,MarchType,5,,,,,,,,0,0,,0,0,,,,,,
921004,104985,1,132,10000,0,0,ArmyType,101,,,,,,,,0,0,,0,0,,,,,,
921005,104987,1,133,10000,0,0,ArmyType,101,,,,,,,,0,0,,0,0,,,,,,
921006,104989,1,134,10000,0,0,ArmyType,101,,,,,,,,0,0,,0,0,,,,,,
950001,104991,1,135,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
950002,104993,1,136,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
950003,104995,1,137,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
950004,104996,1,138,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
950005,104997,1,111,10000,0,0,ArmyType,101,BuffSystemSource,2,,,,,,1,0,,0,930001,,,,,,
950006,104998,1,111,10000,0,0,ArmyType,201,BuffSystemSource,2,,,,,,1,0,,0,930002,,,,,,
950007,104999,1,111,10000,0,0,ArmyType,301,BuffSystemSource,2,,,,,,1,0,,0,930003,,,,,,
950008,105000,1,112,10000,0,0,ArmyType,101,BuffSystemSource,2,,,,,,1,0,,0,930101,,,,,,
950009,105001,1,112,10000,0,0,ArmyType,201,BuffSystemSource,2,,,,,,1,0,,0,930102,,,,,,
950010,105002,1,112,10000,0,0,ArmyType,301,BuffSystemSource,2,,,,,,1,0,,0,930103,,,,,,
950011,107390,1,139,1,0,0,,,,,,,,,,1,0,,0,0,,,,,,
950013,buff_950013,1,163,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
921007,118747,1,141,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
921008,buff_921008,1,155,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
960001,,1,142,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
960002,Gathering Speed-up,1,143,10000,0,0,,,,,,,,,rankBuff_02,0,0,,0,960002,,,,,,
960003,,1,144,1,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
960004,,1,145,10000,0,1,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
960005,,1,146,10000,0,1,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
960006,,1,147,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
960007,,1,148,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
960008,,1,149,10000,0,1,ArmyType,201,TargetArmyType,101,,,,,,1,0,,0,0,,,,,,
960009,,1,150,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
960010,,1,151,10000,0,0,ArmyType,301,TargetArmyType,201,,,,,,1,0,,0,0,,,,,,
960011,,1,152,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
960012,March Size,1,153,1,0,0,,,,,,,,,,1,0,,0,960012,,,,,,
960013,Anti-scout: The enemy can't scout your base.,1,154,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
960015,,1,151,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,0,,,,,,
960016,,1,151,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
930013,buff_930013,1,111,10000,1,1,,,,,,,,,,1,0,,0,0,,,,,,
930014,Daily instant repairs,1,157,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
970001,VIT Recovery Speed,1,158,10000,0,0,,,,,,,,,rankBuff_09,0,0,,0,0,,,,,,
970002,Gather Load Increase,1,159,10000,0,0,,,,,,,,,,0,0,,0,0,,,,,,
970003,ATK Bonus against Dark Forces,1,160,10000,0,2,,,,,,,,,,1,0,,0,970003,,,,,,
970004,Tax collects,1,161,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
970005,Increase VIT Limit,1,162,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
970006,Storage building capacity,1,164,1,0,0,,,,,,,,,,0,0,,0,0,,,,,,
980101,Army DMG Increase,1,165,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980101,,,,,,
980102,Navy DMG Increase,1,165,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980102,,,,,,
980103,Air Force DMG Increase,1,165,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980103,,,,,,
980201,Army Decreased DMG Taken,1,166,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980201,,,,,,
980202,Navy Decreased DMG Taken,1,166,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980202,,,,,,
980203,Air Force Decreased DMG Taken,1,166,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980203,,,,,,
980301,Army Crit. DMG,1,167,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980301,,,,,,
980302,Navy Crit. DMG,1,167,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980302,,,,,,
980303,Air Force Crit. DMG,1,167,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980303,,,,,,
980401,Army INV,1,168,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980401,,,,,,
980402,Navy INV,1,168,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980402,,,,,,
980403,Air Force INV,1,168,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980403,,,,,,
980501,Army Hit,1,169,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980501,,,,,,
980502,Navy Hit,1,169,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980502,,,,,,
980503,Air Force Hit,1,169,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980503,,,,,,
990001,Increases ATK against World Boss.,1,170,10000,0,0,,,,,,,,,,1,0,,0,0,,,,,,
921009,(Navy) Chance of damaged units getting 100% repaired,1,133,10000,0,0,ArmyType,201,,,,,,,,0,0,,0,0,,,,,,
981001,Tywin Skill Active Chance,1,172,10000,0,0,IntegerType,10104,,,,,,,,1,0,,0,0,,,,,,
981002,Alex Skill Active Chance,1,172,10000,0,0,IntegerType,10105,,,,,,,,1,0,,0,0,,,,,,
981003,Sam Skill Active Chance,1,172,10000,0,0,IntegerType,10106,,,,,,,,1,0,,0,0,,,,,,
981004,Chance of triggering Sid's Skill,1,172,10000,0,0,IntegerType,10204,,,,,,,,1,0,,0,0,,,,,,
981005,Ganso Skill Active Chance,1,173,10000,0,0,IntegerType,10205,,,,,,,,1,0,,0,0,,,,,,
981006,Merida Skill Active Chance,1,172,10000,0,0,IntegerType,10206,,,,,,,,1,0,,0,0,,,,,,
981007,Chloe Skill Active Chance,1,172,10000,0,0,IntegerType,10207,,,,,,,,1,0,,0,0,,,,,,
981008,Nadia Skill Active Chance,1,172,10000,0,0,IntegerType,10304,,,,,,,,1,0,,0,0,,,,,,
981009,Edward Skill Active Chance,1,172,10000,0,0,IntegerType,10305,,,,,,,,1,0,,0,0,,,,,,
981010,Lady Zizak Skill Active Chance,1,172,10000,0,0,IntegerType,10306,,,,,,,,1,0,,0,0,,,,,,
982001,Food Gathering Speed,1,143,10000,0,0,Resource,7,,,,,,,,0,0,,0,0,,,,,,
982002,Oil Gathering Speed,1,143,10000,0,0,Resource,5,,,,,,,,0,0,,0,0,,,,,,
982003,Gold Collection Speed,1,143,10000,0,0,Resource,1,,,,,,,,0,0,,0,0,,,,,,
960017,Air Force Decreased DMG Taken,1,147,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,0,,,,,,
991000,buff_991000,1,111,10000,0,0,,,,,,,,,,1,1,,0,930000,,,,,,
991001,buff_991001,1,112,10000,0,0,,,,,,,,,,1,1,,0,930100,,,,,,
991002,buff_991002,1,153,1,0,0,,,,,,,,,,1,1,,0,960012,,,,,,
991003,Limited-time March Queue,1,102,1,0,0,,,,,,,,,,0,1,,0,910200,,,,,,
991004,buff_991004,1,109,10000,0,0,,,,,,,,,,0,1,,0,920900,,,,,,
991005,buff_991005,1,143,10000,0,0,,,,,,,,,,0,1,,0,960002,,,,,,
991006,buff_991006,1,113,10000,0,0,,,,,,,,,,1,1,,0,1101027,,,,,,
991007,Limited-time DMG Increase,1,165,10000,0,0,,,,,,,,,,1,1,,0,991007,,,,,,
991008,buff_991008,1,166,10000,0,0,,,,,,,,,,1,1,,0,980204,,,,,,
991009,buff_991009,1,174,10000,0,0,,,,,,,,,,1,1,,0,991009,,,,,,
1001001,All units DMG increase,1,165,10000,0,0,,,,,,,,,,1,0,,0,1001001,,,,,,
1001002,All units Crit DMG,1,167,10000,0,0,,,,,,,,,,1,0,,0,1001002,,,,,,
1002001,Attack inside Fort,1,112,10000,0,0,,,,,,,,,,1,0,1,0,0,,,,,,
1002002,HP inside Fort,1,111,10000,0,0,,,,,,,,,,1,0,1,0,0,,,,,,
1002003,buff_1002003,1,159,10000,0,0,,,,,,,,,,0,0,1,0,0,,,,,,
981011,Li Hongyu Skill Active Chance,1,172,10000,0,0,IntegerType,10108,,,,,,,,1,0,,0,0,,,,,,
960018,,1,148,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,0,,,,,,
1003001,All units HP bonus,1,111,10000,0,0,,,,,,,,,rankBuff_03,1,0,,0,930000,,,,,,
1003002,All units ATK bonus,1,112,10000,0,0,,,,,,,,,,1,0,,0,930100,,,,,,
1003003,All units Crit. rate,1,113,10000,0,0,,,,,,,,,,1,0,,0,1101027,,,,,,
1003004,All units dodge rate bonus,1,114,10000,0,0,,,,,,,,,,1,0,,0,930300,,,,,,
1003005,104876,1,111,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930001,,,,,,
1003006,104877,1,111,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930002,,,,,,
1003007,104878,1,111,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930003,,,,,,
1003008,104888,1,112,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930101,,,,,,
1003009,104889,1,112,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930102,,,,,,
1003010,104890,1,112,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930103,,,,,,
1003011,107334,1,113,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930201,,,,,,
1003012,107335,1,113,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930202,,,,,,
1003013,107336,1,113,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930203,,,,,,
1003014,107337,1,114,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,930301,,,,,,
1003015,107338,1,114,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,930302,,,,,,
1003016,107339,1,114,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,930303,,,,,,
1003017,Army DMG Increase,1,165,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980101,,,,,,
1003018,Navy DMG Increase,1,165,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980102,,,,,,
1003019,Air Force DMG Increase,1,165,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980103,,,,,,
1003020,Army Decreased DMG Taken,1,166,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980201,,,,,,
1003021,Navy Decreased DMG Taken,1,166,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980202,,,,,,
1003022,Air Force Decreased DMG Taken,1,166,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980203,,,,,,
1003023,Army Crit. DMG,1,167,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980301,,,,,,
1003024,Navy Crit. DMG,1,167,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980302,,,,,,
1003025,Air Force Crit. DMG,1,167,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980303,,,,,,
1003026,Army INV,1,168,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980401,,,,,,
1003027,Navy INV,1,168,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980402,,,,,,
1003028,Air Force INV,1,168,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980403,,,,,,
1003029,Army Hit,1,169,10000,0,0,ArmyType,101,,,,,,,,1,0,,0,980501,,,,,,
1003030,Navy Hit,1,169,10000,0,0,ArmyType,201,,,,,,,,1,0,,0,980502,,,,,,
1003031,Air Force Hit,1,169,10000,0,0,ArmyType,301,,,,,,,,1,0,,0,980503,,,,,,
981012,Tian Mu Skill Active Chance,1,173,10000,0,0,IntegerType,10307,,,,,,,,1,0,,0,0,,,,,,
991100,buff_991000,1,111,10000,0,0,,,,,,,,,,1,1,,0,930000,,,,,,
991101,buff_991001,1,112,10000,0,0,,,,,,,,,,1,1,,0,930100,,,,,,
991102,buff_991002,1,153,1,0,0,,,,,,,,,,1,1,,0,960012,,,,,,
991103,Limited-time March Queue,1,102,1,0,0,,,,,,,,,,0,1,,0,910200,,,,,,
991104,buff_991004,1,109,10000,0,0,,,,,,,,,,0,1,,0,920900,,,,,,
991105,buff_991005,1,143,10000,0,0,,,,,,,,,,0,1,,0,960002,,,,,,
991106,buff_991006,1,113,10000,0,0,,,,,,,,,,1,1,,0,1101027,,,,,,
991107,Limited-time DMG Increase,1,165,10000,0,0,,,,,,,,,,1,1,,0,991007,,,,,,
991108,buff_991008,1,166,10000,0,0,,,,,,,,,,1,1,,0,980204,,,,,,
991109,buff_991009,1,174,10000,0,0,,,,,,,,,,1,1,,0,991009,,,,,,
991200,buff_991000,1,111,10000,0,0,,,,,,,,,,1,1,,0,930000,,,,,,
991201,buff_991001,1,112,10000,0,0,,,,,,,,,,1,1,,0,930100,,,,,,
991202,buff_991002,1,153,1,0,0,,,,,,,,,,1,1,,0,960012,,,,,,
991203,Limited-time March Queue,1,102,1,0,0,,,,,,,,,,0,1,,0,910200,,,,,,
991204,buff_991004,1,109,10000,0,0,,,,,,,,,,0,1,,0,920900,,,,,,
991205,buff_991005,1,143,10000,0,0,,,,,,,,,,0,1,,0,960002,,,,,,
991206,buff_991006,1,113,10000,0,0,,,,,,,,,,1,1,,0,1101027,,,,,,
991207,Limited-time DMG Increase,1,165,10000,0,0,,,,,,,,,,1,1,,0,991007,,,,,,
991208,buff_991008,1,166,10000,0,0,,,,,,,,,,1,1,,0,980204,,,,,,
