id,level_id,type,elite,monster_level,para1,para2,weight,add_reward,integral,icon,name,desc,buff_type,icon1,icon2,prefab,special_effects,effects_time,times,minmumber,maxnumber,notice,boxicon
28,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003004,500,6,,,icon_BattleIsland7,Island BUFF,All units dodge rate bonus,icon_army_island1,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
29,0,3,,,1003005,500,6,,,icon_BattleIsland7,Island BUFF,104876,icon_army_island2,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
30,0,3,,,1003006,500,6,,,icon_BattleIsland7,Island BUFF,104877,icon_army_island3,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
31,0,3,,,1003007,500,6,,,icon_BattleIsland7,Island BUFF,104878,icon_army_island4,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
32,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003008,500,6,,,icon_BattleIsland7,Island BUFF,104888,icon_army_island2,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
33,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003009,500,6,,,icon_BattleIsland7,Island BUFF,104889,icon_army_island3,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
34,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003010,500,6,,,icon_BattleIsland7,Island BUFF,104890,icon_army_island4,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
35,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003011,500,6,,,icon_BattleIsland7,Island BUFF,107334,icon_army_island2,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
36,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003012,500,6,,,icon_BattleIsland7,Island BUFF,107335,icon_army_island3,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
37,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003013,500,6,,,icon_BattleIsland7,Island BUFF,107336,icon_army_island4,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
38,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003014,500,6,,,icon_BattleIsland7,Island BUFF,107337,icon_army_island2,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
39,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003015,500,6,,,icon_BattleIsland7,Island BUFF,107338,icon_army_island3,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
40,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003016,500,6,,,icon_BattleIsland7,Island BUFF,107339,icon_army_island4,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
41,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003017,500,6,,,icon_BattleIsland7,Island BUFF,Army DMG Increase,icon_army_island2,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
42,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003018,500,6,,,icon_BattleIsland7,Island BUFF,Navy DMG Increase,icon_army_island3,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
43,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003019,500,6,,,icon_BattleIsland7,Island BUFF,Air Force DMG Increase,icon_army_island4,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
44,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003020,500,6,,,icon_BattleIsland7,Island BUFF,Army Decreased DMG Taken,icon_army_island2,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
45,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003021,500,6,,,icon_BattleIsland7,Island BUFF,Navy Decreased DMG Taken,icon_army_island3,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
46,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003022,500,6,,,icon_BattleIsland7,Island BUFF,Air Force Decreased DMG Taken,icon_army_island4,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
47,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003023,500,6,,,icon_BattleIsland7,Island BUFF,Army Crit. DMG,icon_army_island2,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
48,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003024,500,6,,,icon_BattleIsland7,Island BUFF,Navy Crit. DMG,icon_army_island3,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
49,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003025,500,6,,,icon_BattleIsland7,Island BUFF,Air Force Crit. DMG,icon_army_island4,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
50,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003026,500,6,,,icon_BattleIsland7,Island BUFF,Army INV,icon_army_island2,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
51,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003027,500,6,,,icon_BattleIsland7,Island BUFF,Navy INV,icon_army_island3,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
52,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003028,500,6,,,icon_BattleIsland7,Island BUFF,Air Force INV,icon_army_island4,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
53,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003029,500,6,,,icon_BattleIsland7,Island BUFF,Army Hit,icon_army_island2,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
54,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003030,500,6,,,icon_BattleIsland7,Island BUFF,Navy Hit,icon_army_island3,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
55,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003031,500,6,,,icon_BattleIsland7,Island BUFF,Air Force Hit,icon_army_island4,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
56,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003001,500,6,,,icon_BattleIsland7,Island BUFF,All units HP bonus,icon_army_island1,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
57,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003002,500,6,,,icon_BattleIsland7,Island BUFF,All units ATK bonus,icon_army_island1,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
58,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003003,500,6,,,icon_BattleIsland7,Island BUFF,All units Crit. rate,icon_army_island1,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
59,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003004,500,6,,,icon_BattleIsland7,Island BUFF,All units dodge rate bonus,icon_army_island1,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
60,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003005,500,6,,,icon_BattleIsland7,Island BUFF,104876,icon_army_island2,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
61,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003006,500,6,,,icon_BattleIsland7,Island BUFF,104877,icon_army_island3,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
62,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003007,500,6,,,icon_BattleIsland7,Island BUFF,104878,icon_army_island4,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
63,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003008,500,6,,,icon_BattleIsland7,Island BUFF,104888,icon_army_island2,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
64,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003009,500,6,,,icon_BattleIsland7,Island BUFF,104889,icon_army_island3,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
65,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003010,500,6,,,icon_BattleIsland7,Island BUFF,104890,icon_army_island4,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
66,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003011,500,6,,,icon_BattleIsland7,Island BUFF,107334,icon_army_island2,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
67,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003012,500,6,,,icon_BattleIsland7,Island BUFF,107335,icon_army_island3,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
68,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003013,500,6,,,icon_BattleIsland7,Island BUFF,107336,icon_army_island4,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
69,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003014,500,6,,,icon_BattleIsland7,Island BUFF,107337,icon_army_island2,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
70,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003015,500,6,,,icon_BattleIsland7,Island BUFF,107338,icon_army_island3,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
71,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003016,500,6,,,icon_BattleIsland7,Island BUFF,107339,icon_army_island4,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
72,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003017,500,6,,,icon_BattleIsland7,Island BUFF,Army DMG Increase,icon_army_island2,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
73,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003018,500,6,,,icon_BattleIsland7,Island BUFF,Navy DMG Increase,icon_army_island3,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
74,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003019,500,6,,,icon_BattleIsland7,Island BUFF,Air Force DMG Increase,icon_army_island4,enhance_403500,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
75,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003020,500,6,,,icon_BattleIsland7,Island BUFF,Army Decreased DMG Taken,icon_army_island2,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
76,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003021,500,6,,,icon_BattleIsland7,Island BUFF,Navy Decreased DMG Taken,icon_army_island3,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
77,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003022,500,6,,,icon_BattleIsland7,Island BUFF,Air Force Decreased DMG Taken,icon_army_island4,enhance_403600,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
78,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003023,500,6,,,icon_BattleIsland7,Island BUFF,Army Crit. DMG,icon_army_island2,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
79,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003024,500,6,,,icon_BattleIsland7,Island BUFF,Navy Crit. DMG,icon_army_island3,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
80,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003025,500,6,,,icon_BattleIsland7,Island BUFF,Air Force Crit. DMG,icon_army_island4,enhance_403700,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
81,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003026,500,6,,,icon_BattleIsland7,Island BUFF,Army INV,icon_army_island2,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
82,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003027,500,6,,,icon_BattleIsland7,Island BUFF,Navy INV,icon_army_island3,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
83,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003028,500,6,,,icon_BattleIsland7,Island BUFF,Air Force INV,icon_army_island4,enhance_403800,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
84,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003029,500,6,,,icon_BattleIsland7,Island BUFF,Army Hit,icon_army_island2,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
85,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003030,500,6,,,icon_BattleIsland7,Island BUFF,Navy Hit,icon_army_island3,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
86,11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,3,,,1003031,500,6,,,icon_BattleIsland7,Island BUFF,Air Force Hit,icon_army_island4,enhance_403900,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
87,20|21|22|23|24|25,3,,,1003001,800,6,,,icon_BattleIsland7,Island BUFF,All units HP bonus,icon_army_island1,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
88,20|21|22|23|24|25,3,,,1003002,800,6,,,icon_BattleIsland7,Island BUFF,All units ATK bonus,icon_army_island1,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
89,20|21|22|23|24|25,3,,,1003003,800,6,,,icon_BattleIsland7,Island BUFF,All units Crit. rate,icon_army_island1,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
90,20|21|22|23|24|25,3,,,1003004,800,6,,,icon_BattleIsland7,Island BUFF,All units dodge rate bonus,icon_army_island1,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
91,21|22|23|24|25,3,,,1003005,800,6,,,icon_BattleIsland7,Island BUFF,104876,icon_army_island2,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
92,21|22|23|24|25,3,,,1003006,800,6,,,icon_BattleIsland7,Island BUFF,104877,icon_army_island3,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
93,21|22|23|24|25,3,,,1003007,800,6,,,icon_BattleIsland7,Island BUFF,104878,icon_army_island4,enhance_403400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,0,You received {0}; the power of units has increased by {1},
94,21|22|23|24|25,3,,,1003008,800,6,,,icon_BattleIsland7,Island BUFF,104888,icon_army_island2,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
95,21|22|23|24|25,3,,,1003009,800,6,,,icon_BattleIsland7,Island BUFF,104889,icon_army_island3,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
96,21|22|23|24|25,3,,,1003010,800,6,,,icon_BattleIsland7,Island BUFF,104890,icon_army_island4,enhance_400200,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
97,21|22|23|24|25,3,,,1003011,800,6,,,icon_BattleIsland7,Island BUFF,107334,icon_army_island2,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
98,21|22|23|24|25,3,,,1003012,800,6,,,icon_BattleIsland7,Island BUFF,107335,icon_army_island3,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
99,21|22|23|24|25,3,,,1003013,800,6,,,icon_BattleIsland7,Island BUFF,107336,icon_army_island4,enhance_400300,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
100,21|22|23|24|25,3,,,1003014,800,6,,,icon_BattleIsland7,Island BUFF,107337,icon_army_island2,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
101,21|22|23|24|25,3,,,1003015,800,6,,,icon_BattleIsland7,Island BUFF,107338,icon_army_island3,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
102,21|22|23|24|25,3,,,1003016,800,6,,,icon_BattleIsland7,Island BUFF,107339,icon_army_island4,enhance_400400,image/IsleBattle/icon_BattleIsland7,,,1.0,,0,2,You received {0}; the power of units has increased by {1},
